N	3gram	Bakhtin_Fr_1	SlovoVZh
1	по отношению к	1	11
2	не может быть	1	7
3	можно сказать что	1	5
4	дело в том	2	4
5	в том что	6	4
6	и не может	1	3
7	до сих пор	4	3
8	имеет в виду	1	3
9	это как бы	1	3
10	имеем в виду	1	2
11	на самом деле	2	2
12	с другой стороны	1	2
13	с точки зрения	3	2
14	до известной степени	1	2
15	эти и подобные	1	2
16	в отношении к	1	2
17	и подобные им	1	2
18	в настоящее время	1	2
19	с одной стороны	2	2
20	тех или иных	1	1
21	но прежде всего	1	1
22	в так называемой	1	1
23	но все же	2	1
24	для него не	1	1
25	а между тем	1	1
26	но в ней	1	1
27	и эта позиция	1	1
28	все разобранные нами	1	1
29	или хотя бы	1	1
30	и др все	1	1
31	все более и	1	1
32	и вещами она	1	1
33	суждения и оценки	1	1
34	бы они ни	1	1
35	во всяком случае	1	1
36	мы уже сказали	3	1
37	почти полностью утрачивают	1	1
38	они как бы	1	1
39	в самом деле	1	1
40	самом же деле	3	1
41	с ним в	1	1
42	его эстетической сущности	1	1
43	можно определить как	1	1
44	убедиться в этом	1	1
45	общения между ними	1	1
46	все эти и	1	1
47	сами по себе	1	1
48	в условиях буржуазной	1	1
49	на ранних ступенях	1	1
50	два основных момента	1	1
51	то что мы	1	1
52	свою связь с	1	1
53	сказать что и	1	1
54	но и в	2	1
55	и др и	1	1
56	на самом же	3	1
57	но все это	1	1
58	в этом отношении	3	1
59	но несмотря на	1	1
60	несмотря на это	1	1
61	более и более	1	1
62	и прежде всего	3	1
63	особый тип общения	1	1
64	то же время	1	1
65	как мы уже	5	1
66	не может стать	1	1
67	и здесь мы	1	1
68	он еще не	1	1
69	включает в себя	1	1
70	в основе своей	2	1
71	в приведенном нами	1	1
72	раз подчеркнуть что	1	1
73	мы имеем в	1	1
74	может быть только	1	1
75	в то же	1	1
76	на все моменты	1	1
77	и в частности	2	1
78	еще раз подчеркнуть	1	1
79	в значительной степени	2	1
80	и в нем	1	1
81	чтобы убедиться в	1	1
82	и значение этой	1	1
83	в области науки	1	1
84	все эти три	1	1
85	в литературе и	1	1
86	к тому же	1	1
87	но в то	1	1
88	это прежде всего	1	1
89	в этом достаточно	1	1
