N	2gram	Vygotskiy__4	Dialekti
1	и не	13	30
2	может быть	22	20
3	не только	7	19
4	и в	33	19
5	по себе	9	18
6	и т	6	17
7	а не	6	16
8	в себе	6	15
9	т д	2	15
10	что она	10	14
11	потому что	24	14
12	то что	44	14
13	в том	21	14
14	так как	12	14
15	и даже	1	14
16	как бы	25	14
17	вовсе не	5	13
18	то же	9	12
19	точки зрения	6	12
20	не просто	4	12
21	но и	3	12
22	и все	12	12
23	и как	5	10
24	что это	13	10
25	в нем	7	10
26	ни в	3	10
27	как и	5	10
28	том что	22	10
29	сказать что	13	10
30	так и	3	10
31	это не	6	10
32	никогда не	5	9
33	времени и	2	9
34	же и	1	9
35	не может	10	9
36	она есть	2	9
37	мы уже	5	8
38	в этом	28	8
39	в своей	4	8
40	с точки	4	8
41	не в	2	8
42	она не	3	8
43	прежде всего	2	8
44	это есть	1	8
45	это значит	1	8
46	и то	2	7
47	есть не	1	7
48	время как	2	7
49	сама по	3	7
50	так что	7	7
51	и к	2	7
52	должно быть	3	7
53	как это	14	7
54	в душе	1	7
55	но что	1	7
56	как будто	8	7
57	совершенно не	4	7
58	но это	1	7
59	что в	21	7
60	я не	4	6
61	но не	3	6
62	что они	6	6
63	тогда когда	1	6
64	в то	3	6
65	не могу	1	6
66	и вообще	1	6
67	и та	2	6
68	что он	20	6
69	конечно не	3	6
70	не потому	2	6
71	что не	4	6
72	того что	4	6
73	да и	3	6
74	и может	5	6
75	личности и	1	6
76	жизни и	4	6
77	и потому	2	5
78	и это	5	5
79	говорить о	3	5
80	в одну	1	5
81	жизнь и	4	5
82	же время	2	5
83	и его	5	5
84	и с	2	5
85	в виду	2	5
86	о том	20	5
87	и что	25	5
88	можно сказать	2	5
89	но как	1	5
90	не то	4	5
91	что и	3	5
92	с другой	2	5
93	в смысле	1	5
94	как раз	9	5
95	и времени	1	5
96	только что	15	5
97	в самом	12	5
98	только в	4	5
99	и есть	4	4
100	во мне	1	4
101	еще не	1	4
102	быть в	1	4
103	самом деле	12	4
104	за пределы	1	4
105	в одной	2	4
106	независимо от	1	4
107	в своем	7	4
108	все же	5	4
109	в каком-то	2	4
110	нет никакой	2	4
111	только то	1	4
112	та же	3	4
113	как он	5	4
114	и если	9	4
115	при этом	2	4
116	он не	11	4
117	и вот	6	4
118	что тут	1	4
119	таким образом	13	4
120	заключается в	5	4
121	одна и	2	4
122	не больше	2	4
123	нисколько не	5	4
124	вещи в	1	4
125	в одном	3	4
126	но он	6	4
127	все это	13	4
128	с ним	5	4
129	связи с	2	4
130	в таком	4	4
131	в каком	8	4
132	есть только	2	4
133	это конечно	1	4
134	что оно	3	4
135	без всякого	2	4
136	в ее	2	4
137	и когда	2	4
138	ясно что	5	4
139	в другом	1	4
140	может не	1	4
141	к нему	1	4
142	и только	7	4
143	во времени	1	4
144	уже в	2	4
145	одно из	2	4
146	то время	2	4
147	в связи	1	4
148	хотя бы	2	4
149	а в	4	4
150	другой стороны	2	4
151	по одному	1	4
152	же как	3	3
153	таком случае	1	3
154	сам по	2	3
155	это и	5	3
156	как мы	4	3
157	этого нет	1	3
158	что если	3	3
159	и тут	1	3
160	вопрос о	2	3
161	что иное	1	3
162	это время	2	3
163	иное как	1	3
164	в чем	1	3
165	себе и	2	3
166	в этой	9	3
167	с этим	5	3
168	от этого	3	3
169	но без	1	3
170	после этого	6	3
171	всех этих	3	3
172	есть та	1	3
173	может существовать	1	3
174	об этом	4	3
175	его в	3	3
176	это было	4	3
177	и мы	15	3
178	было бы	12	3
179	уже знаем	3	3
180	в один	1	3
181	мы имеем	2	3
182	и уже	4	3
183	форма и	1	3
184	в этих	1	3
185	что такое	1	3
186	сами по	3	3
187	и более	1	3
188	что этот	3	3
189	даже в	2	3
190	ничего не	2	3
191	или как	1	3
192	как только	2	3
193	но только	1	3
194	то как	2	3
195	это только	1	3
196	как они	1	3
197	все время	24	3
198	тех пор	2	3
199	даны в	4	3
200	же мы	2	3
201	будто бы	1	3
202	у меня	1	3
203	из них	4	3
204	много раз	2	3
205	бы это	3	3
206	и из	3	3
207	и их	1	3
208	не было	3	3
209	сейчас же	16	3
210	нет ни	3	3
211	в той	3	3
212	когда мы	6	3
213	в это	2	3
214	и от	2	3
215	время не	1	3
216	его с	1	3
217	это как	1	3
218	понимать как	1	3
219	была бы	2	3
220	не что	1	3
221	также и	2	2
222	человека и	1	2
223	связана с	1	2
224	на самом	6	2
225	он может	2	2
226	тем же	1	2
227	он всегда	1	2
228	что эти	2	2
229	что время	1	2
230	его не	2	2
231	например в	3	2
232	из всего	1	2
233	каком случае	1	2
234	так чтобы	2	2
235	бы ни	1	2
236	как я	3	2
237	то это	3	2
238	как не	1	2
239	в ней	6	2
240	во всех	2	2
241	чистой и	1	2
242	мы начинаем	1	2
243	если в	1	2
244	в общем	1	2
245	очевидно что	1	2
246	ведь мы	1	2
247	которые не	1	2
248	и я	1	2
249	в истории	1	2
250	как в	3	2
251	сразу и	1	2
252	перед нами	6	2
253	но в	2	2
254	в которой	4	2
255	бы и	2	2
256	мы получаем	1	2
257	не даны	1	2
258	так или	1	2
259	все эти	6	2
260	раз в	7	2
261	но ведь	1	2
262	на его	1	2
263	что реальные	1	2
264	их из	1	2
265	на этом	3	2
266	но все	2	2
267	не будет	4	2
268	в мире	3	2
269	об этой	1	2
270	на все	2	2
271	на сцене	3	2
272	в жизни	4	2
273	только одно	2	2
274	она и	1	2
275	с тем	4	2
276	несмотря на	1	2
277	смысл и	4	2
278	во время	6	2
