N	2gram	Berdyaev_N_1	Mirosoze
1	может быть	7	30
2	не только	5	29
3	и в	16	28
4	не может	16	28
5	человеческого духа	1	26
6	но и	3	25
7	а не	17	25
8	он не	8	24
9	о человеке	1	23
10	в этом	7	20
11	о свободе	1	18
12	не было	4	18
13	у него	2	17
14	не в	6	16
15	потому что	4	16
16	в ней	5	15
17	в своей	3	15
18	переходит в	1	15
19	человека и	3	14
20	и есть	10	14
21	никогда не	6	14
22	человека в	1	13
23	в нем	5	13
24	и это	2	12
25	в самом	1	11
26	и не	11	11
27	свободы в	2	11
28	во имя	15	10
29	в своем	1	10
30	человек не	1	10
31	было бы	1	10
32	бога и	3	10
33	что в	9	10
34	свободы и	2	10
35	в мире	3	10
36	прежде всего	4	10
37	что он	1	10
38	и потому	4	10
39	и все	4	10
40	к отрицанию	1	9
41	с тем	3	9
42	но он	1	9
43	и его	1	9
44	не есть	3	9
45	в его	1	9
46	есть лишь	4	9
47	человеческой свободы	1	9
48	человеке и	1	8
49	в глубине	1	8
50	в котором	1	8
51	но не	2	8
52	не был	1	7
53	менее всего	1	7
54	но в	2	7
55	в себе	2	7
56	быть может	4	7
57	в конце	1	7
58	к нему	1	7
59	бог и	1	7
60	нет ничего	1	7
61	образ человека	1	7
62	должна быть	3	6
63	и на	2	6
64	в которой	1	6
65	лишь в	6	6
66	в этой	1	6
67	христианского мира	1	6
68	все в	1	6
69	только в	1	6
70	вместе с	2	6
71	все это	5	6
72	в том	8	6
73	нет и	2	5
74	в глубину	1	5
75	от нее	1	5
76	это не	4	5
77	как и	7	5
78	если нет	2	5
79	у нас	1	5
80	не могут	1	5
81	человека на	1	5
82	то что	4	5
83	и человека	1	5
84	на поверхности	1	5
85	мира и	2	5
86	смысле слова	3	4
87	или к	1	4
88	это и	2	4
89	и этот	1	4
90	xix века	5	4
91	за пределы	3	4
92	духа и	3	4
93	то нет	1	4
94	зла в	1	4
95	не к	2	4
96	в них	4	4
97	свободе в	1	4
98	в этих	1	4
99	к ней	1	4
100	она не	3	4
101	свобода духа	2	4
102	значит что	4	4
103	уже не	2	4
104	уже в	1	4
105	есть уже	1	4
106	а в	2	4
107	тем что	1	4
108	и вместе	1	4
109	нет в	1	4
110	новой истории	67	4
111	был в	1	4
112	всю жизнь	1	4
113	свободы к	1	4
114	не знал	2	4
115	человека не	1	4
116	не знает	6	4
117	добро и	1	3
118	из глубины	2	3
119	и мира	1	3
120	с его	6	3
121	к богу	2	3
122	с этим	2	3
123	этого мира	1	3
124	духа в	2	3
125	идей и	1	3
126	вера в	1	3
127	и еще	1	3
128	заключает в	1	3
129	и с	2	3
130	в жизни	5	3
131	для них	1	3
132	духа все	1	3
133	мир в	1	3
134	духовной жизни	2	3
135	том что	2	3
136	но если	1	3
137	мира не	1	3
138	не имеет	4	3
139	на путях	2	3
140	к тому	3	3
141	революции духа	1	3
142	в ее	3	3
143	с собой	1	3
144	начинается в	1	3
145	нет у	1	3
146	себя в	2	3
147	конечно не	3	3
148	и их	1	3
149	так как	1	3
150	не хотел	1	3
151	испытание человеческой	1	3
152	себя и	1	3
153	в боге	1	3
154	я хочу	1	3
155	это есть	7	3
156	в мир	1	3
157	это значит	1	3
158	должно быть	4	3
159	хотя бы	2	3
160	будто бы	1	3
161	русские люди	1	3
162	есть и	1	3
163	в этот	1	2
164	связана с	2	2
165	не хочет	1	2
166	высшей степени	6	2
167	к чему	1	2
168	мир не	1	2
169	вопрос о	3	2
170	время как	2	2
171	в виду	1	2
172	истории в	5	2
173	себе и	1	2
174	глубочайшем смысле	1	2
175	в истории	3	2
176	в центре	2	2
177	как в	3	2
178	к новому	7	2
179	на человека	1	2
180	истории он	1	2
181	и к	5	2
182	от этого	1	2
183	и у	1	2
184	он в	1	2
185	все эти	2	2
186	бога в	1	2
187	приводит к	1	2
188	с их	2	2
189	вообще не	1	2
190	не значит	3	2
191	в россии	3	2
192	людей и	1	2
193	него и	1	2
194	этом он	1	2
195	на протяжении	2	2
196	который и	1	2
197	и мы	4	2
198	свою противоположность	1	2
199	истории и	9	2
200	свободу как	1	2
201	сама истина	1	2
202	свобода избрания	1	2
203	место в	2	2
204	мысли и	2	2
205	сих пор	1	2
206	природу и	1	2
207	в духовной	2	2
208	возвращается к	2	2
209	этот мир	2	2
210	глубину в	1	2
211	в то	2	2
212	в основе	3	2
213	нашей эпохи	3	2
214	того чтобы	2	2
215	по своей	1	2
216	в глубочайшем	1	2
217	в каком	1	2
218	когда мы	2	2
219	есть только	1	2
220	могут быть	2	2
221	в наше	3	2
222	него как	1	2
223	должен быть	5	2
224	смысле в	1	2
225	божественной жизни	2	2
226	и от	2	2
227	то время	1	2
228	и что	2	2
229	и когда	1	2
230	еще в	1	2
231	с ним	1	2
232	обречен на	1	2
233	о том	4	2
234	и во	1	2
235	движения в	1	2
236	и она	1	2
237	и мир	1	2
238	человек от	1	2
239	нем не	1	2
240	духа как	1	2
241	жизни и	8	2
242	был ли	1	2
243	так называемый	1	2
244	привела к	1	2
245	как будто	2	2
246	для того	1	2
247	духовной глубине	1	2
248	во власти	1	2
249	в высшей	6	2
250	до сих	1	2
251	связано с	1	2
252	человеческой жизни	1	2
253	быть принята	1	2
254	последних пределов	1	2
255	долгое время	1	2
256	от мира	1	2
257	он и	1	2
258	всемирной истории	2	2
259	по своему	4	2
260	в той	1	2
261	истину и	1	2
262	том смысле	1	2
263	быть не	1	2
264	и нет	1	2
265	в более	1	2
266	и для	4	2
267	гуманистическое самоутверждение	3	2
268	не существует	3	2
269	в христианстве	1	2
270	нет бога	1	2
271	человека это	1	2
272	не терпит	1	2
273	всего что	1	2
274	свобода человека	1	2
275	уже нет	1	2
276	жизни в	3	2
277	в свою	1	2
278	сказать что	3	2
279	возврата к	1	2
280	эти слова	1	2
281	к этой	1	2
282	все что	1	2
283	как формальное	1	1
284	нем нет	2	1
285	также что	1	1
286	становится в	1	1
287	переход от	1	1
288	лишь знаки	1	1
289	и до	1	1
290	имея в	1	1
291	человеческих сил	1	1
292	был и	1	1
293	но те	1	1
294	в зависимости	1	1
295	теократии не	1	1
296	и греческой	1	1
297	из всех	1	1
298	ней нет	1	1
299	возврат к	6	1
300	мы не	2	1
301	не во	4	1
302	установить что	1	1
303	подозрительностью и	1	1
304	явление нового	1	1
305	и через	1	1
306	но она	2	1
307	оно есть	1	1
308	исторической эпохи	3	1
309	я не	2	1
310	жизни как	2	1
311	он принадлежал	1	1
312	от веры	1	1
313	то это	1	1
314	и красота	1	1
315	зависимости от	1	1
316	не способен	1	1
317	есть вместе	1	1
318	хаос но	1	1
319	еще не	3	1
320	верить в	3	1
321	в покое	1	1
322	себя а	1	1
323	человек выходит	1	1
324	во всех	3	1
325	вели к	1	1
326	россии и	1	1
327	из сторон	1	1
328	академическая философия	1	1
329	содержания жизни	1	1
330	культуру и	1	1
331	отличие от	1	1
332	в свои	2	1
333	государство не	1	1
334	что совершается	1	1
335	если есть	1	1
336	глубже чем	1	1
337	говорит что	1	1
338	отпадения от	1	1
339	ночной стихии	3	1
340	в каком-то	1	1
341	учителей церкви	2	1
342	жизни к	4	1
343	было такого	3	1
344	от бога	6	1
345	принудить к	1	1
346	что ничего	1	1
347	роль в	2	1
348	но ведь	1	1
349	можно лишь	1	1
350	может уже	2	1
351	духовной культуры	1	1
352	творческое явление	1	1
353	это связано	2	1
354	конце новой	1	1
355	есть переход	1	1
356	к одному	1	1
357	в силу	1	1
358	общество и	1	1
359	имя свободы	3	1
360	ее жизни	1	1
361	и заключается	2	1
362	значительной степени	1	1
363	в платоновском	1	1
364	человек а	1	1
365	в состоянии	1	1
366	значение в	1	1
367	том случае	1	1
368	них не	1	1
369	к социализму	1	1
370	перестать быть	1	1
371	нельзя мыслить	1	1
372	знает что	1	1
373	это было	3	1
374	христианской истины	1	1
375	весь мир	1	1
376	ней нужно	1	1
377	с богом	1	1
378	своей первооснове	1	1
379	новый мир	1	1
380	его было	1	1
381	и вся	1	1
382	платоновском смысле	1	1
383	не больше	1	1
384	во время	1	1
385	к тем	1	1
386	непосредственно реально	1	1
387	что такое	3	1
388	в такой	1	1
389	истории на	1	1
390	что вся	1	1
391	возможны только	1	1
392	в отличие	1	1
393	ее он	1	1
394	мир и	2	1
395	духа свобода	1	1
396	движение к	1	1
397	но во	1	1
398	творчества и	1	1
399	обращение к	2	1
400	и более	1	1
401	не должно	1	1
402	есть всегда	1	1
403	и истории	1	1
404	в атмосфере	1	1
405	с миром	1	1
406	не менее	4	1
407	бога нет	1	1
408	есть прежде	1	1
409	еще до	2	1
410	мысли в	2	1
411	истории с	1	1
412	весь смысл	1	1
413	человека во	2	1
414	все свои	1	1
415	общество не	1	1
416	так много	1	1
417	самой жизни	2	1
418	это мало	1	1
419	а во	1	1
420	во всем	1	1
421	и мысли	1	1
422	человека так	1	1
423	века не	1	1
424	были еще	1	1
425	в области	1	1
426	от того	1	1
427	в космосе	1	1
428	и оно	1	1
429	свободы человека	2	1
430	к себе	1	1
431	в духе	3	1
432	и учителей	1	1
433	нет ни	1	1
434	не та	1	1
435	и всех	1	1
436	к духовному	2	1
437	кризис культуры	6	1
438	боге и	1	1
439	людей в	1	1
440	все еще	1	1
441	творчества не	1	1
442	оно не	1	1
443	производить впечатление	1	1
444	и оттуда	1	1
445	на нем	1	1
446	не могу	1	1
447	средневековья и	2	1
448	христовых и	1	1
449	что революция	1	1
450	культуры и	7	1
451	наиболее всечеловеческий	1	1
452	не столько	1	1
453	для нового	2	1
454	шекспира и	1	1
455	слова а	1	1
456	бытия как	1	1
457	природе своей	1	1
458	последние пределы	1	1
459	в образе	1	1
460	можно было	2	1
461	так и	2	1
462	по природе	1	1
463	к старой	1	1
464	который я	1	1
465	и трудно	1	1
466	в эпоху	9	1
467	и даже	2	1
468	еще люди	1	1
469	такова судьба	1	1
470	нет уже	1	1
471	а к	1	1
472	путь на	1	1
473	жизни не	3	1
474	до последних	1	1
475	это я	1	1
476	в совершенную	1	1
477	нет возврата	1	1
478	теми которые	1	1
479	принадлежит уже	1	1
480	столь чуждую	1	1
481	в значительной	1	1
482	всей нашей	1	1
483	бесконечность не	1	1
484	и только	1	1
485	которая должна	1	1
486	все время	2	1
487	мы уже	1	1
488	истину он	1	1
489	xix век	2	1
490	духовного мира	2	1
491	путь нового	1	1
492	в новой	7	1
493	речи о	1	1
494	новая история	6	1
495	ли он	1	1
496	и быть	1	1
497	то он	1	1
498	наше время	4	1
499	в обществе	2	1
500	стремиться к	2	1
501	в эти	1	1
502	же и	1	1
503	к идее	1	1
504	мира то	1	1
505	формальное право	1	1
506	в религиозном	2	1
507	античного мира	4	1
508	не интересуется	1	1
509	конец гуманизма	1	1
510	всякое подлинное	1	1
511	истории для	1	1
512	но нет	1	1
513	всяком случае	1	1
514	что она	2	1
515	защитником свободы	1	1
516	говорим что	1	1
517	не свободен	1	1
518	к ним	3	1
519	в принятии	1	1
520	характерны для	1	1
521	не были	1	1
522	выходит за	1	1
523	и из	1	1
