N	3gram	Bakhtin_Fr_8	SlovoVZh
1	по отношению к	1	11
2	не может быть	2	7
3	можно сказать что	2	5
4	дело в том	2	4
5	в том что	6	4
6	бы то ни	2	3
7	может быть и	1	3
8	до сих пор	8	3
9	это как бы	1	3
10	то ни было	1	3
11	на самом деле	1	2
12	с другой стороны	2	2
13	то же самое	1	2
14	одной стороны и	1	2
15	с точки зрения	2	2
16	до известной степени	1	2
17	в данном случае	2	2
18	в настоящее время	3	2
19	с одной стороны	2	2
20	существенный момент в	1	1
21	и в этом	1	1
22	все же не	1	1
23	само собою разумеющееся	1	1
24	бы оно ни	1	1
25	какой бы то	1	1
26	более или менее	2	1
27	друг к другу	1	1
28	мы уже сказали	1	1
29	какая бы то	1	1
30	в самом деле	1	1
31	в этом смысле	1	1
32	самом же деле	1	1
33	но если бы	1	1
34	предметы и явления	1	1
35	в нем и	2	1
36	в то время	2	1
37	в частности в	1	1
38	свое влияние на	1	1
39	а не к	1	1
40	оно ни было	1	1
41	мы в нем	1	1
42	и в пространстве	1	1
43	нужно подчеркнуть что	1	1
44	и что она	1	1
45	таким образом к	1	1
46	но и в	1	1
47	же время не	1	1
48	и др и	1	1
49	на самом же	1	1
50	о том что	2	1
51	только то что	1	1
52	в этом отношении	1	1
53	с самого начала	1	1
54	никогда не бывает	1	1
55	влияние на другие	1	1
56	и прежде всего	1	1
57	можно было бы	1	1
58	в большинстве своем	1	1
59	то же время	10	1
60	подобно тому как	1	1
61	как мы уже	2	1
62	включает в себя	1	1
63	и явления в	1	1
64	вещами и явлениями	3	1
65	в то же	10	1
66	говорит о том	1	1
67	как нечто само	1	1
68	и в частности	1	1
69	так и к	1	1
70	и тогда когда	1	1
71	и в нем	1	1
72	нечто само собою	1	1
73	в неразрывное единство	1	1
74	с такою же	1	1
75	том что все	1	1
76	как и в	4	1
77	сих пор мы	1	1
78	к тому же	1	1
79	но в то	2	1
80	с жизнью и	1	1
