N	2gram	Tiupa_Narr_1	Komedia
1	и в	11	22
2	и не	23	21
3	том что	7	13
4	таким образом	1	12
5	в том	8	12
6	так как	1	11
7	со стороны	8	11
8	потому что	5	10
9	в самом	6	9
10	до сих	2	9
11	вместе с	2	9
12	сих пор	2	9
13	в этом	12	8
14	его в	1	8
15	в глазах	3	8
16	в своем	3	8
17	к ней	1	8
18	о том	4	8
19	если бы	7	8
20	в его	6	8
21	что и	1	8
22	что он	3	8
23	едва ли	3	7
24	то же	8	7
25	при этом	19	7
26	не по	4	7
27	об этом	6	7
28	в конце	2	7
29	о чем	4	7
30	только что	2	7
31	а в	13	7
32	в свою	2	7
33	того же	1	6
34	самом деле	3	6
35	еще не	4	6
36	тому же	6	6
37	в то	4	6
38	и его	10	6
39	к тому	6	6
40	того чтобы	4	6
41	свою очередь	2	6
42	ясно что	1	6
43	для того	3	6
44	может быть	15	6
45	как раз	6	6
46	во время	1	6
47	к этому	1	6
48	речь идет	3	5
49	отношение к	1	5
50	но в	7	5
51	не только	31	5
52	а по	2	5
53	он не	3	5
54	в своей	5	5
55	в которых	1	5
56	не менее	3	5
57	же время	4	5
58	связи с	2	5
59	к себе	4	5
60	и сам	1	5
61	хотя и	4	5
62	с ним	2	5
63	к нему	4	5
64	что в	3	5
65	по отношению	3	5
66	из них	4	5
67	тем что	1	5
68	прежде всего	4	5
69	как это	3	5
70	все это	1	5
71	и т	1	4
72	на себя	4	4
73	в ней	4	4
74	он был	1	4
75	с другой	2	4
76	тут же	1	4
77	отнюдь не	2	4
78	все же	4	4
79	когда он	1	4
80	то что	9	4
81	что к	1	4
82	в себе	6	4
83	что она	1	4
84	но все	1	4
85	и с	3	4
86	с тем	1	4
87	точки зрения	5	4
88	не в	6	4
89	однако в	3	4
90	у него	7	4
91	и здесь	1	4
92	друг друга	2	4
93	так и	5	4
94	между собой	2	4
95	с помощью	1	4
96	сразу же	1	4
97	до нас	1	4
98	но и	27	4
99	до конца	2	4
100	а не	13	4
101	в связи	2	4
102	не является	3	4
103	и для	2	4
104	тем более	1	4
105	хотя бы	2	4
106	так же	1	4
107	идет о	3	3
108	который в	2	3
109	из того	1	3
110	столь же	5	3
111	с его	4	3
112	в ее	1	3
113	в отсутствие	1	3
114	с этим	1	3
115	и к	1	3
116	тем же	2	3
117	ситуации в	2	3
118	в которой	1	3
119	представляет собой	8	3
120	в этой	6	3
121	и тот	1	3
122	как он	1	3
123	на то	2	3
124	не могла	2	3
125	в нем	4	3
126	приводит к	1	3
127	то ни	1	3
128	все равно	2	3
129	далеко не	1	3
130	как и	13	3
131	и еще	2	3
132	том как	1	3
133	с точки	1	3
134	тем не	3	3
135	их в	3	3
136	к ним	2	3
137	не имеет	2	3
138	никогда не	4	3
139	ничего не	2	3
140	и мысли	1	3
141	же самое	2	3
142	судя по	1	3
143	обращается к	3	3
144	в глаза	1	3
145	одного из	6	3
146	и мы	1	3
147	любовь к	1	3
148	в двух	1	3
149	не о	2	3
150	одной из	1	3
151	нисколько не	1	3
152	с одной	1	3
153	в начале	3	3
154	что не	2	3
155	всяком случае	2	3
156	мы можем	2	3
157	отношению к	3	3
158	и даже	2	3
159	даже не	1	3
160	на ее	2	3
161	ему не	1	3
162	на этот	1	3
163	один из	6	3
164	не он	1	3
165	если не	2	3
166	в частности	14	3
167	не может	8	3
168	по своему	2	3
169	одной стороны	1	3
170	как бы	6	3
171	в целом	3	3
172	теперь же	1	3
173	не знает	1	3
174	дело с	2	3
