N	3gram	Potebnia_M_4	FransuaR
1	то же время	3	9
2	в то же	3	9
3	в том числе	1	4
4	то есть в	2	4
5	после того как	2	4
6	в свою очередь	1	3
7	с точки зрения	3	3
8	все то что	1	3
9	в том что	7	3
10	на одном из	1	3
11	а следовательно и	1	2
12	дело в том	1	2
13	по отношению к	8	2
14	о том как	1	2
15	в этом отношении	1	2
16	то что в	2	2
17	в большинстве случаев	2	2
18	том числе и	1	2
19	как и в	1	2
20	и есть то	1	2
21	я видел как	1	2
22	в свое время	1	2
23	не в состоянии	2	1
24	что иное как	2	1
25	несколько слов об	2	1
26	здесь только в	1	1
27	на самом деле	3	1
28	же время и	1	1
29	в том и	2	1
30	то же самое	4	1
31	в том же	2	1
32	и по отношению	2	1
33	в остальных частях	1	1
34	имеет в виду	1	1
35	что и по	1	1
36	сам по себе	4	1
37	в той же	1	1
38	к которым мы	1	1
39	но и в	1	1
40	особое значение и	1	1
41	таким образом все	1	1
42	в таком же	1	1
43	нужно сказать и	1	1
44	с тем что	4	1
45	что в нем	1	1
46	на этот вопрос	2	1
47	мысли и слова	1	1
48	что все это	1	1
49	со всех сторон	1	1
50	и не в	1	1
51	не подлежит сомнению	1	1
52	в это время	1	1
53	роль в истории	1	1
54	тогда как в	1	1
55	что в слове	2	1
56	не что иное	2	1
57	в данном случае	2	1
58	таким образом мы	2	1
59	дело не с	1	1
60	и в отношении	1	1
61	и в этом	4	1
62	еще не было	1	1
63	о том что	5	1
64	то же что	1	1
65	в связи с	1	1
66	о том какое	1	1
67	большую или меньшую	1	1
68	только после того	1	1
69	уже и в	1	1
70	с образами этого	1	1
71	о котором мы	1	1
72	есть не что	1	1
73	таким образом в	1	1
74	во всяком случае	3	1
75	этом отношении не	1	1
76	и все это	1	1
77	тем самым и	1	1
78	была чрезвычайно распространена	1	1
79	ничего общего с	1	1
80	в одном из	1	1
81	с самого начала	1	1
82	и в самом	1	1
83	но он может	1	1
84	во второй половине	1	1
85	друг от друга	1	1
86	заметить что в	1	1
87	но на самом	1	1
88	мы не знаем	1	1
89	слова таким образом	1	1
90	так что в	1	1
91	и в том	2	1
92	оно и не	1	1
93	в себе в	1	1
