N	2gram	Tiupa_Anal_3	Formalny
1	и в	18	38
2	в этом	14	27
3	может быть	9	23
4	и его	13	21
5	таким образом	4	20
6	и не	12	20
7	в самом	5	16
8	не в	6	15
9	прежде всего	5	15
10	не может	2	14
11	в нем	2	13
12	связи с	1	13
13	но и	13	13
14	в пределах	4	12
15	с его	8	11
16	с тем	2	11
17	в том	9	11
18	вовсе не	1	11
19	с другими	1	10
20	в его	7	10
21	в связи	1	10
22	с помощью	1	10
23	не только	22	9
24	при этом	11	9
25	как и	14	9
26	на почве	1	9
27	самом деле	2	8
28	отнюдь не	4	8
29	все же	4	8
30	точки зрения	3	8
31	так и	14	8
32	что и	5	8
33	тем что	2	8
34	в первом	2	7
35	как мы	1	7
36	лишь в	5	7
37	по себе	4	7
38	для него	6	7
39	в своей	1	7
40	с точки	2	7
41	во втором	4	7
42	уже не	5	7
43	этом отношении	3	7
44	не могут	1	7
45	что в	9	7
46	и ее	2	6
47	в ней	2	6
48	в истории	1	6
49	все эти	2	6
50	в этой	6	6
51	то же	3	6
52	было бы	3	6
53	он не	6	6
54	в их	6	6
55	могут быть	2	6
56	только в	2	6
57	то что	2	6
58	не было	3	6
59	вместе с	2	6
60	а не	9	6
61	речевого общения	1	6
62	как раз	7	6
63	в результате	5	6
64	хотя бы	1	6
65	а в	10	6
66	это и	2	5
67	по преимуществу	2	5
68	говорить о	3	5
69	всего этого	1	5
70	во всех	2	5
71	в общем	2	5
72	в слове	5	5
73	в то	3	5
74	в основе	1	5
75	же время	3	5
76	если бы	1	5
77	сводится к	2	5
78	и должно	1	5
79	и только	1	5
80	что он	4	5
81	всяком случае	2	5
82	именно в	3	5
83	с этим	3	5
84	и для	2	5
85	бы в	1	5
86	или иного	1	5
87	во всяком	2	5
88	здесь и	3	4
89	в сущности	5	4
90	что они	3	4
91	независимо от	1	4
92	как в	3	4
93	и к	4	4
94	не следует	1	4
95	в статье	1	4
96	не как	2	4
97	входит в	2	4
98	не столько	3	4
99	как о	1	4
100	ничего не	3	4
101	к тому	6	4
102	здесь не	3	4
103	в дальнейшем	2	4
104	того или	1	4
105	но в	2	4
106	чем он	1	4
107	и теперь	1	4
108	в большинстве	2	4
109	что не	3	4
110	не о	1	4
111	лишь для	1	4
112	в особенности	3	4
113	и даже	8	4
114	другой стороны	5	4
115	там где	2	4
116	на фоне	1	4
117	как бы	10	4
118	известной степени	3	4
119	совершенно не	2	4
120	оно не	1	4
121	к этому	3	4
122	они не	1	4
123	например в	2	3
124	и отчасти	1	3
125	сам по	1	3
126	тем же	1	3
127	и до	1	3
128	в зависимости	1	3
129	мы не	3	3
130	зависимости от	1	3
131	и на	4	3
132	в сюжете	1	3
133	если в	3	3
134	как к	2	3
135	хотя и	2	3
136	и как	4	3
137	от этого	1	3
138	смыслом а	1	3
139	в целом	3	3
140	из этих	3	3
141	роль в	3	3
142	так сказать	2	3
143	время и	1	3
144	всех этих	1	3
145	значительной степени	2	3
146	и может	1	3
147	его в	3	3
148	это было	1	3
149	он и	3	3
150	место в	1	3
151	однако и	3	3
152	произведения и	2	3
153	до известной	3	3
154	а лишь	1	3
155	не является	5	3
156	не есть	4	3
157	того чтобы	1	3
158	так в	3	3
159	особенно в	1	3
160	произведения не	1	3
161	и здесь	2	3
162	одного из	1	3
163	в значительной	2	3
164	должно было	1	3
165	того что	1	3
166	большинстве случаев	1	3
167	мы знаем	1	3
168	и их	1	3
169	слова в	1	3
170	каждый из	1	3
171	для того	1	3
172	с другой	7	3
173	а о	1	3
174	и прежде	2	3
175	и др	1	3
176	он становится	1	3
177	все это	3	3
178	на самом	1	3
179	и все	2	3
180	жизни и	1	3
181	формы и	1	2
182	дело обстоит	1	2
183	идет о	1	2
184	к другому	1	2
185	едва ли	3	2
186	было и	1	2
187	его не	3	2
188	при анализе	1	2
189	совпадает с	1	2
190	он был	1	2
191	в широком	1	2
192	столь же	4	2
193	и л	1	2
194	но не	7	2
195	но как	3	2
196	очевидно что	2	2
197	отношение к	1	2
198	отличие от	2	2
199	в художественном	1	2
200	перед нами	4	2
201	то в	2	2
202	со своей	8	2
203	та же	1	2
204	уже в	3	2
205	литературных произведений	3	2
206	состоит в	4	2
207	или вовсе	1	2
208	и по	2	2
