N	2gram	Medvedev_F_3	Literetu
1	и не	30	22
2	в мире	1	16
3	и в	27	16
4	х годов	1	15
5	при этом	8	15
6	в этом	18	14
7	не только	9	14
8	но и	10	14
9	в том	7	12
10	может быть	25	12
11	а не	17	12
12	то что	8	12
13	в частности	1	11
14	я и	1	10
15	не в	12	10
16	то же	15	9
17	так и	21	9
18	в то	7	9
19	того что	3	9
20	в этой	2	8
21	в жизни	11	8
22	том что	4	8
23	не может	24	8
24	как бы	8	8
25	в своей	6	7
26	тем самым	1	7
27	же время	7	7
28	только в	8	7
29	себя в	1	7
30	со стороны	4	7
31	точки зрения	16	7
32	еще не	6	6
33	с его	2	6
34	в себе	3	6
35	о том	4	6
36	и его	19	6
37	в его	7	6
38	с другой	6	6
39	к тому	4	6
40	в стихах	2	6
41	в отличие	2	5
42	отличие от	2	5
43	как в	4	5
44	в целом	4	5
45	лишь в	9	5
46	это не	3	5
47	как и	14	5
48	в основе	3	5
49	этом отношении	3	5
50	в ее	4	5
51	что он	6	5
52	в качестве	1	5
53	в поэзии	3	5
54	именно в	1	5
55	вместе с	6	5
56	а в	1	5
57	одним из	3	4
58	но не	5	4
59	по отношению	3	4
60	хотя и	1	4
61	и если	1	4
62	входит в	8	4
63	должно быть	1	4
64	место в	10	4
65	однако в	2	4
66	даже в	2	4
67	никогда не	5	4
68	данном случае	4	4
69	в жизнь	1	4
70	с одной	1	4
71	в начале	1	4
72	из них	2	4
73	одно из	1	4
74	в одном	1	4
75	как у	1	4
76	в природе	1	4
77	до конца	4	4
78	одной стороны	1	4
79	в данном	6	4
80	по существу	1	4
81	и для	6	4
82	об искусстве	1	4
83	жизни в	3	4
84	отношению к	3	4
85	отношения к	2	3
86	самом деле	16	3
87	той же	3	3
88	с ее	2	3
89	но уже	2	3
90	в сторону	2	3
91	отнюдь не	8	3
92	усматривает в	1	3
93	и как	4	3
94	но в	6	3
95	то в	2	3
96	бы и	3	3
97	и тем	3	3
98	в слове	4	3
99	с точки	14	3
100	только для	1	3
101	произведения в	6	3
102	потому что	7	3
103	в области	2	3
104	эстетический объект	1	3
105	еще в	3	3
106	в словах	1	3
107	искусства и	1	3
108	прежде всего	4	3
109	между тем	7	3
110	все время	6	3
111	ни к	1	3
112	совершенно не	7	3
113	уже не	3	3
114	в единстве	5	3
115	в самом	11	3
116	наконец в	1	3
117	более того	6	3
118	и жизни	1	3
119	о чем	1	3
120	мира в	1	3
121	как это	4	3
122	тому как	5	3
123	там где	7	3
124	в романе	4	3
125	жизни и	4	3
126	том числе	1	3
127	художественного произведения	7	2
128	того же	3	2
129	в первом	1	2
130	установка на	4	2
131	объект в	1	2
132	как мы	8	2
133	так чтобы	2	2
134	в кругозоре	1	2
135	из того	1	2
136	мы и	3	2
137	то это	1	2
138	и на	3	2
139	время в	3	2
140	бы то	4	2
141	во всех	3	2
142	а и	3	2
143	еще один	1	2
144	и вовсе	1	2
145	стороны и	2	2
146	все же	6	2
147	как таковое	1	2
148	не знает	1	2
149	так или	1	2
150	им в	1	2
151	на то	1	2
152	вследствие этого	3	2
153	все они	1	2
154	в нем	15	2
155	не как	2	2
156	на жизнь	2	2
157	подобно тому	4	2
158	художественное творчество	1	2
159	человека в	2	2
160	в работе	1	2
161	то ни	4	2
162	и с	3	2
163	его в	7	2
164	знает что	1	2
165	действительности в	3	2
166	было бы	6	2
167	и даже	2	2
168	той или	1	2
169	он и	3	2
170	и тогда	2	2
171	и при	1	2
172	художественного творчества	2	2
173	и ее	6	2
174	к предмету	1	2
175	ни было	5	2
176	в конце	3	2
177	по себе	4	2
178	автора и	1	2
179	между людьми	3	2
180	не менее	7	2
181	в принципе	1	2
182	для меня	1	2
183	как о	2	2
184	в нас	2	2
185	того чтобы	5	2
186	как раз	8	2
187	другой стороны	5	2
188	целом и	1	2
189	у нас	3	2
190	же самое	3	2
191	числе и	1	2
192	он ищет	1	2
193	искусство как	1	2
194	не с	1	2
195	ориентировано на	2	2
196	мира и	1	2
197	если бы	12	2
198	о нем	3	2
199	одного из	1	2
200	можно сказать	3	2
201	его существования	1	2
202	что и	2	2
203	и только	2	2
204	в ту	1	2
205	как например	1	2
206	но с	1	2
207	здесь не	2	2
208	собой но	1	2
209	связи с	5	2
210	за ним	1	2
211	ни с	2	2
212	для него	1	2
213	тем что	5	2
214	и вместе	1	2
215	для того	4	2
216	или иной	2	2
217	или иначе	1	2
218	а на	2	2
219	все более	1	2
220	в реальное	2	2
221	так же	9	2
222	и потому	5	2
223	какого бы	1	2
