N	2gram	Tiupa_Lite_3	Mirosoze
1	может быть	12	30
2	не только	14	29
3	и в	16	28
4	не может	8	28
5	человеческого духа	3	26
6	но и	14	25
7	а не	12	25
8	он не	1	24
9	в этом	14	20
10	о свободе	1	18
11	не было	1	18
12	у него	1	17
13	не в	10	16
14	потому что	3	16
15	в ней	1	15
16	в своей	7	15
17	переходит в	1	15
18	и есть	1	14
19	он был	1	14
20	никогда не	4	14
21	до конца	4	14
22	человека в	2	13
23	в нем	2	13
24	и он	1	12
25	в самом	3	11
26	для него	2	11
27	и не	22	11
28	во имя	1	10
29	в своем	1	10
30	было бы	2	10
31	что в	2	10
32	свободы и	2	10
33	в мире	16	10
34	прежде всего	3	10
35	что он	5	10
36	был бы	1	10
37	и потому	2	10
38	и все	1	10
39	с тем	1	9
40	но он	1	9
41	и его	6	9
42	не есть	1	9
43	в его	6	9
44	к человеку	1	9
45	из самых	1	8
46	в глубине	2	8
47	в котором	1	8
48	но не	4	8
49	в человеке	1	8
50	но в	3	7
51	в себе	6	7
52	быть может	2	7
53	в конце	2	7
54	к нему	1	7
55	того что	9	7
56	нет ничего	1	7
57	и на	2	6
58	он сам	1	6
59	лишь в	5	6
60	в этой	8	6
61	ведет к	1	6
62	свобода и	1	6
63	свободы не	1	6
64	без свободы	1	6
65	только в	7	6
66	вместе с	5	6
67	все это	1	6
68	человек и	1	6
69	в том	12	6
70	нет и	1	5
71	это не	5	5
72	в самую	1	5
73	как и	5	5
74	у нас	2	5
75	то что	12	5
76	на поверхности	1	5
77	и я	1	5
78	русской литературы	2	5
79	мира и	2	5
80	отношения к	3	4
81	это и	1	4
82	есть не	1	4
83	xix века	2	4
84	отношение к	2	4
85	за пределы	1	4
86	не к	1	4
87	не как	2	4
88	в них	1	4
89	в этих	1	4
90	точки зрения	7	4
91	в их	1	4
92	к концу	1	4
93	она не	1	4
94	что и	2	4
95	в середине	1	4
96	один из	2	4
97	человеческой личности	1	4
98	уже не	3	4
99	уже в	1	4
100	ни с	2	4
101	а в	5	4
102	тем что	2	4
103	и вместе	2	4
104	нет в	1	4
105	человек есть	1	4
106	и там	1	4
107	с этой	2	4
108	на пути	1	4
109	человека не	1	4
110	не знает	2	4
111	небо и	1	4
112	его не	1	3
113	не знают	1	3
114	с его	6	3
115	к богу	1	3
116	с этим	1	3
117	когда он	2	3
118	духа в	1	3
119	бы и	3	3
120	и еще	1	3
121	на том	1	3
122	и вот	2	3
123	и с	2	3
124	то есть	5	3
125	его в	2	3
126	его личности	1	3
127	в жизни	8	3
128	только одно	1	3
129	том что	8	3
130	не имеет	1	3
131	природы в	1	3
132	к тому	6	3
133	этот путь	2	3
134	в ее	5	3
135	с собой	1	3
136	нет у	1	3
137	себя в	7	3
138	конечно не	1	3
139	одно из	4	3
140	и их	1	3
141	так как	1	3
142	себя и	2	3
143	ко всем	1	3
144	в иных	3	3
145	это значит	1	3
146	должно быть	4	3
147	потому не	1	3
148	для нас	1	3
149	самого человека	1	3
150	хотя бы	1	3
151	будто бы	1	3
152	в свете	1	3
153	есть и	1	3
154	одним из	4	2
155	в этот	1	2
156	века в	1	2
157	что-то от	1	2
158	вопрос о	2	2
159	творческого пути	1	2
160	в виду	1	2
161	по отношению	4	2
162	себе и	1	2
163	человеку и	1	2
164	в истории	1	2
165	в центре	1	2
166	как в	5	2
167	все же	2	2
168	и как	3	2
169	героев достоевского	1	2
170	и к	3	2
171	нового человека	1	2
172	за собой	1	2
173	и переходит	1	2
174	и у	1	2
175	он в	2	2
176	бога в	1	2
177	бы не	1	2
178	самого себя	1	2
179	вообще не	1	2
180	как он	1	2
181	если бы	2	2
