N	2gram	Vinokur_St_2	Istorich
1	и в	29	26
2	т е	10	22
3	так как	2	18
4	никогда не	3	13
5	потому что	9	13
6	и на	6	12
7	в этом	21	12
8	таким образом	10	12
9	в том	27	12
10	что в	19	12
11	мы видели	1	11
12	может быть	2	11
13	связь с	2	11
14	и т	9	10
15	не только	19	10
16	том что	27	10
17	в образе	3	10
18	с другой	4	10
19	и не	9	10
20	еще не	1	9
21	о смерти	1	9
22	представление о	1	9
23	что он	13	9
24	но и	19	9
25	и это	2	8
26	все эти	2	8
27	все же	6	8
28	в нем	4	8
29	т д	6	8
30	на том	1	8
31	вместе с	7	8
32	другой стороны	3	8
33	например в	3	7
34	но в	8	7
35	мы можем	1	7
36	и его	6	7
37	о том	17	7
38	у него	1	7
39	мы не	1	6
40	как в	3	6
41	как он	2	6
42	так в	1	6
43	в русской	5	6
44	и с	4	6
45	то что	11	6
46	связан с	3	6
47	этом случае	1	6
48	в более	1	6
49	ее в	2	6
50	не может	2	6
51	то же	2	5
52	в ней	7	5
53	за собой	1	5
54	не будет	1	5
55	как и	2	5
56	и эти	1	5
57	и что	6	5
58	в то	2	5
59	так и	9	5
60	нас к	1	5
61	в его	13	5
62	только в	2	5
63	тем что	3	5
64	у нас	3	5
65	там где	2	5
66	как это	2	5
67	его в	2	5
68	как мы	1	4
69	и он	3	4
70	с его	2	4
71	что оно	1	4
72	но как	1	4
73	из этих	1	4
74	на его	2	4
75	и по	3	4
76	и тем	1	4
77	с тем	7	4
78	в очень	1	4
79	а также	2	4
80	что и	2	4
81	себе в	1	4
82	до сих	6	4
83	прежде всего	5	4
84	связано с	1	4
85	одну из	1	4
86	как бы	5	4
87	в это	2	4
88	сих пор	5	4
89	в книге	1	4
90	но это	3	4
91	на своем	1	4
92	все что	1	4
93	же как	3	3
94	и то	1	3
95	это еще	2	3
96	независимо от	1	3
97	когда он	1	3
98	в себе	2	3
99	борьбы с	3	3
100	вообще не	3	3
101	что она	1	3
102	при этом	2	3
103	если бы	2	3
104	так например	7	3
105	в них	2	3
106	нет в	1	3
107	такой же	1	3
108	в своей	7	3
109	в одном	6	3
110	не в	4	3
111	она не	1	3
