N	3gram	Propp_Isto_6	Myslijsy
1	более или менее	1	8
2	во всяком случае	2	7
3	в том что	5	7
4	тем не менее	1	5
5	подобно тому как	1	4
6	по мере того	1	4
7	до сих пор	4	4
8	то и другое	1	4
9	от того что	1	4
10	мере того как	1	4
11	в то время	3	4
12	в том смысле	1	4
13	на то что	1	3
14	то время как	3	3
15	с одной стороны	7	3
16	смысле этого слова	1	3
17	и т д	8	3
18	нам кажется что	1	2
19	в таком случае	1	2
20	после того как	2	2
21	одно и то	1	2
22	только потому что	1	2
23	в некоторых случаях	2	2
24	с другой стороны	8	2
25	для того чтобы	1	2
26	так и в	1	2
27	не может быть	3	2
28	и то же	1	2
29	таким образом в	1	2
30	в сравнении с	1	2
31	тогда как на	1	1
32	в подобных случаях	1	1
33	что с ним	1	1
34	из нашего сознания	1	1
35	которой как говорят	1	1
36	но так как	3	1
37	как в нем	1	1
38	том что он	1	1
39	о том как	3	1
40	одной стороны и	1	1
41	и то и	1	1
42	друг на друга	1	1
43	с тем что	1	1
44	но это не	1	1
45	и не может	1	1
46	к мысли о	1	1
47	не может но	1	1
48	со всех сторон	1	1
49	с этой точки	1	1
50	вместе с тем	3	1
51	и тем не	1	1
52	зависит не от	1	1
53	но в таком	1	1
54	а там где	1	1
55	можно заметить что	1	1
56	как и в	2	1
57	образом мы можем	1	1
58	так как это	3	1
59	на первых порах	1	1
60	между человеком и	1	1
61	мы не видим	1	1
62	все же не	1	1
63	потому что мы	1	1
64	время как она	1	1
65	что мы видим	1	1
66	приводит в движение	1	1
67	и вопрос этот	1	1
68	не потому что	1	1
69	том смысле что	1	1
70	в этом случае	6	1
71	все же есть	1	1
72	о том что	4	1
73	и тем самым	1	1
74	что у него	1	1
75	что и в	2	1
76	не менее в	1	1
77	но все же	2	1
78	всегда может быть	1	1
79	мы легко можем	1	1
80	что у нас	1	1
81	во-первых потому что	1	1
82	должны быть признаны	1	1
83	здесь как и	1	1
84	мы видели что	3	1
