N	2gram	Tiupa_Hudo_1	Problema
1	и в	14	44
2	вовсе не	1	37
3	и не	2	35
4	может быть	5	28
5	по себе	2	25
6	потому что	5	25
7	то что	8	23
8	в том	12	21
9	только в	5	19
10	а не	12	18
11	в этом	11	17
12	также и	1	16
13	для нас	1	16
14	сказать что	1	16
15	когда мы	1	15
16	и то	1	14
17	не только	12	14
18	и даже	3	14
19	и т	11	13
20	то же	9	13
21	т д	3	13
22	не в	7	13
23	но в	5	12
24	том что	16	12
25	так что	2	12
26	отнюдь не	3	10
27	так и	13	10
28	как и	9	10
29	тем не	4	10
30	не менее	5	10
31	в виду	1	10
32	но и	5	10
33	не имеет	2	9
34	в нем	3	9
35	и с	4	9
36	это не	7	9
37	и тем	1	9
38	в то	8	9
39	и это	4	9
40	никак не	2	9
41	в его	8	9
42	что он	9	9
43	так как	1	9
44	в данном	1	9
45	как бы	7	9
46	же самое	1	9
47	и от	4	9
48	во всяком	1	9
49	смысле слова	1	8
50	перед нами	5	8
51	в себе	11	8
52	он не	4	8
53	было бы	6	8
54	ни в	5	8
55	но это	1	8
56	есть нечто	1	8
57	как раз	4	8
58	связи с	4	8
59	как мы	3	8
60	здесь не	2	8
61	того что	4	8
62	что же	2	8
63	что мы	1	8
64	что в	6	8
65	это и	1	7
66	мы не	2	7
67	в связи	3	7
68	на самом	2	7
69	все эти	3	7
70	мы должны	1	7
71	ничего общего	1	7
72	данном случае	1	7
73	с ним	4	7
74	и что	2	7
75	с другой	1	7
76	уже не	7	7
77	еще и	1	7
78	не может	7	7
79	и потому	2	7
80	в целом	2	6
81	все же	3	6
82	и к	4	6
83	о том	12	6
84	то ни	1	6
85	ясно что	2	6
86	того или	2	6
87	никогда не	6	6
88	можно сказать	4	6
89	и только	1	6
90	всяком случае	1	6
91	сами по	1	6
92	такого рода	3	6
93	нет ничего	2	6
94	жизни и	5	6
95	едва ли	3	5
96	еще не	7	5
97	а только	4	5
98	что они	1	5
99	в своем	4	5
100	хотя и	2	5
101	с тем	1	5
102	есть именно	1	5
103	точки зрения	5	5
104	в своей	10	5
105	тем самым	1	5
106	как о	1	5
107	и его	5	5
108	и вполне	1	5
109	и о	4	5
110	в ней	4	5
111	с той	2	5
112	только на	2	5
113	то и	3	5
114	или даже	1	5
115	в конце	4	5
116	не было	4	5
117	как в	8	5
118	да и	2	5
119	все это	2	5
120	а в	7	5
121	в таком	3	5
122	таком случае	1	4
123	не имеют	3	4
124	мы уже	4	4
125	он сам	1	4
126	в чем	1	4
127	но как	2	4
128	тут же	1	4
129	чем же	1	4
130	для которой	1	4
131	при этом	12	4
132	же касается	2	4
133	на первый	1	4
134	и без	1	4
135	тому что	4	4
136	раз и	1	4
137	дело в	1	4
138	о чем-то	1	4
139	в ее	3	4
140	можно было	5	4
141	же и	1	4
142	ни с	1	4
143	никакого отношения	1	4
144	тем что	3	4
145	же деле	1	4
146	нас в	1	4
147	дело здесь	2	4
148	самом же	1	4
149	а также	3	4
150	же как	2	3
151	то в	4	3
152	говорить о	3	3
153	и ее	1	3
154	но не	3	3
155	с самой	1	3
156	в настоящем	1	3
157	общего с	1	3
158	в художественном	2	3
159	и как	1	3
160	в самом	4	3
161	в этой	8	3
162	на то	4	3
163	пушкина и	1	3
164	конце концов	1	3
165	что у	3	3
166	содержит в	1	3
167	но все	1	3
168	оно всегда	1	3
169	об этом	5	3
170	его в	3	3
171	первую очередь	2	3
172	том смысле	1	3
173	только о	1	3
174	но уже	1	3
175	все равно	2	3
176	в чистом	1	3
177	и тоже	1	3
178	имеет ничего	1	3
179	себе а	1	3
180	в которых	1	3
181	бы быть	1	3
182	человека но	1	3
183	иной раз	1	3
184	на себе	2	3
185	чем не	1	3
186	та или	3	3
187	однако если	1	3
188	ничего не	8	3
189	или иная	3	3
190	как будто	4	3
191	только еще	1	3
192	для его	1	3
193	если же	1	3
194	она не	4	3
195	у чехова	13	3
196	когда в	1	3
197	если бы	3	3
198	или как	1	3
199	в качестве	9	3
200	самом деле	5	3
201	есть в	1	3
202	уже в	1	3
203	а то	2	3
204	для него	10	3
205	могло бы	1	3
206	отличие от	1	3
207	что для	1	3
208	прежде всего	11	3
209	в первую	2	3
210	жизнь в	1	3
211	ни на	1	3
212	художественности и	1	3
213	с этой	2	3
214	в любом	1	3
215	формы и	1	3
216	и все	4	3
217	тем более	1	3
218	ни к	2	3
219	хотя бы	1	3
220	будто бы	3	3
221	же в	3	3
222	но вот	1	3
223	а ведь	1	3
224	или иного	2	3
225	из этого	1	3
226	и другие	1	3
227	к тому	7	3
228	относится и	1	2
229	только потому	2	2
230	и до	1	2
231	поэтому и	2	2
232	его не	1	2
233	однако для	1	2
234	пока только	1	2
235	литературы и	1	2
236	а еще	1	2
237	нам представляется	1	2
238	во всех	1	2
239	совсем не	1	2
240	друг от	1	2
241	художественной картины	1	2
242	первый взгляд	1	2
243	с этим	3	2
244	дает нам	1	2
245	когда он	1	2
246	это тоже	1	2
247	не являются	1	2
248	в которой	1	2
249	не будем	1	2
250	он в	1	2
251	например как	1	2
252	но именно	1	2
253	всех этих	1	2
254	такое общее	1	2
