N	3gram	Propp_Isto_5	TeoriaLi
1	по отношению к	2	8
2	в отличие от	1	7
3	в том что	2	6
4	то же время	1	6
5	в то же	1	6
6	в данном случае	2	5
7	состоит в том	1	4
8	с другой стороны	8	3
9	тем не менее	4	3
10	можно сказать что	1	3
11	в свою очередь	1	3
12	и не могло	1	2
13	в соответствии с	1	2
14	с точки зрения	1	2
15	с одной стороны	7	2
16	и тем самым	1	2
17	не может быть	3	2
18	как и в	2	2
19	я думаю что	1	1
20	это уже не	2	1
21	мы видим в	1	1
22	и потому что	1	1
23	этой точки зрения	1	1
24	есть как бы	1	1
25	типа так в	1	1
26	это было бы	1	1
27	подобно тому как	1	1
28	в том числе	1	1
29	никак не может	1	1
30	уже говорилось выше	1	1
31	в этом случае	7	1
32	в таких случаях	2	1
33	что он не	1	1
34	ведь это не	1	1
35	из того что	1	1
36	состоит не в	1	1
37	том числе и	1	1
38	точно так же	1	1
39	и здесь мы	1	1
40	героя о чем	1	1
41	здесь мы имеем	3	1
42	обращает на себя	1	1
43	в связи с	4	1
44	еще и потому	1	1
45	так же как	3	1
46	в то время	1	1
47	на две части	1	1
48	в одном случае	1	1
49	с этой точки	1	1
50	может быть это	1	1
51	о том что	4	1
52	что все люди	1	1
53	в этих случаях	6	1
54	в частности с	1	1
55	дело не в	1	1
56	для того чтобы	3	1
57	он не только	1	1
