N	4gram	Losev_Prob_2	KulturaY
1	и тем не менее	1	3
2	в том случае когда	1	3
3	одним и тем же	1	2
4	в той или иной	1	2
5	один и тот же	2	2
6	ни в какой мере	1	2
7	в какой мере не	1	2
8	не говоря уже о	4	2
9	уже о том что	1	1
10	говоря уже о том	1	1
11	если бы не было	3	1
12	и не может быть	1	1
13	одной и той же	2	1
14	только в том случае	2	1
15	для одной и той	1	1
16	которые лежат в основе	1	1
17	только после всего этого	1	1
18	которая как раз и	1	1
19	во что бы то	1	1
20	бы то ни стало	1	1
21	а может быть и	1	1
22	с нашей точки зрения	1	1
23	судить по тому что	1	1
24	в то или иное	1	1
25	что бы то ни	1	1
26	а с другой стороны	1	1
27	и в то же	1	1
28	после всего этого можно	1	1
29	и тот же звук	1	1
30	мы должны сказать что	1	1
31	и в вопросе о	1	1
32	можно только тогда когда	1	1
33	заключается в том что	2	1
34	и только после всего	1	1
35	всего этого можно будет	1	1
36	и в этом случае	3	1
37	в свое время в	1	1
