N	2gram	Vinokur_Ku_1	Formalny
1	т е	38	32
2	и не	12	30
3	вовсе не	10	28
4	и в	24	27
5	может быть	13	25
6	не может	7	24
7	так и	7	21
8	и его	5	19
9	в этом	14	18
10	таким образом	12	18
11	а не	8	17
12	самом деле	9	16
13	точки зрения	14	16
14	то же	8	15
15	в нем	4	15
16	в процессе	1	15
17	и пр	15	15
18	между ними	2	15
19	на самом	2	14
20	как и	2	14
21	с точки	9	14
22	не в	11	12
23	если бы	9	12
24	и т	33	11
25	в самом	10	11
26	в жизни	1	11
27	и от	1	11
28	не могут	2	10
29	но и	6	10
30	в действительности	1	9
31	не только	10	9
32	лишь в	2	9
33	как его	1	9
34	социального общения	3	9
35	так как	9	9
36	так же	4	9
37	отнюдь не	1	8
38	с помощью	7	8
39	как бы	7	8
40	при этом	6	8
41	ни в	2	8
42	как мы	1	8
43	в пределах	4	8
44	только в	11	8
45	как раз	8	8
46	то что	9	8
47	и все	2	8
48	что в	17	8
49	с тем	5	7
50	не менее	7	7
51	же время	2	7
52	потому что	23	7
53	его в	1	7
54	между тем	5	7
55	в его	12	7
56	в том	30	7
57	для них	2	7
58	если мы	2	7
59	там где	4	7
60	все это	6	7
61	совершенно не	1	7
62	в то	2	7
63	в искусстве	1	7
64	действительности и	1	6
65	еще не	5	6
66	и понимания	1	6
67	но в	2	6
68	все эти	6	6
69	т д	14	6
70	в своей	2	6
71	всяком случае	5	6
72	данной социальной	1	6
73	и теперь	1	6
74	все время	1	6
75	было бы	15	6
76	в литературе	1	6
77	что он	6	6
78	с другой	7	6
79	более того	1	6
80	вместе с	7	6
81	в данном	4	6
82	все же	12	6
83	и для	2	6
84	бы в	7	6
85	хотя бы	10	6
86	в своих	1	6
87	во всяком	5	6
88	в зависимости	5	5
89	зависимости от	6	5
90	совсем не	1	5
91	но не	5	5
92	в истории	3	5
93	в одной	1	5
94	что именно	1	5
95	так сказать	5	5
96	без исключения	1	5
97	в каждом	2	5
98	того чтобы	17	5
99	сводится к	3	5
100	в ней	6	5
101	что они	4	5
102	в дальнейшем	1	5
103	никогда не	2	5
104	в идеологическом	1	5
105	говорит он	1	5
106	и понимание	1	5
107	связи с	7	5
108	большинстве случаев	1	5
109	и их	1	5
110	т п	18	5
111	тем что	8	5
112	именно так	2	5
113	и потому	4	5
114	что же	6	5
115	не является	2	5
116	в результате	5	5
117	другой стороны	6	5
118	можно говорить	2	4
119	не есть	4	4
120	смысл и	2	4
121	менее всего	1	4
122	как в	4	4
123	и как	2	4
124	в целом	4	4
125	и те	1	4
126	но ведь	2	4
127	а вовсе	1	4
128	то ни	1	4
129	в ее	1	4
130	в слове	2	4
131	том что	21	4
132	по себе	2	4
133	в смысле	2	4
134	тогда когда	6	4
135	мы можем	1	4
136	и является	4	4
137	могут быть	1	4
138	к тому	5	4
139	роль в	4	4
140	о том	9	4
141	связь между	1	4
142	слов и	1	4
143	же и	2	4
144	конечно не	2	4
145	уже в	3	4
146	в большинстве	2	4
147	только на	1	4
148	социальной жизни	2	4
149	следует что	4	4
150	содержания и	1	4
151	для того	16	4
152	со стороны	4	4
153	прежде всего	9	4
154	до конца	2	4
155	в связи	3	4
156	мы видели	1	4
157	как это	3	4
158	да и	1	4
159	слова и	4	4
160	обстоит дело	1	4
161	жизни и	1	4
162	они не	3	4
163	одним из	2	3
164	же как	1	3
165	того же	4	3
166	должна быть	3	3
167	той же	3	3
168	мы и	1	3
169	в виду	5	3
170	и на	4	3
171	в которых	6	3
172	столь же	1	3
173	время в	1	3
174	во всех	1	3
175	то мы	3	3
176	то он	1	3
177	бы и	2	3
178	что это	5	3
179	формы в	2	3
180	в себе	3	3
181	не следует	1	3
182	и с	5	3
183	это не	7	3
184	и тем	2	3
185	ее в	2	3
186	как таковой	2	3
187	раз и	1	3
188	в этих	4	3
189	и более	2	3
190	по отношению	8	3
191	тому что	3	3
192	для нас	2	3
193	этом отношении	5	3
194	они и	1	3
195	оно не	3	3
196	только то	1	3
197	ясно что	3	3
198	никак не	2	3
199	и что	5	3
200	можно сказать	3	3
201	в них	7	3
202	и следовательно	1	3
203	в него	1	3
204	дело с	1	3
205	в какой	6	3
206	уже не	8	3
207	его и	1	3
208	нуждается в	3	3
209	наука о	2	3
210	в конце	1	3
211	у нас	10	3
212	не на	4	3
213	к его	1	3
214	может стать	1	3
215	внутренней формы	1	3
216	она есть	1	3
217	в той	5	3
218	того что	9	3
