N	2gram	Losev_Vlad_2	Dialekti
1	не есть	4	40
2	и не	18	30
3	и есть	2	19
4	а не	7	18
5	и т	1	17
6	ничего не	2	17
7	может быть	7	17
8	то что	20	16
9	т д	1	15
10	и в	30	15
11	как бы	5	14
12	точки зрения	7	14
13	не имеет	2	14
14	так как	5	14
15	что это	4	13
16	по себе	5	13
17	это есть	1	13
18	того что	5	13
19	это не	2	12
20	в этом	20	11
21	и вот	3	11
22	говорить о	1	11
23	ясно что	1	11
24	в том	18	11
25	прежде всего	6	11
26	не может	9	11
27	и все	7	11
28	том что	12	10
29	потому что	9	10
30	личности и	1	10
31	она есть	1	10
32	то же	4	9
33	мы не	2	9
34	было бы	9	9
35	с точки	3	9
36	в виду	2	9
37	и что	5	9
38	уже не	3	9
39	значит что	1	9
40	все это	5	9
41	что иное	1	8
42	в чем	2	8
43	не в	9	8
44	в себе	6	8
45	не только	12	8
46	ни в	7	8
47	и это	3	8
48	и о	4	8
49	и ее	1	8
50	иное как	1	8
51	это значит	2	8
52	не что	1	8
53	не просто	1	7
54	что именно	1	7
55	и мы	4	7
56	он есть	1	7
57	как и	5	7
58	по крайней	4	7
59	и вообще	10	7
60	ровно ничего	2	7
61	и его	6	7
62	только в	6	7
63	крайней мере	4	7
64	что мы	1	7
65	что он	13	7
66	что в	12	7
67	есть просто	2	6
68	перед нами	1	6
69	хотя и	6	6
70	и тем	1	6
71	если бы	1	6
72	в то	9	6
73	же время	3	6
74	что и	3	6
75	так что	5	6
76	вовсе не	4	6
77	и даже	10	6
78	а именно	6	6
79	нет ничего	3	6
80	в результате	5	6
81	тем более	3	6
82	сказать что	11	6
83	ни на	1	6
84	той же	4	5
85	мы имеем	1	5
86	в сущности	2	5
87	и на	4	5
88	быть в	3	5
89	с его	4	5
90	только тогда	2	5
91	в своем	8	5
92	то в	5	5
93	учение о	3	5
94	на то	2	5
95	что она	1	5
96	в нем	4	5
97	есть не	1	5
98	в жизни	1	5
99	что такое	1	5
100	же это	2	5
101	что я	3	5
102	в ней	4	5
103	но что	5	5
104	но только	1	5
105	того чтобы	2	5
106	тогда когда	2	5
107	я не	4	5
108	в каком	1	5
109	таким образом	3	5
110	о том	4	5
111	в себя	1	5
112	так и	5	5
113	другими словами	5	5
114	можно сказать	4	5
115	и можно	2	5
116	именно в	4	5
117	если мы	1	5
118	для того	2	5
119	знания и	1	5
120	в смысле	1	5
121	и для	3	5
122	но если	1	5
123	также и	6	4
124	или по	2	4
125	оно есть	1	4
126	хотя бы	3	4
127	что они	1	4
128	в этой	4	4
129	в течение	5	4
130	и как	3	4
131	то ни	1	4
132	и с	14	4
133	этом смысле	1	4
134	с тем	2	4
135	бытия и	2	4
136	мир и	1	4
137	она не	2	4
138	уже о	2	4
139	ничего общего	1	4
140	что все	1	4
141	еще не	1	4
142	в его	11	4
143	оказывается что	1	4
144	мы должны	4	4
145	ни с	2	4
146	в одном	1	4
147	не о	2	4
148	само по	2	4
149	как раз	1	4
150	так же	4	4
151	но это	4	4
152	жизни и	6	4
153	но и	8	4
154	должны быть	1	4
155	отношения к	3	3
156	и то	5	3
157	едва ли	3	3
158	что если	2	3
159	и бытия	2	3
160	может осуществиться	1	3
161	со стороны	4	3
162	общего с	1	3
163	как в	3	3
164	с этим	5	3
165	когда он	1	3
166	и наконец	4	3
167	но в	8	3
168	идея и	1	3
169	та же	1	3
170	бы и	1	3
171	все эти	5	3
172	и если	4	3
173	же именно	1	3
174	на этом	2	3
175	от нее	1	3
176	об этом	6	3
177	мы уже	2	3
178	– то	1	3
179	в данном	3	3
180	можно только	1	3
181	бытии и	1	3
182	в своей	5	3
183	в их	2	3
184	иной раз	2	3
185	и притом	2	3
186	есть только	1	3
187	вы не	2	3
188	говоря уже	2	3
189	в собственном	1	3
190	и необходимости	1	3
191	и та	1	3
192	и об	1	3
193	быть и	1	3
194	от всего	1	3
195	тотчас же	1	3
196	для всех	1	3
197	в виде	3	3
198	при помощи	1	3
199	даже и	3	3
200	это будет	1	3
201	в области	3	3
202	в природе	1	3
203	что не	2	3
204	смысла и	1	3
205	у нас	6	3
206	на основании	1	3
207	ни о	1	3
208	и потому	2	3
209	что здесь	1	3
210	от него	1	3
211	с ним	5	3
212	в свою	3	3
213	не говоря	3	3
214	в сравнении	2	3
215	есть и	2	3
216	только не	1	3
217	к этому	6	3
218	можно назвать	2	3
219	можно говорить	3	2
220	и без	1	2
221	тех же	1	2
222	очень много	2	2
223	говорю о	1	2
224	он всегда	1	2
225	есть нечто	2	2
226	сам по	2	2
227	думаю что	1	2
228	стороны но	1	2
229	во всех	3	2
230	только после	2	2
