N	3gram	Bakhtin_Pr_1	Myslijsy
1	более или менее	1	8
2	сами по себе	3	7
3	во всяком случае	3	7
4	в том что	6	7
5	в свою очередь	1	6
6	по крайней мере	1	5
7	подобно тому как	3	4
8	до сих пор	2	4
9	не было бы	1	4
10	то и другое	1	4
11	в одно время	1	4
12	в то время	1	4
13	то время как	1	3
14	не могут быть	1	3
15	по себе не	1	3
16	и т п	3	3
17	как бы ни	1	3
18	и т д	1	3
19	то все же	1	2
20	на самом деле	4	2
21	нам кажется что	1	2
22	между тем как	4	2
23	то что в	1	2
24	не в том	1	2
25	с другой стороны	3	2
26	для того чтобы	1	2
27	то же время	9	2
28	так и в	1	2
29	само по себе	3	2
30	не может быть	4	2
31	с самого начала	1	2
32	но не в	1	2
33	в этом смысле	10	2
34	в то же	9	2
35	таким образом в	1	2
36	сама по себе	1	2
37	в устах другого	1	1
38	мы его не	1	1
39	дело в том	1	1
40	себе и на	1	1
41	что это не	1	1
42	но и слово	1	1
43	большей или меньшей	1	1
44	выйти за пределы	1	1
45	мир и чем	1	1
46	противоречит тому что	1	1
47	том что он	4	1
48	что же касается	1	1
49	может быть только	1	1
50	не отличается от	1	1
51	и в других	1	1
52	бы то ни	2	1
53	тому как в	1	1
54	но это не	2	1
55	и не может	2	1
56	и для него	1	1
57	в нем в	1	1
58	но с другой	2	1
59	отношения между ними	1	1
60	между ними не	1	1
61	то ни было	1	1
62	по сравнению с	1	1
63	это не так	1	1
64	в большей или	1	1
65	все же не	2	1
66	его восприятие в	1	1
67	но не только	1	1
68	друг к другу	1	1
69	как более или	1	1
70	могла бы быть	1	1
71	или лучше сказать	1	1
72	что мы видим	1	1
73	что они не	1	1
74	от той же	1	1
75	то что я	1	1
76	а в том	1	1
77	они могли бы	1	1
78	не потому что	1	1
79	в этом случае	1	1
80	и независимо от	1	1
81	о том что	1	1
82	в одном из	1	1
83	что и в	1	1
84	но все эти	1	1
85	или же в	1	1
86	но все же	2	1
87	и не во	1	1
88	были бы в	1	1
89	в большинстве случаев	2	1
90	для него лишь	1	1
91	в его сознании	1	1
92	и в этом	5	1
93	в себе в	1	1
