N	2gram	Medvedev_F_1	Vladivir
1	и в	24	31
2	в году	2	30
3	не только	7	24
4	но и	7	19
5	то что	8	18
6	и не	20	17
7	и даже	3	15
8	у него	1	15
9	в этом	15	14
10	том что	1	14
11	и с	8	14
12	что в	4	14
13	но в	5	12
14	в его	23	12
15	что он	3	12
16	по поводу	1	12
17	с его	4	11
18	в том	6	11
19	между прочим	1	11
20	потому что	1	11
21	также и	1	10
22	он не	3	10
23	так что	1	10
24	как мы	5	9
25	никогда не	4	9
26	только в	2	9
27	даже и	2	9
28	с а	1	9
29	а в	6	9
30	и по	1	8
31	в то	9	8
32	так как	1	8
33	кроме того	1	7
34	мы уже	1	7
35	как это	6	7
36	и его	10	7
37	для него	3	7
38	как раз	2	7
39	е в	1	7
40	сказать что	1	7
41	то же	10	6
42	и к	4	6
43	он и	1	6
44	в котором	1	6
45	иной раз	1	6
46	у нас	5	6
47	так и	18	6
48	и что	2	6
49	его жизни	1	6
50	можно сказать	1	6
51	может быть	14	6
52	и потому	9	6
53	не может	16	6
54	к этому	1	6
55	не был	1	5
56	когда он	3	5
57	на то	1	5
58	и если	2	5
59	не в	8	5
60	что и	2	5
61	вовсе не	10	5
62	но он	1	5
63	не было	3	5
64	а с	1	5
65	и психологии	1	5
66	что же	1	5
67	все это	9	5
68	и от	7	5
69	а также	1	5
70	с ним	2	5
71	жизни и	7	5
72	в своих	2	5
73	из его	1	4
74	мы и	1	4
75	совсем не	1	4
76	в этой	6	4
77	в истории	4	4
78	в своем	11	4
79	хотя и	1	4
80	и как	3	4
81	в этот	1	4
82	в которой	4	4
83	в нашем	2	4
84	в себе	3	4
85	как он	1	4
86	в нем	14	4
87	главным образом	4	4
88	в россии	3	4
89	что у	1	4
90	этом смысле	1	4
91	как и	11	4
92	несмотря на	1	4
93	еще в	2	4
94	в своей	11	4
95	же время	8	4
96	к ней	2	4
97	во всем	2	4
98	к нему	1	4
99	по своей	1	4
100	один из	3	4
101	себя в	1	4
102	в особенности	3	4
103	что для	1	4
104	и все	6	4
105	и особенно	2	4
106	для нас	1	4
107	и через	1	3
108	на себя	1	3
109	это время	1	3
110	и на	8	3
111	но не	3	3
112	в общем	3	3
113	отношение к	3	3
114	и речи	1	3
115	за пределы	2	3
116	что они	1	3
