N	3gram	Bakhtin_fo_2	DiskursI
1	в том что	3	13
2	с одной стороны	1	9
3	о том что	1	5
4	в отличие от	1	4
5	то же время	4	4
6	но при этом	1	3
7	той или иной	1	3
8	не может быть	1	3
9	и как бы	1	3
10	в свою очередь	1	3
11	с другой стороны	1	3
12	существенную роль в	1	3
13	в то же	4	3
14	и того же	1	2
15	и в особенности	3	2
16	в том числе	3	2
17	то же самое	2	2
18	и не только	1	2
19	тот или иной	1	2
20	сами по себе	2	2
21	том числе и	2	2
22	в данном случае	1	2
23	не только в	5	2
24	в частности в	1	2
25	то есть в	1	2
26	можно сказать что	1	2
27	только в том	1	2
28	одного и того	1	2
29	в этом случае	2	1
30	а не за	1	1
31	никогда не было	1	1
32	быть осуществлено только	1	1
33	прежде всего в	2	1
34	на самом деле	1	1
35	в котором он	1	1
36	также и в	1	1
37	значении этого слова	1	1
38	о том как	3	1
39	именно в том	1	1
40	этих форм в	1	1
41	с точки зрения	8	1
42	до сих пор	2	1
43	как и все	1	1
44	и в то	3	1
45	что он не	1	1
46	имеет отношение к	1	1
47	с точкой зрения	1	1
48	вместе с тем	1	1
49	из уст в	1	1
50	одно и то	1	1
51	как мы видели	1	1
52	к себе и	1	1
53	она еще не	1	1
54	в основе этих	1	1
55	во всех этих	3	1
56	здесь имеет место	1	1
57	каждый из них	1	1
58	поэтому они не	1	1
59	в связи с	7	1
60	но здесь это	1	1
61	имеет громадное значение	1	1
62	том что он	1	1
63	за тридевять земель	1	1
64	романа еще не	1	1
65	уст в уста	1	1
66	состоит именно в	1	1
67	требует для своей	1	1
68	в этом отношении	2	1
69	прежде всего к	1	1
70	с самого начала	1	1
71	и вернуться к	1	1
72	мира в котором	1	1
73	по аналогии с	1	1
74	в данном отношении	1	1
75	для своей реализации	1	1
76	ее к себе	1	1
77	в другом случае	1	1
78	жизни в которых	1	1
79	состояло в том	1	1
80	и то же	1	1
81	и прежде всего	3	1
82	тем более не	1	1
83	но все же	1	1
84	в большинстве случаев	3	1
85	как и в	1	1
86	к сыну в	1	1
87	и в другом	1	1
