N	2gram	Nazirov_Tv_2	Problema
1	и не	9	28
2	то есть	5	27
3	не только	13	24
4	только в	2	23
5	в виде	2	22
6	вовсе не	2	21
7	и в	20	20
8	в том	8	20
9	ни в	1	17
10	не просто	1	16
11	все эти	4	16
12	то что	3	15
13	потому что	7	15
14	у нас	2	14
15	той или	1	14
16	было бы	1	14
17	но и	8	14
18	перед нами	1	13
19	не в	4	13
20	или иной	1	13
21	в себе	3	12
22	том что	4	12
23	не есть	1	12
24	по себе	1	11
25	прежде всего	8	11
26	как будто	1	11
27	едва ли	2	10
28	отнюдь не	4	10
29	и его	9	10
30	не менее	2	10
31	так и	6	10
32	при помощи	2	10
33	не является	3	10
34	в этом	8	9
35	может быть	8	9
36	и даже	5	9
37	все это	6	9
38	но в	4	8
39	содержит в	1	8
40	таким образом	10	8
41	если бы	4	8
42	значит что	1	8
43	что он	6	8
44	в результате	1	8
45	во всяком	2	8
46	то же	7	7
47	мы не	4	7
48	еще не	5	7
49	и с	8	7
50	ясно что	1	7
51	это не	7	7
52	с другой	2	7
53	именно в	6	7
54	сказать что	1	7
55	а не	6	7
56	и потому	4	7
57	такого рода	1	7
58	а только	1	6
59	при этом	8	6
60	об этом	4	6
61	художественный образ	1	6
62	как и	6	6
63	но если	2	6
64	и без	2	6
65	по крайней	2	6
66	в виду	1	6
67	и вообще	2	6
68	крайней мере	2	6
69	так что	2	6
70	но это	5	6
71	и от	4	6
72	для нас	1	6
73	другой стороны	2	6
74	в таком	3	6
75	действительности и	1	5
76	но не	5	5
77	как в	4	5
78	хотя и	4	5
79	и если	2	5
80	в нем	3	5
81	в них	1	5
82	в этих	1	5
83	и вполне	1	5
84	и о	1	5
85	в ее	2	5
86	о том	5	5
87	уже не	3	5
88	так как	3	5
89	не может	7	5
90	вместе с	3	5
91	так же	5	5
92	и ни	1	5
93	в целях	1	5
94	ничего общего	1	5
95	и т	13	4
96	это и	1	4
97	что его	2	4
98	и есть	2	4
99	и наконец	2	4
100	уже в	2	4
101	в этой	5	4
102	что она	4	4
103	несмотря на	1	4
104	в своей	6	4
105	всяком случае	2	4
106	в одном	2	4
107	тем самым	4	4
108	отличается от	1	4
109	не имеет	1	4
110	ни о	1	4
111	нет ни	1	4
112	указывает на	1	4
113	можно было	1	4
114	жизнь и	1	4
115	с ним	3	4
116	во всех	1	4
117	и только	2	4
118	одной из	3	4
119	и ее	2	4
120	или даже	2	4
121	что не	3	4
122	уже давно	1	4
123	с этим	1	4
124	как бы	11	4
125	однако не	1	4
126	как раз	1	4
127	и для	1	4
128	у достоевского	30	4
129	а в	4	4
130	в то	10	4
131	самом деле	2	3
132	то это	1	3
133	и на	5	3
134	он был	1	3
135	но как	1	3
136	тут же	2	3
137	чем же	1	3
138	в истории	2	3
139	и к	1	3
140	сказать о	1	3
141	т д	11	3
142	человека в	3	3
