N	3gram	Propp_Isto_2	Problemy
1	на самом деле	2	9
2	с самого начала	2	8
3	по отношению к	3	6
4	и прежде всего	1	4
5	друг с другом	1	4
6	в высшей степени	1	3
7	и то же	1	3
8	с другой стороны	2	3
9	и в нем	1	3
10	не может быть	2	3
11	к тому же	2	3
12	смысле этого слова	1	2
13	так что он	1	2
14	сам по себе	1	2
15	в отличие от	1	2
16	можно было бы	3	2
17	мы можем сказать	1	2
18	подобно тому как	3	2
19	но все же	4	2
20	в том что	5	2
21	можем сказать что	1	2
22	мы увидим что	3	2
23	этот момент и	1	1
24	почти никогда не	1	1
25	так же и	3	1
26	и не хочет	1	1
27	том что он	1	1
28	в этом случае	5	1
29	да и то	1	1
30	до сих пор	6	1
31	их друг с	1	1
32	вместе с тем	5	1
33	к ней с	1	1
34	что он не	4	1
35	на одно мгновение	1	1
36	за то что	1	1
37	выдает себя за	1	1
38	со всех сторон	4	1
39	главным образом в	1	1
40	о том как	1	1
41	до конца и	1	1
42	и ничего не	2	1
43	и она это	1	1
44	то что он	1	1
45	уже с самого	2	1
46	потому что они	1	1
47	мы видели что	1	1
48	приводит к себе	1	1
49	этого не может	1	1
50	и пр в	1	1
51	и вместе с	2	1
52	и не должен	1	1
53	с обратным знаком	1	1
54	о том что	2	1
55	не только не	1	1
56	но все эти	1	1
57	друг друга но	1	1
58	по его мнению	1	1
59	друг от друга	1	1
60	тем не менее	1	1
61	это как бы	1	1
62	с которыми он	1	1
63	и в другом	1	1
