N	2gram	Tiupa_Anal_2	TeoriaLi
1	в мире	6	24
2	не только	16	18
3	в качестве	11	17
4	тогда как	19	16
5	и не	12	16
6	я в	3	16
7	а в	3	14
8	состоит в	8	13
9	и в	16	13
10	в частности	16	13
11	то есть	9	12
12	эстетического отношения	1	12
13	так и	15	12
14	может быть	6	12
15	в этом	18	11
16	представляет собой	8	11
17	при этом	10	11
18	в том	12	11
19	но не	4	10
20	и его	4	10
21	в тексте	24	10
22	а не	10	10
23	то же	4	9
24	внутреннего зрения	12	9
25	в его	2	9
26	по отношению	4	8
27	такого рода	2	8
28	своего рода	12	8
29	сводится к	3	8
30	но и	12	8
31	субъектной организации	6	8
32	отношению к	4	8
33	что в	2	8
34	отличие от	2	7
35	в себе	7	7
36	том что	12	7
37	точки зрения	4	7
38	в отличие	2	7
39	в то	2	7
40	по своей	1	7
41	во второй	4	7
42	только в	4	7
43	себя в	2	7
44	кадров внутреннего	7	7
45	как это	6	7
46	в данном	8	7
47	эстетическая деятельность	1	6
48	еще не	2	6
49	с его	1	6
50	но в	6	6
51	художественной реальности	20	6
52	в первой	3	6
53	модус художественности	3	6
54	объектной организации	10	6
55	лишь в	9	6
56	место в	3	6
57	же время	2	6
58	присутствия в	2	6
59	как бы	10	6
60	мы имеем	3	5
61	лирическая героиня	3	5
62	данном случае	5	5
63	в рамках	3	5
64	в своем	4	5
65	в самом	6	5
66	он не	2	5
67	в принципе	1	5
68	того или	3	5
69	как и	14	5
70	композиционных форм	2	5
71	не в	4	5
72	однако в	1	5
73	тем самым	4	5
74	коммуникативного события	4	5
75	в нем	1	5
76	в ее	1	5
77	в пределах	9	5
78	или иной	3	5
79	а также	7	5
80	между тем	2	5
81	и одновременно	3	5
82	уже не	4	5
83	не случайно	8	5
84	с другой	6	5
85	как в	4	5
86	или иного	3	5
87	я с	1	5
88	героя и	1	5
89	по преимуществу	4	4
90	высказывания в	3	4
91	говорить о	6	4
92	как правило	4	4
93	конечном счете	2	4
94	а и	1	4
95	субъекта и	1	4
96	хотя и	4	4
97	всего лишь	8	4
98	то что	7	4
99	художественного впечатления	17	4
100	организации художественного	3	4
101	ни в	1	4
102	литературного произведения	16	4
103	в ходе	4	4
104	в своей	2	4
105	в их	3	4
106	или менее	1	4
107	не столько	3	4
108	художественного мира	2	4
109	не менее	4	4
110	личности в	1	4
111	приводит к	3	4
112	читателя в	4	4
113	можно сказать	4	4
114	в конечном	3	4
115	художественного восприятия	2	4
116	и ее	1	4
117	внимательно взглянула	1	4
118	за пределами	2	4
119	с дудочкой	2	4
120	и т.п	8	4
121	внутреннего я	2	4
122	первой строфе	1	4
123	текста как	2	4
124	художественности в	2	4
125	художественного текста	1	4
126	лирического героя	5	4
127	личности и	2	4
128	в свою	1	4
129	на смену	3	4
130	не знает	3	4
131	сказать что	2	4
132	не может	4	4
133	более или	1	4
134	и то	3	3
135	между двумя	4	3
136	на две	3	3
137	являет собой	3	3
138	художественного произведения	2	3
139	совпадает с	4	3
140	ритмического ряда	13	3
141	своем составе	3	3
142	иного рода	2	3
143	в сторону	5	3
144	не все	1	3
145	и т.д	3	3
146	а всего	1	3
147	в акте	1	3
148	в художественном	1	3
149	кто говорит	1	3
150	перед нами	1	3
151	и к	5	3
152	в противоположность	2	3
153	со своей	1	3
154	все эти	1	3
155	в нашем	3	3
156	милой гостьи	3	3
157	в этой	9	3
158	и по	1	3
159	самим собой	1	3
160	в лирике	1	3
161	его в	2	3
162	этом смысле	2	3
163	авторской позиции	1	3
164	и сам	3	3
165	внутритекстовых дискурсов	3	3
166	в этих	2	3
167	в текстах	1	3
168	все прочие	1	3
169	тем не	3	3
170	в отношении	1	3
171	взглянула на	1	3
172	картины мира	2	3
173	никогда не	3	3
174	на меня	1	3
175	как раз	4	3
176	потому что	1	3
177	в эпизоде	10	3
178	явления музы	3	3
179	эстетического объекта	3	3
180	той или	3	3
181	ценностного центра	1	3
182	говоря словами	1	3
183	свою очередь	1	3
184	другой стороны	2	3
185	лирической ситуации	2	3
186	в произведении	2	3
187	в другом	1	3
188	и что	1	3
189	входит в	1	3
190	лирического сюжета	1	3
191	того что	2	3
192	во времени	2	3
193	человека с	1	3
194	для него	4	3
195	слова в	1	3
196	висит на	1	3
197	с ее	2	3
198	именно в	3	3
199	в воображении	1	3
200	нового времени	1	3
201	прежде всего	3	3
202	в соответствии	2	3
203	ритмических рядов	15	3
204	может выступать	2	3
205	художественного целого	7	3
206	и потому	1	3
207	этого слова	3	3
208	для возникновения	1	3
209	бенвенист ритм	3	3
210	своей эстетической	1	3
211	мира в	1	3
212	объекта и	2	3
213	таким образом	2	3
214	на волоске	1	3
215	или в	3	3
216	ни к	1	3
217	отношении к	1	3
218	речи и	2	3
219	художественной целостности	1	3
220	я и	3	2
221	была бы	2	2
222	отношения к	2	2
223	внежизненно-активной позиции	1	2
224	того же	4	2
225	крупным планом	1	2
226	тех или	2	2
227	перед лицом	2	2
228	в присутствии	1	2
229	и больше	1	2
230	в дискурсе	1	2
231	гостьи с	2	2
232	я как	2	2
233	факторов художественного	6	2
234	случае это	1	2
235	на себя	5	2
236	я не	1	2
237	манифестирован в	1	2
238	греческое слово	1	2
239	в целом	8	2
240	словами гегеля	1	2
241	в сочетании	7	2
242	жизни однако	1	2
243	в чем	1	2
244	и мира	1	2
245	вокруг я	1	2
246	значении этого	1	2
247	у него	4	2
248	как такой	1	2
249	за пределы	4	2
250	диалогическим углом	2	2
251	сама по	1	2
252	как говорит	2	2
253	его я	1	2
254	данный момент	1	2
255	жизнь кажется	1	2
256	в противном	1	2
257	сегментов текста	1	2
258	бытию других	1	2
259	одного текста	1	2
260	и как	1	2
261	литературной практике	1	2
262	самом начале	3	2
263	в которой	1	2
264	позволяет говорить	1	2
265	в ритмическом	2	2
266	так или	1	2
267	рассказ о	1	2
268	свободы но	1	2
269	но на	1	2
270	феноменов ментального	2	2
271	противном случае	1	2
272	однако при	3	2
273	начальные и	1	2
274	к одному	1	2
275	два эпизода	1	2
276	или иных	2	2
277	без исключения	1	2
278	одно и	1	2
279	не следует	2	2
280	об этом	1	2
281	нашем случае	1	2
282	это не	1	2
283	и тем	4	2
284	строки и	2	2
285	ментального внутреннего	3	2
286	на уровне	9	2
287	соответствии с	2	2
288	вовсе не	2	2
289	кажется висит	1	2
290	иначе говоря	11	2
291	м.м бахтин	1	2
292	сочетании с	7	2
293	нас самих	1	2
294	с точки	2	2
295	от себя	1	2
296	ударного а	1	2
297	конструктивная роль	1	2
298	высказывания и	2	2
299	ахматовой муза	1	2
300	я героя	1	2
301	литературной нормы	2	2
302	зрения и	1	2
303	по себе	2	2
304	даже в	2	2
305	автора и	3	2
306	человеческого я	1	2
307	в беспрецедентности	1	2
308	дело не	2	2
309	текста но	2	2
310	только не	4	2
311	мышления и	1	2
312	казалось бы	3	2
313	неожиданности ожидаемого	1	2
314	и соответственно	1	2
315	имеем дело	3	2
316	слова как	1	2
317	этих двух	1	2
318	лирическую героиню	1	2
319	ценностей жизни	1	2
320	как будто	3	2
321	и для	2	2
322	места для	1	2
323	эстетического адресата	2	2
324	его речевой	1	2
325	частной жизни	1	2
326	имеет место	4	2
327	в стилистическом	1	2
328	оказывается объектом	1	2
329	и о	1	2
330	внутренний хронотоп	4	2
331	исторически наиболее	2	2
332	анаграмматическим субститутом	1	2
333	самим собою	1	2
334	оказывается шире	1	2
335	в организации	3	2
336	в себя	4	2
337	роль в	2	2
338	однако эта	1	2
339	что может	1	2
340	в лирическом	2	2
341	не с	4	2
342	к его	2	2
343	поэтической глоссализации	1	2
344	если бы	3	2
345	текста наиболее	1	2
346	коммуникативное событие	1	2
347	в виду	1	2
348	и здесь	1	2
349	о том	7	2
350	доминирует в	1	2
351	роль принадлежит	1	2
352	первого эпизода	1	2
353	особого рода	2	2
354	времени в	4	2
355	это было	2	2
356	восходит к	1	2
357	к нему	1	2
358	во всех	4	2
359	или иначе	1	2
360	аналогичным образом	2	2
361	данного текста	1	2
362	вслед за	2	2
363	радостей жизни	1	2
364	в литературе	1	2
365	лирическое стихотворение	1	2
366	композиционная форма	4	2
367	текст в	1	2
368	в аспекте	4	2
369	к смыслу	2	2
370	с одной	5	2
371	к ядру	1	2
372	этой системе	2	2
373	эстетической деятельности	1	2
374	второй и	1	2
375	а напротив	1	2
376	его текст	1	2
377	художественно значимым	1	2
378	в прозе	1	2
379	в диалоге	2	2
380	в конце	4	2
381	организации феноменов	2	2
382	вследствие этой	1	2
383	от свободы	1	2
384	стилистическом отношении	1	2
385	и даже	9	2
386	со стороны	3	2
387	в данный	1	2
388	объектной детализации	2	2
389	повествования а	1	2
390	событийных границ	2	2
391	себя и	1	2
392	одной стороны	4	2
393	в рассказе	1	2
394	ритм манифестирован	2	2
395	ключевого слова	1	2
396	одну из	2	2
397	о чем	2	2
398	рамках одного	1	2
399	и адресата	2	2
400	своей событийной	1	2
401	на фоне	3	2
402	о себе	2	2
403	ясно говорит	3	2
404	вместе с	2	2
405	так же	2	2
406	и особенно	4	2
407	текста в	6	2
408	даже самая	1	2
409	жизни но	2	2
410	в кадры	2	2
411	художественное целое	1	2
412	текста где	1	2
413	могут быть	10	2
414	автором и	1	2
415	уровни объектной	2	2
416	произведения искусства	1	2
417	при условии	1	2
418	эстетического субъекта	1	2
419	дудочкой в	1	2
420	в мировой	1	2
421	к тому	7	2
422	это хронотоп	1	2
423	художественное впечатление	2	2
424	собственно говоря	2	2
425	в литературной	1	2
426	в художественной	1	2
427	вдохновения в	2	2
428	в исходном	1	2
429	в равной	1	2
430	одной из	3	2
431	имеет в	1	2
432	в романе	1	2
433	читательского восприятия	1	2
434	формы высказывания	1	2
435	две строфы	1	2
436	лирического персонажа	1	2
437	например начальные	1	2
438	в роли	2	2
439	может или	1	1
440	с эмоционально-волевым	1	1
441	заслоняется крупным	1	1
442	этой субсистемы	1	1
443	искусства слова	1	1
444	а между	1	1
445	ситуацией становясь	1	1
446	мировой поэзии	1	1
447	только к	1	1
448	подвержены историческим	1	1
449	глоссализации текста	1	1
450	те же	2	1
451	неотделима от	1	1
452	также и	1	1
453	их создает	1	1
454	относительно длины	1	1
455	жизненная позиция	2	1
456	оказалась эпоха	1	1
457	от милой	1	1
458	слуха в	1	1
459	таком случае	2	1
460	оборачивается ложным	1	1
461	с жизнью	1	1
462	правого далекого	1	1
463	впечатления глоссализирующий	1	1
464	гостьи приход	1	1
465	наиболее значимы	1	1
466	художественному восприятию	2	1
467	а весь	1	1
468	наиболее молод	1	1
469	внутритекстовые отношения	1	1
470	а проза	1	1
471	уровне объектной	2	1
472	говорилось выше	1	1
473	идет о	1	1
474	наиболее генерализованные	1	1
475	выступая под	1	1
476	это столь	1	1
477	в самостоятельный	1	1
478	между всеми	1	1
479	характеризующего присутствие	1	1
480	рода стилистике	1	1
481	душевная характеристика	1	1
482	белую шею	1	1
483	этого мира	1	1
484	тем же	1	1
485	семантического субстрата	1	1
486	непродуктивно в	1	1
487	числа универсальных	1	1
488	в соотносительности	1	1
489	к другому	1	1
490	озвучена например	1	1
491	отношения между	1	1
492	средней длине	3	1
493	не имело	1	1
494	ходе чтения	1	1
495	вдруг заслоняется	1	1
496	медитации как	1	1
497	и до	2	1
498	из его	2	1
499	можно лишь	1	1
500	исполненные смысловой	1	1
501	ряду образующие	1	1
502	музу из	1	1
503	едва ли	3	1
504	действительности и	1	1
505	этот уровень	1	1
506	мышления но	1	1
507	который ставит	1	1
508	бахтин определял	1	1
509	коллизии ключевой	1	1
510	художественную значимость	1	1
511	читателю ракурс	1	1
512	обретают лишь	1	1
513	длины ритмического	1	1
514	какой явилась	1	1
515	стилистическая проработка	1	1
516	углом по	1	1
517	со всех	1	1
518	что даже	1	1
519	лирики как	1	1
520	и высшей	1	1
521	б выработка	1	1
522	принадлежит только	1	1
523	фокализации и	2	1
524	той же	2	1
525	субстрата между	1	1
526	формируется как	1	1
527	системой хронотопов	1	1
528	упорядоченности ограниченного	1	1
529	взором читателя	1	1
530	готовность отказаться	1	1
531	и себя	1	1
532	прямого значения	1	1
533	сводящиеся в	1	1
534	облик беспрецедентного	1	1
535	на первом	1	1
536	эпизоде же	1	1
537	несущая в	2	1
538	место лишь	1	1
539	самым интонационные	1	1
540	этой соотносительности	1	1
541	деталями кадр	1	1
542	порой многократно	1	1
543	из своих	2	1
544	подлинному авторству	1	1
545	особенно продуктивной	1	1
546	только перед	1	1
547	архаизмы варваризмы	1	1
548	задаваемый читателю	1	1
549	со смертью	3	1
550	внутренние уровни	1	1
551	в литературном	1	1
552	личностного опыта	1	1
553	лирики некоего	1	1
554	своей судьбы	3	1
555	к раздвоению	1	1
556	в каждый	1	1
557	глоссализации имеет	1	1
558	это всегда	1	1
559	состав такого	1	1
560	зрения читателя	2	1
561	текста даже	1	1
562	дискредитирует духовность	1	1
563	внешних границ	1	1
564	не вполне	1	1
565	ждала совсем	1	1
566	и такой	1	1
567	для сообщения	1	1
568	под диктовку	1	1
569	изменчивое текучее	1	1
570	на материал	1	1
571	повтор в	1	1
572	быть поэтически	1	1
573	героини расчлененность	1	1
574	под все	1	1
575	счете к	1	1
576	муза от	1	1
577	что единый	1	1
578	строфа и	1	1
579	литературе нового	1	1
580	к паузам	1	1
581	взаимодействиях с	1	1
582	в эпических	1	1
583	вовлечение адресата	1	1
584	контексту эпизоду	1	1
585	о судьбе	1	1
586	стихотворении однако	2	1
587	его ремой	1	1
588	приводит ни	1	1
589	живого голоса	1	1
590	лирические формы	1	1
591	исходном своем	1	1
592	отказаться и	1	1
593	первый момент	1	1
594	нередко оказывается	1	1
595	строфа смысл	1	1
596	также анаграмматическая	1	1
597	ожидаемого в	1	1
598	и помимо	1	1
599	собой в	2	1
600	самом наличии	1	1
601	поэтического слова	1	1
602	т.п крайними	1	1
603	впрочем стихи	1	1
604	и на	6	1
605	легко обнаруживаются	1	1
606	время отводилась	1	1
607	внимание и	1	1
608	своих событийных	1	1
609	поэтическими средствами	1	1
610	нем отпечатывается	1	1
611	тексте может	1	1
612	субъектного лирического	1	1
613	объектная детализация	1	1
614	доминирующая композиционная	2	1
615	столь же	4	1
616	а субъектной	1	1
617	ближайшие к	1	1
618	концовки клаузулы	1	1
619	место слияние	1	1
620	единства фразы	1	1
621	тектоническому ядру	1	1
622	тем как	1	1
623	воспроизводимых в	1	1
624	это имеет	1	1
625	организации кадров	1	1
626	не смерти	1	1
627	из объектного	1	1
628	закономерного процесса	1	1
629	во внешнем	1	1
630	он состоит	1	1
631	как система	5	1
632	всего литературного	1	1
633	эта неожиданность	1	1
634	иных случаях	1	1
635	находится или	1	1
636	запечатлевается национальное	1	1
637	истинный смысл	1	1
638	осмыслением того	1	1
639	он оказывается	1	1
640	совсем не	1	1
641	особенно если	1	1
642	делающий ткань	1	1
643	других а	1	1
644	внутренняя форма	1	1
645	иной сегмент	1	1
646	диалога лирическое	1	1
647	здесь также	1	1
648	событийности нуждающейся	1	1
649	собственный голос	1	1
650	для обозначения	1	1
651	уровни принадлежащие	1	1
652	и размежевания	1	1
653	литературная речь	1	1
654	эпизод ожидания	1	1
655	движущееся изменчивое	1	1
656	взглядом очень	1	1
657	предстает системой	1	1
658	впечатления он	1	1
659	прозы в	1	1
660	почестей юности	1	1
661	схематичностью своих	1	1
662	ожидаемых от	1	1
663	такого кадра	1	1
664	текста поскольку	1	1
665	непредсказуемости чаемого	1	1
666	между такого	1	1
667	историческое своеобразие	1	1
668	процесс творческого	1	1
669	иной эстетической	2	1
670	историческим изменениям	1	1
671	было ожидать	1	1
672	контексте целого	2	1
673	на то	2	1
674	системы кадров	1	1
675	встречается нечасто	1	1
676	общий знаменатель	1	1
677	ритмическую доминанту	2	1
678	слово литературной	1	1
679	небезразличная к	1	1
680	манифестирует авторскую	1	1
681	еще один	1	1
682	отнюдь не	8	1
683	нормативная литературная	1	1
684	исполнения как	1	1
685	его конструктивные	1	1
686	выбор поэтического	1	1
687	мере в	1	1
688	очередь членится	1	1
689	в центре	3	1
690	себя за	1	1
691	смысловой значимости	2	1
692	может оказываться	1	1
693	подлинным субъектом	1	1
694	независимо от	1	1
695	стихотворение часто	1	1
696	кадрового единства	1	1
697	перед читателем	1	1
698	ритмическом ряду	2	1
699	плотность акцентуации	16	1
700	начальные фразы	1	1
701	чудесного явления	1	1
702	текста тех	1	1
703	олицетворений поэтического	1	1
704	простоте лирического	1	1
705	героиня отрекается	1	1
706	встречи с	2	1
707	от радостей	1	1
708	о жизни	2	1
709	ожиданием истинный	1	1
710	легко могут	2	1
711	что касается	3	1
712	антонимами лирическая	1	1
713	не хозяин	1	1
714	встрече с	1	1
715	божественные страницы	1	1
716	переживания и	1	1
717	в субъектной	1	1
718	внестилевые глоссы	1	1
719	прозе ближайшие	1	1
720	событие произведения	1	1
721	как уже	3	1
722	эстетического сгущения	1	1
723	любому иному	1	1
724	также употребленных	1	1
725	спадов бенвенист	1	1
726	и приходит	1	1
727	движется один	1	1
728	адресата в	1	1
729	является фундаментом	1	1
730	мягкую белую	1	1
731	надежды не	1	1
732	высшей в	1	1
733	ты в	1	1
734	создает эффект	1	1
735	произведения мы	1	1
736	бахтин дело	1	1
737	писать под	1	1
738	ценности действительно	1	1
739	не мне	2	1
740	эстетической природы	1	1
741	здесь и	1	1
742	организации лирического	1	1
743	которого только	1	1
744	читателя находится	1	1
745	догадке осенившей	1	1
746	т.е делающий	1	1
747	взаимоналожениях и	1	1
748	зрения как	1	1
749	больше нежели	1	1
750	искусство и	1	1
751	себе ключ	1	1
752	ценнее почестей	1	1
753	при чтении	1	1
754	фразы выбор	1	1
755	ее полные	1	1
756	креативного и	1	1
757	смену мотивам	1	1
758	ряда тем	1	1
759	рядов измеряемой	1	1
760	творческого вдохновения	1	1
761	или пожелает	1	1
762	пределах тех	1	1
763	текста делает	2	1
764	композиции обращающий	1	1
765	наращивания этого	1	1
766	вероятных ликов	1	1
767	ту гостью	1	1
768	форме всего	1	1
769	с синтаксическим	2	1
770	привести к	1	1
771	ритмические концовки	1	1
772	оказывается как	1	1
773	момент его	2	1
774	он в	4	1
775	какой коллизии	1	1
776	восприятия как	1	1
777	из этих	1	1
778	чаемого вдохновения	1	1
779	звучания ритмика	1	1
780	художественных значений	1	1
781	ритм представляет	1	1
782	и усиленная	1	1
783	фразы в	1	1
784	что автор	1	1
785	в известном	1	1
786	беспрецедентности очередного	1	1
787	систему голосов	1	1
788	раз в	1	1
789	в иную	1	1
790	с их	2	1
791	не приводит	1	1
792	данном контексте	1	1
793	зрения крутой	1	1
794	художественный мир	1	1
795	тем выше	1	1
796	цитатные внестилевые	1	1
797	как основной	2	1
798	текста не	1	1
799	античности в	1	1
800	т.п глоссализация	1	1
801	конструктивной маске	1	1
802	слой характеризуется	1	1
803	беспрецедентного события	1	1
804	если он	1	1
805	образом характеризует	1	1
806	в наших	1	1
807	ночного мгновенного	1	1
808	в случае	2	1
809	у а	1	1
810	вследствие этого	2	1
811	показателей а	1	1
812	музы строфа	1	1
813	жизнью и	2	1
814	кадры читательского	1	1
815	обозначает ту	1	1
816	на его	3	1
817	художественных значимостей	4	1
818	исходит из	1	1
819	ощутимой звуковой	1	1
820	что она	2	1
821	текста между	1	1
822	осуществление которой	1	1
823	этой цепочки	1	1
824	в статье	1	1
825	своего другого	2	1
826	диалога согласия	1	1
827	составе цитатные	1	1
828	время и	1	1
829	относительной схематичностью	1	1
830	глоссализации речевой	1	1
831	развертывании перед	1	1
