N	2gram	Vinokur_Ku_3	FransuaR
1	и в	23	41
2	таким образом	9	19
3	в этом	16	15
4	как и	5	14
5	то же	6	13
6	все эти	7	13
7	в его	11	12
8	в себе	1	11
9	как мы	5	11
10	в том	22	11
11	прежде всего	9	11
12	так и	6	10
13	в то	3	10
14	никто не	1	10
15	все это	2	10
16	в своем	4	9
17	не в	5	9
18	же время	1	9
19	и его	1	9
20	в качестве	2	9
21	но и	3	9
22	что в	13	9
23	но в	2	8
24	то что	4	8
25	и от	1	8
26	по существу	3	8
27	вовсе не	5	7
28	как бы	5	7
29	и не	10	7
30	ни в	3	6
31	о том	6	6
32	мы видим	1	6
33	только в	6	6
34	это не	3	6
35	для него	1	6
36	с помощью	6	6
37	все они	2	6
38	как в	4	5
39	и к	3	5
40	не только	17	5
41	на этом	2	5
42	мы видели	3	5
43	точки зрения	23	5
44	того как	7	5
45	потому что	12	5
46	всего в	1	5
47	в ней	3	5
48	к нему	1	5
49	до нас	1	5
50	уже в	3	5
51	что и	6	5
52	вместе с	2	5
53	так же	2	5
54	и для	1	5
55	а в	5	5
56	к этому	1	5
57	на место	1	4
58	в сущности	4	4
59	как я	2	4
60	и на	1	4
61	хотя и	5	4
62	целый ряд	4	4
63	что это	3	4
64	он не	3	4
65	но все	2	4
66	и с	3	4
67	на этой	1	4
68	должно быть	7	4
69	том что	11	4
70	он дает	1	4
71	одном из	1	4
72	но он	1	4
73	ничего не	6	4
74	рядом с	1	4
75	в виду	8	4
76	в одну	1	4
77	и здесь	2	4
78	после того	6	4
79	слов и	5	4
80	может быть	14	4
81	было бы	16	4
82	к жизни	1	4
83	все что	1	4
84	том числе	2	4
85	например в	1	3
86	и есть	5	3
87	из самых	1	3
88	с точки	16	3
89	той же	3	3
90	я не	5	3
91	кроме того	2	3
92	в главе	1	3
93	и те	1	3
94	так сказать	2	3
95	при этом	6	3
96	связанные с	1	3
97	его в	2	3
98	несмотря на	1	3
99	во время	1	3
100	в своей	4	3
101	таким же	1	3
102	в их	6	3
103	оказывается что	1	3
104	тем самым	4	3
105	не должно	1	3
106	в отношении	3	3
107	не имеет	3	3
108	тем что	5	3
109	как о	3	3
110	мы найдем	2	3
111	свою очередь	1	3
112	можно было	11	3
113	так много	1	3
114	о нем	1	3
115	нас в	3	3
116	в свете	2	3
117	что он	6	3
118	поэтому и	1	3
119	по этому	1	3
120	и их	1	3
121	в одном	2	3
122	так как	9	3
123	не было	4	3
124	для этой	1	3
125	не может	6	3
126	и потому	1	3
127	в область	2	3
128	в той	4	3
129	такой же	2	3
130	но это	5	3
131	с ними	1	3
132	в свою	1	3
133	не знает	2	3
134	того же	4	3
135	является и	2	3
136	есть и	1	3
137	и другие	1	3
138	и эта	1	3
139	это в	2	3
140	ту же	1	2
141	также и	5	2
142	и то	1	2
143	на самом	3	2
144	было как	2	2
145	и так	1	2
146	все те	2	2
147	из всех	1	2
148	есть не	3	2
149	пока он	3	2
150	он знает	1	2
151	мы не	3	2
152	в которой	1	2
153	и новые	1	2
154	но по	1	2
155	по адресу	2	2
156	не совсем	1	2
157	же что	1	2
158	еще не	9	2
159	в которых	3	2
160	время в	3	2
161	в чем	5	2
162	а только	1	2
163	точка зрения	4	2
164	по отношению	3	2
165	отношение к	3	2
166	не просто	2	2
167	в одной	1	2
168	перед нами	1	2
169	говорит что	1	2
170	более или	2	2
171	роль играет	1	2
172	имеем в	1	2
173	учение о	2	2
174	какую роль	1	2
175	как он	2	2
176	слово это	2	2
177	и вот	3	2
178	свое время	2	2
179	что все	2	2
180	с этим	1	2
181	конкретности и	1	2
182	далеко не	5	2
183	мы имеем	2	2
184	не мог	1	2
185	что значит	4	2
186	в этих	2	2
187	в следующем	1	2
188	мы в	1	2
189	или менее	2	2
190	своего рода	2	2
191	образом и	1	2
192	этой новой	1	2
193	что есть	2	2
194	дело не	2	2
195	в процессе	3	2
196	следовательно и	1	2
197	этой речи	1	2
198	в области	14	2
199	они как	1	2
200	к тому	3	2
201	не есть	3	2
202	всего этого	3	2
203	на том	2	2
204	путешествие в	1	2
205	о тех	1	2
206	никогда не	1	2
207	здесь как	2	2
208	отсюда и	1	2
209	и выражений	2	2
210	в словах	1	2
211	остановимся на	1	2
212	связанное с	1	2
213	а также	4	2
214	одного из	1	2
215	еще более	2	2
216	все время	1	2
217	того что	11	2
218	тот же	6	2
219	одной из	1	2
220	во времени	1	2
221	и ее	1	2
222	уже не	8	2
223	же в	1	2
224	свидетельствует о	1	2
225	и обратно	1	2
226	характерно что	1	2
227	и со	1	2
228	связано с	1	2
229	отношению к	2	2
230	к самому	1	2
231	в особенности	2	2
232	именно в	3	2
233	и др	1	2
234	а на	1	2
235	а не	11	2
236	в связи	5	2
237	формах и	1	2
238	может иметь	3	2
239	из которых	1	2
240	по своему	2	2
241	в данном	7	2
242	в первой	1	2
243	в результате	3	2
244	этой системы	2	2
245	о котором	1	2
246	у них	1	2
247	интерес к	1	2
248	и как	2	2
249	одновременно и	1	2
250	в свое	2	2
251	во всяком	2	2
252	говорили о	1	1
253	который должен	1	1
254	отношения к	1	1
255	зрения их	1	1
256	рассказывает что	1	1
257	и через	2	1
258	в такой	1	1
259	сам по	3	1
260	самом деле	14	1
261	тех же	4	1
262	это и	3	1
263	на наших	1	1
