N	2gram	Propp_Isto_2	FransuaR
1	и в	15	49
2	прежде всего	5	19
3	в его	6	18
4	и на	4	17
5	не только	18	17
6	и его	3	17
7	в этом	11	15
8	и не	11	15
9	в них	1	13
10	только в	6	13
11	но и	14	13
12	во время	2	12
13	как и	2	11
14	как бы	6	11
15	в этой	4	10
16	вовсе не	1	10
17	в нем	7	9
18	и др	4	9
19	все это	3	9
20	в сущности	2	8
21	то же	10	7
22	все же	9	7
23	все эти	4	7
24	таким образом	7	7
25	как мы	1	7
26	один из	8	7
27	не может	5	7
28	мы уже	6	6
29	именно в	2	6
30	во всех	2	6
31	в истории	1	6
32	так и	5	6
33	и с	4	6
34	но он	4	6
35	в то	1	6
36	в себя	3	6
37	то что	12	6
38	здесь в	2	6
39	так как	14	6
40	сказать что	2	6
41	с его	1	5
42	из этих	3	5
43	но не	2	5
44	при этом	4	5
45	в эту	2	5
46	в своей	1	5
47	никогда не	15	5
48	роль в	3	5
49	тот же	1	5
50	уже в	2	5
51	может быть	17	5
52	в особенности	2	5
53	и потому	1	5
54	в основном	2	5
55	и над	1	4
56	и к	1	4
57	но в	6	4
58	в себе	4	4
59	но все	5	4
60	в жизни	2	4
61	в этих	11	4
62	и более	2	4
63	с ним	1	4
64	одна из	2	4
65	характер и	1	4
66	она была	1	4
67	с другой	2	4
68	и во	1	4
69	этот момент	1	4
70	а в	12	4
71	тем что	4	4
72	смерти и	7	4
73	до сих	6	4
74	не было	2	4
75	там где	1	4
76	и о	1	4
77	сих пор	7	4
78	том что	7	4
79	связана с	6	3
80	в самом	1	3
81	и со	1	3
82	духа и	1	3
83	для которого	1	3
84	да и	2	3
85	всех этих	3	3
86	можно было	5	3
87	а затем	2	3
88	и других	1	3
89	было бы	5	3
90	из них	2	3
91	ни в	2	3
92	далеко не	1	3
93	несмотря на	1	3
94	мы видели	2	3
95	на земле	1	3
96	во всем	1	3
97	нельзя было	1	3
98	в одном	5	3
99	их в	2	3
100	и под	1	3
101	даже в	1	3
102	но они	4	3
103	к этим	1	3
104	только с	2	3
105	и это	3	3
106	с ее	2	3
107	так в	3	3
108	связанных с	1	3
109	в виду	2	3
110	о том	3	3
111	другими словами	4	3
112	к нему	5	3
113	века и	1	3
114	же в	1	3
115	что он	24	3
116	с одной	4	3
117	связан с	5	3
118	превращается в	2	3
119	связь с	4	3
120	о чем	1	3
121	одной стороны	3	3
122	видит в	2	3
123	в течение	1	3
124	например у	1	3
125	в книге	1	3
126	в том	6	3
127	другой стороны	2	3
128	мы здесь	6	2
129	века но	1	2
130	на самом	2	2
131	перед лицом	1	2
132	на мир	1	2
133	в ней	4	2
134	еще не	9	2
135	он был	3	2
136	это и	1	2
137	что они	10	2
138	дает нам	2	2
139	как к	1	2
140	имеем в	5	2
141	на то	3	2
142	на его	2	2
143	ключ к	2	2
144	подобно тому	3	2
145	так например	1	2
146	и за	1	2
147	связанные с	1	2
148	на этой	2	2
149	должен был	3	2
150	можно найти	5	2
151	наших дней	1	2
152	уже к	1	2
153	в их	3	2
154	он дает	2	2
155	и эти	2	2
156	мы должны	4	2
157	что в	12	2
158	вплоть до	1	2
159	мире в	1	2
160	эти формы	1	2
161	того как	4	2
162	он еще	1	2
163	того чтобы	2	2
164	ничего не	7	2
165	связанное с	1	2
166	к ней	2	2
167	и после	1	2
168	связи с	8	2
169	могут быть	2	2
170	он видит	2	2
171	здесь не	2	2
172	без всякого	1	2
173	миром и	1	2
174	на основе	1	2
175	в пределах	1	2
176	в дальнейшем	1	2
177	особенно в	1	2
178	не были	1	2
179	в обряде	7	2
180	другом месте	2	2
181	в другом	9	2
182	одного из	1	2
183	там же	1	2
184	во все	1	2
185	связаны с	1	2
186	нуждается в	1	2
187	и следовательно	1	2
188	в новой	2	2
189	одной из	4	2
190	традиции в	1	2
191	проникнуть в	2	2
192	очень много	8	2
193	страх перед	3	2
194	здесь с	1	2
195	именно на	1	2
196	в качестве	3	2
197	характерно что	1	2
198	себе в	1	2
199	никто не	1	2
200	мы можем	8	2
201	у него	4	2
202	была еще	1	2
203	эти явления	1	2
204	до наших	1	2
205	нельзя сказать	1	2
206	и прежде	1	2
207	мы еще	1	2
208	до конца	1	2
209	одну из	1	2
210	в связи	5	2
211	для них	1	2
212	вместе с	7	2
213	так же	13	2
214	в него	2	2
215	xix века	1	2
216	тому как	3	2
217	в тех	2	2
218	по существу	2	2
219	всем что	1	2
220	но это	4	2
221	под названием	2	2
222	не подлежит	1	2
223	и другие	4	2
224	ее в	2	2
225	и эта	1	2
226	значения этого	1	1
227	говорили о	1	1
228	например в	2	1
229	и то	2	1
230	его здесь	1	1
231	а иногда	1	1
232	самом деле	2	1
233	он может	1	1
234	к своей	1	1
235	др все	1	1
236	в подземное	1	1
237	в котором	5	1
238	на мотив	2	1
239	что эти	4	1
240	и этот	1	1
241	той же	2	1
242	в несколько	1	1
243	есть не	1	1
244	здесь нам	1	1
245	еще на	1	1
246	мы имеем	15	1
247	еще можно	1	1
248	бы что	1	1
249	же ты	1	1
250	сущности это	1	1
251	еще до	2	1
252	но она	1	1
253	не вполне	1	1
254	все здесь	1	1
255	и он	1	1
256	всех сторон	4	1
257	дать ему	3	1
258	обряда и	1	1
