N	2gram	Losev_Vesc_1	Dialekti
1	не есть	49	54
2	т е	55	48
3	и не	29	27
4	а не	19	26
5	точки зрения	5	25
6	и т	19	24
7	и в	21	24
8	значит что	24	24
9	это значит	24	24
10	есть нечто	6	23
11	не только	36	23
12	т д	19	23
13	что такое	12	21
14	по себе	13	20
15	не может	17	19
16	не просто	19	18
17	ничего не	3	17
18	и есть	26	16
19	это –	25	16
20	допустим что	1	16
21	и что	15	15
22	что все	2	14
23	с точки	3	14
24	то что	27	14
25	таким образом	8	13
26	что он	1	13
27	вовсе не	10	13
28	может быть	16	13
29	и даже	6	13
30	что это	13	12
31	есть только	7	12
32	того что	8	12
33	есть и	4	12
34	но тогда	3	11
35	не менее	3	11
36	что же	8	11
37	в сущности	4	10
38	отнюдь не	5	10
39	тем не	3	10
40	только не	2	10
41	она есть	8	10
42	есть не	14	9
43	то это	3	9
44	что она	15	9
45	ни в	1	9
46	стало быть	1	9
47	но и	18	9
48	в этом	4	8
49	и как	8	8
50	это есть	7	8
51	отличается от	7	8
52	так что	5	8
53	в виде	1	8
54	прежде всего	9	8
55	что мы	14	8
56	том что	8	8
57	это и	6	7
58	– не	9	7
59	в самом	9	7
60	не суть	2	7
61	как и	8	7
62	нет никакого	2	7
63	никогда не	2	7
64	как раз	9	7
65	потому что	16	7
66	что оно	8	7
67	ясно что	8	7
68	в виду	2	7
69	другими словами	5	7
70	он –	1	7
71	только на	3	7
72	но что	2	7
73	даже и	4	7
74	в особенности	1	7
75	ничем не	3	7
76	и нет	1	7
77	материя есть	1	7
78	что в	9	7
79	самом деле	4	6
80	должна быть	4	6
81	д и	5	6
82	что иное	7	6
83	я не	4	6
84	что существует	1	6
85	иное как	7	6
86	– это	1	6
87	то же	6	6
88	об этом	3	6
89	и с	8	6
90	вещей и	4	6
91	есть именно	6	6
92	превращается в	1	6
93	оно не	3	6
94	утверждать что	1	6
95	больше ничего	8	6
96	и –	10	6
97	если бы	5	6
98	что и	3	6
99	и только	3	6
100	отлично от	2	6
101	о том	6	6
102	история и	1	6
103	так как	7	6
104	даже не	7	6
105	и пр	6	6
106	– в	5	6
107	не на	1	6
108	и все	5	6
109	все это	5	6
110	кроме того	4	6
111	от всего	12	6
112	но если	8	6
113	не что	7	6
114	есть то	9	6
115	сам по	3	5
116	но –	2	5
117	вопрос о	1	5
118	точка зрения	1	5
119	не буду	2	5
120	хотя и	4	5
121	и к	1	5
122	есть ли	6	5
123	от чего	2	5
124	сущности и	1	5
125	само по	1	5
126	по крайней	4	5
127	одно и	5	5
128	так и	3	5
129	было бы	14	5
130	всего прочего	5	5
131	мы не	6	5
132	и тогда	1	5
133	в том	8	5
134	есть всегда	4	5
135	можно ли	7	5
136	в то	3	5
137	тогда когда	5	5
138	и притом	3	5
139	и сама	3	5
140	и его	2	5
141	всегда есть	3	5
142	утверждаю что	3	5
143	только в	14	5
144	уже не	9	5
145	одно из	1	5
146	от всякого	4	5
147	крайней мере	4	5
148	как же	3	5
149	что не	5	5
150	есть явление	1	5
151	как это	2	5
152	с этой	4	5
153	но это	10	5
154	или не	2	5
155	личности и	1	5
156	только как	1	5
157	жизни и	2	5
158	я утверждаю	3	4
159	и то	10	4
160	чего не	2	4
161	и больше	9	4
162	и ничего	1	4
163	в возможности	1	4
164	время как	1	4
165	говорить о	6	4
166	мы и	1	4
167	в чем	6	4
168	нет и	1	4
169	есть просто	5	4
170	сама по	3	4
171	в истории	1	4
172	личностное бытие	1	4
173	я должен	4	4
174	конечно не	1	4
175	подобно тому	4	4
176	собственно говоря	4	4
177	это не	5	4
178	истории и	2	4
179	от себя	1	4
180	тому что	2	4
181	что есть	5	4
182	но только	3	4
183	если только	1	4
184	от того	3	4
185	а что	1	4
186	и это	14	4
187	мыслить и	3	4
188	чтобы быть	3	4
189	нет никакой	2	4
190	то время	1	4
191	– и	2	4
192	можно только	4	4
193	жизнь и	1	4
194	о нем	1	4
195	к тому	3	4
196	все вещи	2	4
197	идея есть	1	4
198	с другой	6	4
199	е не	2	4
200	сущность и	1	4
201	для него	4	4
202	оно –	3	4
203	если оно	4	4
204	что дух	1	4
205	это будет	3	4
206	или иной	1	4
207	говорит о	1	4
208	у нас	7	4
209	так же	1	4
210	ни от	5	4
211	тому как	4	4
212	говорить что	3	4
213	сознания и	1	4
214	хотя бы	6	4
215	только что	2	4
216	е в	7	4
217	сказать что	17	4
218	себя как	2	3
219	была бы	2	3
220	и механизм	1	3
221	из самых	2	3
222	мы уже	3	3
223	той же	2	3
224	и тут	3	3
225	но даже	3	3
226	зависимости от	1	3
227	как таковая	2	3
228	коем случае	1	3
229	и всякий	1	3
230	же она	1	3
231	материя –	1	3
232	и я	1	3
233	мере в	1	3
234	что именно	1	3
235	с этим	3	3
236	в своем	6	3
237	только тогда	3	3
238	все же	4	3
239	перед нами	2	3
240	то ясно	1	3
241	все эти	3	3
242	сводится на	1	3
243	на то	4	3
244	в нем	2	3
245	не значит	7	3
246	в силу	3	3
247	чем собственно	1	3
248	не будет	12	3
249	того или	1	3
250	к природе	1	3
251	он и	1	3
252	должно быть	6	3
253	ибо иначе	1	3
254	не больше	1	3
255	и без	3	3
256	имеется в	1	3
257	и значит	2	3
258	не в	5	3
259	есть еще	3	3
260	раз и	1	3
261	из которых	1	3
262	тем самым	1	3
263	она не	4	3
264	одна из	5	3
265	в основе	3	3
266	но она	3	3
267	– все	1	3
268	в коем	1	3
269	на себя	1	3
270	ровно ничего	1	3
271	во всем	1	3
272	уже и	1	3
273	я бы	1	3
274	должны быть	4	3
275	вещь но	6	3
276	мы ведь	1	3
277	можно и	2	3
278	и о	3	3
279	производственные отношения	1	3
280	как таковую	1	3
281	быть может	1	3
282	вот это	1	3
283	это было	1	3
284	к нему	1	3
285	или –	1	3
286	все время	1	3
287	быть и	1	3
288	во-вторых же	1	3
289	и ее	18	3
290	с одной	3	3
291	есть ни	3	3
292	есть в	1	3
293	то и	4	3
294	при помощи	2	3
295	из них	4	3
296	мы знаем	1	3
297	сами по	3	3
298	случае не	1	3
299	не говорит	2	3
300	тем что	2	3
301	для того	2	3
302	мы воспринимаем	1	3
303	эти две	4	3
304	и прежде	1	3
305	есть подлинная	2	3
306	одинаковой мере	1	3
307	не было	1	3
308	может ли	2	3
309	его как	1	3
310	ни о	1	3
311	ни на	3	3
312	одной стороны	3	3
313	а если	1	3
314	в сферу	1	3
315	как бы	12	3
316	– что	1	3
317	или оно	1	3
318	если не	3	3
319	с полной	4	3
320	только одна	1	3
321	итак если	1	3
322	и от	3	3
323	и ни	1	3
324	материализм есть	1	3
325	только о	1	3
326	я вижу	2	3
327	также не	1	3
328	– как	7	3
329	все что	1	3
330	в слове	2	3
331	я и	6	2
332	также и	6	2
333	же как	1	2
334	от самой	4	2
335	в частности	1	2
336	это значит?	2	2
337	только потому	1	2
338	от самого	1	2
339	в чисто	1	2
340	в первом	2	2
341	вещь не	9	2
342	в зависимости	1	2
343	если я	6	2
344	что если	1	2
345	– одно	1	2
346	есть основа	1	2
347	так чтобы	2	2
348	оно вообще	1	2
349	оно есть	9	2
350	из того	2	2
351	которое не	1	2
352	и самой	1	2
353	и он	1	2
354	сама же	1	2
355	в ней	12	2
356	и говорить	1	2
357	еще не	8	2
358	верить в	1	2
359	всего этого	1	2
360	бы то	4	2
361	с его	1	2
362	но не	5	2
363	и уж	1	2
364	в особом	1	2
365	его на	1	2
366	и всякой	1	2
367	прочего и	1	2
368	и где	1	2
369	в мысли	3	2
370	и понимания	2	2
371	всего иного	3	2
372	но в	5	2
373	то в	4	2
374	– тоже	1	2
375	из этих	1	2
376	думать что	1	2
377	бы только	1	2
378	в себе	14	2
379	ибо если	2	2
380	тому же	1	2
381	тут –	6	2
382	но на	2	2
383	и если	2	2
