N	3gram	Propp_Isto_1	Marksizm
1	не может быть	7	13
2	до сих пор	5	8
3	бы то ни	2	8
4	то ни было	2	8
5	в связи с	3	7
6	в отличие от	2	5
7	с другой стороны	5	5
8	с самого начала	2	4
9	этот вопрос мы	2	3
10	в этом случае	1	3
11	то же самое	3	3
12	мы не будем	3	3
13	в этом отношении	1	3
14	на этот вопрос	2	3
15	и тот же	2	3
16	один и тот	2	3
17	в первом случае	1	3
18	но все же	3	3
19	в большинстве случаев	4	3
20	для того чтобы	1	3
21	в том что	4	3
22	сводится к тому	1	2
23	же как и	1	2
24	на самом же	1	2
25	можно было бы	3	2
26	что во всех	1	2
27	так же как	2	2
28	и этот момент	1	2
29	но в то	1	2
30	тесно связана с	1	2
31	смысле этого слова	1	2
32	не могут быть	1	2
33	в какой степени	1	2
34	вопрос о том	2	2
35	мы не найдем	1	2
36	по отношению к	3	2
37	до тех пор	1	2
38	самом же деле	1	2
39	в этом смысле	1	2
40	тем не менее	6	2
41	но кроме того	1	1
42	как он их	1	1
43	ничего не доказывает	1	1
44	же обстоит дело	2	1
45	идет именно о	1	1
46	оно может быть	2	1
47	прежде всего в	1	1
48	ни к каким	1	1
49	равно как и	1	1
50	большей или меньшей	2	1
51	одной стороны оно	1	1
52	подобно тому как	1	1
53	как это делает	1	1
54	не в целях	1	1
55	в ее основе	1	1
56	а просто как	1	1
57	до известной степени	1	1
58	сами по себе	1	1
59	сказать что и	1	1
60	но и в	2	1
61	связаны друг с	2	1
62	могли бы быть	2	1
63	и потому в	1	1
64	в этой главе	1	1
65	так и с	1	1
66	чем иным как	1	1
67	может быть только	1	1
68	является не чем	1	1
69	в значительной степени	1	1
70	не будем здесь	1	1
71	не чем иным	1	1
72	а не только	1	1
73	все же и	1	1
74	сих пор мы	2	1
75	для него как	1	1
76	с одной стороны	4	1
77	не зависит от	1	1
78	и должно быть	2	1
79	связаны между собой	1	1
80	в большей или	1	1
81	все же не	2	1
82	какой бы то	1	1
83	это не значит	1	1
84	в этом направлении	1	1
85	как мы увидим	2	1
86	в частности например	1	1
87	до наших дней	1	1
88	более или менее	5	1
89	так же обстоит	2	1
90	таким образом в	1	1
91	между собой и	1	1
92	мы должны спросить	1	1
93	само по себе	2	1
94	того как он	1	1
95	не только в	1	1
96	в результате мы	1	1
97	ни к какой	1	1
98	таким образом и	1	1
99	к тому что	1	1
100	друг с другом	3	1
101	и в нем	1	1
102	во всех случаях	2	1
103	находится под его	1	1
104	в совершенно иной	1	1
105	и между ними	1	1
106	в любой момент	1	1
