N	2gram	Vygotskiy__5	Problemy
1	и в	16	46
2	и не	12	27
3	может быть	9	23
4	не может	18	19
5	как бы	5	19
6	в нем	7	17
7	в этом	25	16
8	не только	16	14
9	и т.п	1	14
10	на пороге	4	12
11	перед нами	1	12
12	как мы	10	12
13	но и	6	12
14	как и	8	12
15	и на	6	11
16	точки зрения	18	11
17	в одном	3	11
18	а не	10	11
19	в пределах	4	10
20	не в	6	10
21	между ними	1	10
22	и к	2	9
23	в самом	4	9
24	с точки	9	9
25	слово не	1	9
26	и все	1	9
27	в его	11	9
28	в том	18	9
29	вовсе не	2	9
30	прежде всего	3	9
31	до сих	3	8
32	сих пор	3	8
33	в сущности	13	7
34	еще не	4	7
35	в себе	1	7
36	и с	3	7
37	по себе	7	7
38	как раз	1	7
39	устную речь	1	7
40	то же	8	6
41	никогда не	5	6
42	и он	1	6
43	но в	6	6
44	к одному	2	6
45	в каждом	1	6
46	ни в	1	6
47	что я	2	6
48	но это	3	6
49	и его	3	6
50	что он	25	6
51	только в	10	6
52	есть в	1	6
53	и между	2	6
54	все это	2	6
55	мы увидим	1	6
56	к другому	1	5
57	в котором	2	5
58	с его	1	5
59	во всех	2	5
60	по отношению	12	5
61	за пределы	4	5
62	нам кажется	2	5
63	так сказать	1	5
64	при этом	4	5
65	это не	4	5
66	в жизни	2	5
67	рядом с	1	5
68	в то	5	5
69	в структуре	1	5
70	в самой	1	5
71	это слово	1	5
72	если же	1	5
73	о том	8	5
74	к нему	3	5
75	если мы	7	5
76	мы находим	1	5
77	так как	16	5
78	у него	6	5
79	с другом	7	5
80	друг с	7	5
81	речи и	6	5
82	отношению к	12	5
83	жизни и	2	5
84	например в	1	4
85	самом деле	3	4
86	в их	3	4
87	мы не	3	4
88	но не	10	4
89	как в	5	4
90	все же	3	4
91	кроме того	1	4
92	все эти	4	4
93	он не	8	4
94	таким образом	19	4
95	и наконец	1	4
96	том что	15	4
97	в этих	3	4
98	том же	1	4
99	в процессе	13	4
100	этих двух	3	4
101	во всем	2	4
102	потому что	21	4
103	в направлении	1	4
104	в себя	3	4
105	приводит к	7	4
106	так и	7	4
107	по мере	2	4
108	в виду	2	4
109	и здесь	2	4
110	и других	1	4
111	можно сказать	5	4
112	уже в	1	4
113	к ним	2	4
114	мы можем	6	4
115	точек зрения	4	4
116	еще и	3	4
117	до конца	3	4
118	да и	1	4
119	должно быть	8	4
120	то что	26	4
121	не знает	5	4
122	совершенно не	2	4
123	что в	16	4
124	но эти	1	4
125	том числе	1	4
126	одним из	2	3
127	также и	1	3
128	сам по	1	3
129	и это	1	3
130	тем же	1	3
131	между двумя	3	3
132	здесь и	1	3
133	мы уже	1	3
134	той же	4	3
135	мы имеем	1	3
136	и о	1	3
137	мы и	5	3
138	то это	2	3
139	отношение к	11	3
140	отличие от	2	3
141	значение для	2	3
142	в центре	2	3
143	в той	6	3
144	в своем	5	3
145	более или	1	3
146	в этой	6	3
147	имеем в	1	3
148	как он	6	3
149	на то	1	3
150	направлено на	1	3
151	их в	2	3
152	на этом	3	3
153	было бы	10	3
154	в слове	1	3
155	такой же	4	3
156	или менее	1	3
157	но если	6	3
158	и их	4	3
159	в своей	2	3
160	в отличие	2	3
161	не как	1	3
162	образом и	1	3
163	но он	7	3
164	в отношении	9	3
165	она не	1	3
166	по своей	3	3
167	не могут	4	3
168	числе и	1	3
169	с ее	1	3
170	но при	2	3
171	и этим	1	3
172	если бы	8	3
173	и т.д	4	3
174	никак не	3	3
175	и что	12	3
176	в различных	2	3
177	и во	1	3
178	и только	1	3
179	слов и	2	3
180	отличается от	1	3
181	между этими	1	3
182	устной речи	24	3
183	себя в	1	3
184	первостепенное значение	1	3
185	только на	2	3
186	в единстве	2	3
187	а то	1	3
188	в конце	1	3
189	что и	3	3
190	тем что	5	3
191	эти явления	1	3
192	и даже	2	3
193	с другой	4	3
194	себя и	2	3
195	более того	1	3
196	с помощью	10	3
197	так же	15	3
198	что же	1	3
199	по существу	3	3
200	но для	1	3
201	и для	1	3
202	в речи	1	3
203	бы в	4	3
204	еще более	5	3
205	другой стороны	2	3
206	того же	7	3
207	но этот	2	3
208	и другие	2	3
209	а между	1	2
210	смысле слова	1	2
211	ту же	2	2
212	отношения к	2	2
213	определенный способ	1	2
214	же как	7	2
215	словом как	1	2
216	связи между	1	2
217	и должны	1	2
218	вопрос о	12	2
219	себе что	1	2
220	не нужно	1	2
221	он сам	1	2
222	мы будем	2	2
223	если в	3	2
224	в общем	1	2
225	оно является	3	2
226	сама по	4	2
227	в одной	1	2
228	с этим	3	2
229	стороны и	2	2
230	как нам	1	2
231	когда он	2	2
232	целый ряд	1	2
233	и как	3	2
234	не было	1	2
235	на некоторых	1	2
236	отношение между	4	2
237	но на	1	2
238	развиваться в	1	2
239	должна быть	5	2
240	к внутренней	3	2
241	в корне	2	2
242	оно должно	1	2
243	свое время	2	2
244	ни одному	1	2
245	и по	4	2
246	но все	2	2
247	об этом	1	2
248	на все	5	2
249	лишь в	1	2
250	хотя бы	5	2
251	может стать	1	2
252	этом смысле	1	2
253	и тем	3	2
254	все равно	2	2
255	вернемся к	1	2
256	себе а	1	2
257	мысли и	5	2
258	не менее	3	2
259	которые в	1	2
260	или одна	1	2
261	зрения и	1	2
262	речь и	4	2
263	того как	5	2
264	но она	1	2
265	не могло	1	2
266	ничего не	5	2
267	к ней	1	2
268	своей природе	3	2
269	отношении к	1	2
270	и является	3	2
271	то и	2	2
272	для другого	2	2
273	у нас	2	2
274	языка в	1	2
275	могут быть	4	2
276	к тому	6	2
277	самом предмете	1	2
278	той или	1	2
279	указывает на	2	2
280	без всякого	1	2
281	языка и	6	2
282	и совершенно	1	2
283	в другом	6	2
284	можно было	5	2
285	те же	2	2
286	в плоскости	2	2
287	с ним	5	2
288	все он	2	2
289	между тем	3	2
290	с отношением	1	2
291	здесь в	1	2
292	все время	1	2
293	и следовательно	6	2
294	но с	2	2
295	этот вопрос	6	2
296	по данному	1	2
297	реагирует на	1	2
298	так что	4	2
299	и они	1	2
300	речь в	3	2
301	для него	5	2
302	в известной	3	2
303	другую сторону	1	2
304	а в	3	2
305	в других	1	2
306	о которых	1	2
307	или иной	1	2
308	для этого	1	2
309	он владеет	1	2
310	влияние на	1	2
311	только к	2	2
312	на этот	4	2
313	которые происходят	1	2
314	там где	1	2
315	что мы	4	2
316	материал и	1	2
317	вместе с	4	2
318	в духе	1	2
319	ним как	1	2
320	в данном	1	2
321	к жизни	3	2
322	этих явлений	1	2
323	в первой	2	2
324	слов в	1	2
325	об особенностях	2	2
326	этого слова	1	2
327	знает только	1	2
328	речи как	4	2
329	сознания и	2	2
330	в результате	4	2
331	для нас	1	2
332	в большей	1	2
333	находим в	1	2
334	не дает	2	2
335	в системе	4	2
336	сказать что	13	2
337	в свое	2	2
338	в заключение	1	2
339	к другим	1	2
340	значение в	3	2
341	во всяком	2	2
342	все что	2	2
343	они не	3	2
344	к полному	2	1
345	относится и	1	1
346	функции в	3	1
347	должно стать	1	1
348	и то	4	1
349	этом пункте	1	1
350	на самом	1	1
351	он может	3	1
352	своими собственными	1	1
353	этого последнего	1	1
354	и есть	7	1
355	из самых	1	1
356	оно было	1	1
357	в какой-то	1	1
358	от которых	1	1
359	собственном смысле	1	1
360	несколько иной	1	1
361	сравнению с	5	1
362	при анализе	2	1
363	входит в	1	1
364	собой как	3	1
365	совпадает с	2	1
366	принадлежит к	2	1
367	и чужого	3	1
368	вместо того	3	1
369	от друга	4	1
370	из того	11	1
371	речь если	1	1
372	в ней	2	1
373	целое и	1	1
374	иное отношение	3	1
375	нужна ему	1	1
376	между собой	13	1
377	внимание и	3	1
378	возможности и	1	1
379	же самые	2	1
380	в нашем	1	1
381	то мы	1	1
382	как правило	1	1
383	различия между	1	1
384	могло быть	1	1
385	но как	3	1
386	в голове	1	1
387	а только	4	1
388	очевидно и	1	1
389	который мы	2	1
390	это последнее	1	1
391	друг от	4	1
392	один и	3	1
393	в собственном	1	1
394	речи но	2	1
395	на которое	1	1
396	как к	1	1
397	что совершается	1	1
398	все остальные	1	1
399	просто как	1	1
400	приводят к	2	1
401	могли бы	6	1
402	нами в	2	1
403	не являются	1	1
404	речи достигает	1	1
405	поэтому он	2	1
406	точку зрения	1	1
407	что это	1	1
408	в целом	4	1
409	сказать о	1	1
410	этих моментов	1	1
411	учение о	2	1
412	только между	1	1
413	еще один	1	1
414	и отношения	3	1
415	с их	4	1
416	словами для	1	1
417	самым существенным	1	1
418	тому же	2	1
419	из его	1	1
420	из общей	2	1
421	в наших	1	1
422	всеми остальными	1	1
423	но прежде	1	1
424	на его	2	1
425	что она	2	1
426	в ее	1	1
427	уже сама	1	1
428	неизбежно должны	1	1
429	к миру	1	1
430	и задачи	1	1
431	высшей степени	2	1
432	и социальной	1	1
433	свою собственную	1	1
434	он должен	5	1
435	отношений между	2	1
436	в силу	10	1
437	по законам	1	1
438	в первом	3	1
439	ни были	1	1
440	что у	2	1
441	к каждому	1	1
442	и единство	2	1
443	в плане	1	1
444	слились в	1	1
445	чтобы их	1	1
446	мы говорили	2	1
447	может понять	1	1
448	одно и	1	1
449	от нее	1	1
450	в одну	1	1
451	здесь мы	1	1
452	что все	6	1
453	на всю	2	1
454	сознание и	2	1
455	связанных с	1	1
456	влиять на	3	1
457	на ту	1	1
458	независимость от	1	1
459	его в	2	1
460	знает что	2	1
461	всеми своими	1	1
462	которая как	2	1
463	не совпадает	2	1
464	моменты в	1	1
465	свою противоположность	1	1
466	этот человек	1	1
467	он является	1	1
468	в них	2	1
469	в высшей	2	1
470	для опровержения	1	1
471	в плоскость	2	1
472	и определяет	1	1
473	предмет но	1	1
474	и уже	1	1
475	из слов	1	1
476	всегда и	1	1
477	несмотря на	1	1
478	мы знаем	3	1
479	чем в	3	1
480	речь для	1	1
481	же есть	1	1
482	менее чем	1	1
483	что если	4	1
484	во второй	2	1
485	через другую	1	1
486	благодаря этому	2	1
487	языка если	1	1
488	имеют как	1	1
489	в такой	5	1
490	по сравнению	5	1
491	и благодаря	1	1
492	одним и	1	1
493	знает и	1	1
494	место в	1	1
495	мы в	1	1
496	не столько	1	1
497	что говорит	1	1
498	для всякого	1	1
499	которой они	1	1
500	для изучения	1	1
501	поэтому мы	1	1
502	друг другу	2	1
503	в прямом	1	1
504	что было	2	1
505	обращение к	1	1
506	по всем	1	1
507	тем самым	8	1
508	возможно только	1	1
509	однако в	1	1
510	какие существуют	1	1
511	речь речь	1	1
512	тому что	5	1
513	своего пути	1	1
514	но они	2	1
515	самого начала	5	1
516	что ему	1	1
517	этими двумя	2	1
518	мысли в	4	1
519	дело не	1	1
520	сделать и	2	1
521	мышления и	4	1
522	тогда когда	5	1
523	и притом	1	1
524	к этим	1	1
525	его собственного	1	1
526	как его	1	1
527	в самых	4	1
528	иметь в	1	1
529	но только	2	1
530	как во	1	1
531	значительно меньше	1	1
532	только его	1	1
533	речи не	4	1
534	а во	1	1
535	всего на	1	1
536	очень сложные	1	1
537	на практике	2	1
538	слова которая	1	1
539	в другую	1	1
540	развивается в	1	1
541	связи с	3	1
542	и сама	1	1
543	в более	2	1
544	в сознании	1	1
545	что речь	1	1
546	из истории	1	1
547	я сознаю	1	1
548	как будто	2	1
549	можем говорить	2	1
550	только одним	2	1
551	что на	1	1
552	в области	12	1
553	оригинальности и	1	1
554	смысле к	1	1
555	сделать в	1	1
556	такие же	1	1
557	начиная с	1	1
558	нисколько не	1	1
559	когда они	1	1
560	совершенно особая	1	1
561	лежит в	2	1
562	только еще	1	1
563	должны быть	2	1
564	определенное место	1	1
565	значительной степени	1	1
566	является одним	1	1
567	и другим	2	1
568	не способен	2	1
569	они даны	1	1
570	для его	2	1
571	к речи	1	1
572	его значение	1	1
573	уже на	2	1
574	что при	1	1
575	эпоху в	1	1
576	и поэтому	2	1
577	они вовсе	1	1
578	не делает	1	1
579	которого мы	1	1
580	того чтобы	17	1
581	речь полна	2	1
582	из главных	1	1
583	с самого	5	1
584	не возникает	1	1
585	идет речь	1	1
586	своей речи	1	1
587	результаты обоих	1	1
588	отношения эти	1	1
589	на нее	2	1
590	не с	2	1
591	собой в	1	1
592	оно как	1	1
593	речь как	2	1
594	еще в	3	1
595	начинается в	2	1
596	известной мере	1	1
597	наконец третья	1	1
598	они становятся	1	1
599	отношения могут	1	1
600	как чисто	2	1
601	но может	1	1
602	связанная с	2	1
603	вопроса и	1	1
604	но к	1	1
605	законам и	1	1
606	чего она	1	1
607	этом последнем	1	1
608	или на	1	1
609	на что	1	1
610	после того	1	1
611	все его	1	1
612	в сфере	5	1
613	может не	1	1
614	от него	1	1
615	на всех	1	1
616	с теми	1	1
617	о влиянии	2	1
618	являются в	1	1
619	или иначе	1	1
620	по типу	2	1
621	функций в	1	1
622	во втором	1	1
623	и непосредственное	1	1
624	язык в	1	1
