N	2gram	Bakhtin_KF_1	Myshleni
1	и в	24	28
2	в том	6	28
3	то что	7	28
4	в этом	14	27
5	того что	3	24
6	потому что	2	22
7	том что	4	19
8	не может	27	19
9	что он	2	18
10	только в	16	18
11	что в	4	17
12	не только	5	16
13	точки зрения	12	13
14	может быть	45	13
15	тому что	2	11
16	и не	26	11
17	что мы	1	11
18	как бы	9	11
19	к другим	1	11
20	но не	12	10
21	по отношению	26	10
22	понятий и	1	10
23	отношений между	1	10
24	с точки	9	10
25	в отношении	1	10
26	того чтобы	2	10
27	к тому	1	10
28	так как	1	10
29	от того	3	10
30	но и	9	10
31	отношению к	22	10
32	было бы	8	9
33	в процессе	2	9
34	мы можем	1	9
35	в самом	1	8
36	тем самым	4	8
37	никогда не	5	8
38	тем что	3	8
39	для того	3	8
40	еще не	4	8
41	того же	1	7
42	то же	5	7
43	отношение к	5	7
44	в своем	16	7
45	в которой	1	7
46	научных и	1	7
47	он не	6	7
48	в нем	28	7
49	если бы	8	7
50	мы видим	1	7
51	и других	2	7
52	мышления и	2	7
53	там где	5	7
54	вместе с	1	7
55	между ними	1	7
56	связи между	1	6
57	мы не	3	6
58	в чем	4	6
59	и как	2	6
60	и к	1	6
61	в мышлении	1	6
62	как и	5	6
63	для него	8	6
64	к предмету	1	6
65	не имеет	5	6
66	тогда когда	3	6
67	когда мы	1	6
68	же самое	1	6
69	приводит к	1	6
70	так и	2	6
71	можно сказать	1	6
72	его в	5	6
73	как раз	1	6
74	в области	2	6
75	в то	3	6
76	том же	1	5
77	показать что	1	5
78	в зависимости	1	5
79	вопрос о	2	5
80	зависимости от	1	5
81	и на	3	5
82	но в	5	5
83	в этой	2	5
84	их развития	1	5
85	что все	1	5
86	и тем	3	5
87	нашего исследования	1	5
88	с тем	2	5
89	могут быть	3	5
90	это не	10	5
91	содержится в	1	5
92	и все	7	5
93	и то	2	4
94	в первом	1	4
95	той же	1	4
96	если я	2	4
97	мы имеем	5	4
98	совпадает с	1	4
99	я не	6	4
100	во всех	11	4
101	только тогда	1	4
102	относится к	1	4
103	с этим	1	4
104	в себе	21	4
105	в нашем	1	4
106	на то	1	4
107	в понятии	1	4
108	на этом	1	4
109	и того	2	4
110	одного и	1	4
111	он должен	1	4
112	не в	12	4
113	мысли в	1	4
114	в сознании	2	4
115	оно не	2	4
116	своего развития	1	4
117	на основе	7	4
118	ясно что	3	4
119	связь между	1	4
120	что и	7	4
121	именно в	5	4
122	в качестве	2	4
123	друг друга	1	4
124	только по	2	4
125	они не	1	4
126	ту же	1	3
127	отношения к	1	3
128	это и	2	3
129	за собой	1	3
130	чего не	2	3
131	оба эти	2	3
132	с его	1	3
133	значение для	1	3
134	независимо от	3	3
135	как в	2	3
136	хотя и	1	3
137	от этого	2	3
138	и отношения	2	3
139	на его	1	3
140	как оно	2	3
141	при этом	4	3
142	с ней	1	3
143	и по	1	3
144	в каждом	3	3
145	а по	2	3
146	должен был	1	3
147	между отдельными	1	3
148	движение по	1	3
149	в их	8	3
150	по себе	2	3
151	в основе	5	3
152	только не	1	3
153	по своей	1	3
154	не по	4	3
155	до того	1	3
156	лежит в	1	3
157	отличается от	1	3
158	понятием как	1	3
159	в себя	7	3
160	но мы	1	3
161	мог бы	1	3
162	образом в	1	3
163	и здесь	7	3
164	и т.д	2	3
165	во втором	1	3
166	в его	40	3
167	и только	6	3
168	один из	2	3
169	и его	17	3
170	а это	2	3
171	до конца	3	3
172	нуждается в	1	3
173	для решения	1	3
174	только к	1	3
175	зависит от	1	3
176	а не	17	3
177	но как	5	3
178	как это	1	3
179	это есть	2	3
180	в целом	10	3
181	логических отношений	1	3
182	по принципу	1	3
183	мы должны	1	3
184	отношении к	2	3
185	не знает	5	3
186	первом случае	1	3
187	в своих	3	3
188	научного и	1	2
189	самом деле	3	2
190	он может	2	2
191	мы уже	1	2
192	что уже	1	2
193	вся система	1	2
194	вместо того	1	2
195	для нашей	1	2
196	будет иным	1	2
197	слово не	3	2
198	мышления как	2	2
199	а только	1	2
200	к которой	2	2
201	себе и	3	2
202	что именно	1	2
203	прежде всего	2	2
204	все же	5	2
205	когда он	1	2
206	и наконец	1	2
207	не являются	1	2
208	нами в	1	2
209	не совпадает	1	2
210	и полностью	1	2
211	поэтому он	1	2
212	как понятие	1	2
213	все эти	10	2
214	если он	1	2
215	в соответствующей	1	2
216	по самому	1	2
217	мысли и	1	2
218	сегодняшний день	1	2
219	различия в	1	2
220	понятиями но	1	2
221	другом в	1	2
222	этим самым	1	2
223	в другом	3	2
224	нам остается	1	2
225	этом смысле	3	2
226	всю свою	1	2
227	чем в	1	2
228	он имеет	2	2
229	несмотря на	1	2
230	остается в	1	2
231	раз и	2	2
232	в этих	1	2
233	в своей	10	2
234	лежат в	1	2
235	в котором	24	2
236	том смысле	1	2
237	понятием и	1	2
238	что я	5	2
239	но это	6	2
240	но он	1	2
241	что эта	2	2
242	не менее	3	2
243	она не	1	2
244	для каждого	1	2
245	но только	1	2
246	не могло	1	2
247	к таким	1	2
248	и от	1	2
249	мышления но	1	2
250	как с	1	2
251	на том	1	2
252	поэтому мы	1	2
253	не с	1	2
254	к его	1	2
255	можно только	1	2
256	для этого	2	2
257	с ним	5	2
258	предмета и	1	2
259	и теоретически	1	2
260	в значительной	1	2
261	нашего мышления	1	2
262	когда оно	1	2
263	но с	1	2
264	с ними	3	2
265	дело с	2	2
266	этот факт	2	2
267	если мы	1	2
268	только на	1	2
269	не из	2	2
270	бы совершенно	1	2
271	в одном	4	2
272	были бы	2	2
273	во второй	1	2
274	и др	1	2
275	исходит из	1	2
276	в определенных	1	2
