N	2gram	Medvedev_V_1	Komedia
1	и в	26	22
2	и не	19	21
3	т е	18	16
4	том что	8	13
5	таким образом	31	12
6	в том	15	12
7	ни в	1	10
8	потому что	1	10
9	в самом	4	9
10	до сих	1	9
11	вместе с	7	9
12	сих пор	1	9
13	в этом	26	8
14	его в	3	8
15	в своем	8	8
16	к ней	1	8
17	о том	10	8
18	если бы	3	8
19	в его	14	8
20	что и	3	8
21	что он	4	8
22	то же	10	7
23	не по	2	7
24	об этом	9	7
25	в конце	3	7
26	о чем	2	7
27	только что	4	7
28	а в	3	7
29	в свою	1	7
30	самом деле	1	6
31	еще не	2	6
32	тому же	1	6
33	в то	6	6
34	и его	6	6
35	к тому	4	6
36	того чтобы	3	6
37	свою очередь	1	6
38	и что	1	6
39	для того	3	6
40	может быть	22	6
41	как раз	3	6
42	во время	3	6
43	к этому	9	6
44	речь идет	1	5
45	что его	2	5
46	отношение к	1	5
47	более чем	1	5
48	но в	2	5
49	не только	25	5
50	а по	1	5
51	он не	2	5
52	в своей	4	5
53	в которых	3	5
54	то это	2	5
55	не менее	2	5
56	же время	5	5
57	связи с	4	5
58	и сам	1	5
59	хотя и	2	5
60	с ним	1	5
61	что в	10	5
62	по отношению	7	5
63	из них	9	5
64	тем что	1	5
65	прежде всего	13	5
66	как это	12	5
67	все это	10	5
68	и т	23	4
69	на себя	1	4
70	в ней	2	4
71	он был	1	4
72	с другой	11	4
73	нет и	3	4
74	и речи	1	4
75	отнюдь не	3	4
76	все же	5	4
77	когда он	3	4
78	то что	6	4
79	в себе	6	4
80	что она	2	4
81	с тем	3	4
82	несмотря на	1	4
83	точки зрения	3	4
84	не в	6	4
85	самого начала	1	4
86	на него	1	4
87	у него	6	4
88	друг друга	1	4
89	так и	5	4
90	между собой	1	4
91	и поэтому	1	4
92	до нас	2	4
93	не дает	1	4
94	т п	9	4
95	вовсе не	3	4
96	но и	10	4
97	а не	7	4
98	в связи	3	4
99	не является	5	4
100	и для	2	4
101	бы в	3	4
102	хотя бы	19	4
103	речи о	1	4
104	так же	3	4
105	который в	1	3
106	говорить о	2	3
107	из того	1	3
108	с его	3	3
109	в ее	4	3
110	с этим	3	3
111	и к	3	3
112	в которой	2	3
113	в этой	4	3
114	как он	2	3
115	на то	1	3
116	в нем	6	3
117	что ни	2	3
118	приводит к	5	3
119	было бы	7	3
120	в них	4	3
121	далеко не	2	3
122	как и	7	3
123	и еще	1	3
124	том как	3	3
125	себе в	1	3
126	их в	6	3
127	к ним	1	3
128	не имеет	1	3
129	никогда не	4	3
130	же самое	2	3
131	судя по	1	3
132	на это	2	3
133	в глаза	1	3
134	не о	2	3
135	одной из	1	3
136	с одной	2	3
137	в начале	1	3
138	что не	3	3
139	следует что	1	3
140	это обстоятельство	1	3
141	всяком случае	1	3
142	отношению к	7	3
143	и даже	2	3
144	даже не	2	3
145	на этот	1	3
146	один из	5	3
147	если не	1	3
148	в частности	11	3
149	не может	17	3
150	конечно не	1	3
151	по своему	1	3
152	одной стороны	2	3
153	в течение	2	3
154	как бы	5	3
155	с этой	1	3
156	в целом	4	3
157	еще больше	1	3
158	из себя	2	3
159	бы он	1	3
160	дело с	1	3
161	в какой	1	3
162	во всяком	1	3
163	человека и	3	2
164	из его	3	2
165	его не	3	2
166	не слишком	1	2
167	время как	1	2
168	и он	2	2
169	во всех	6	2
170	он говорит	5	2
171	конечном счете	5	2
172	за пределы	1	2
173	что они	3	2
174	как в	1	2
175	стороны и	2	2
176	в известной	1	2
177	целый ряд	1	2
178	в результате	5	2
179	всего лишь	3	2
180	не приходится	2	2
181	так или	1	2
182	бы не	2	2
183	если он	1	2
184	и если	1	2
185	на его	1	2
186	после этого	2	2
187	в силу	11	2
188	человека в	2	2
189	исходя из	1	2
190	а затем	2	2
191	а как	2	2
192	с другими	2	2
193	это не	7	2
194	который по	2	2
195	ни одной	1	2
196	на основании	8	2
197	как видно	1	2
198	и без	1	2
199	в котором	3	2
200	в их	5	2
201	в одном	4	2
202	как видим	8	2
203	что эта	1	2
204	тому что	6	2
205	она не	3	2
206	вплоть до	2	2
207	дело не	1	2
208	что их	1	2
209	в основе	1	2
210	в области	2	2
211	больше того	1	2
212	одним из	5	2
213	нет ни	2	2
214	ли не	2	2
215	если же	1	2
216	и это	1	2
217	как мы	1	2
218	в виду	4	2
219	здесь не	1	2
220	называет ее	1	2
221	то время	1	2
222	роль в	4	2
223	в образе	2	2
224	можно было	2	2
225	ни одним	1	2
226	по ее	1	2
227	а также	1	2
228	в другом	2	2
229	на вопрос	2	2
230	аналогии с	1	2
231	и во	1	2
232	в конечном	7	2
233	которой мы	1	2
234	между тем	5	2
235	какой мере	1	2
236	не как	1	2
237	пор не	1	2
238	должен быть	4	2
239	и ее	4	2
240	в качестве	11	2
241	уже в	1	2
242	мы знаем	3	2
243	себя от	1	2
244	при всей	2	2
245	этом отношении	13	2
246	от того	2	2
247	или иначе	1	2
248	себя и	1	2
249	что для	3	2
250	дошедших до	1	2
251	не было	7	2
252	игры на	1	2
253	что мы	2	2
254	первого акта	1	2
255	он и	2	2
256	и особенно	1	2
257	из которых	2	2
258	в пределах	5	2
259	не могут	7	2
260	сравнению с	1	2
261	по существу	3	2
262	его от	2	2
263	только для	1	2
264	о его	2	2
265	нет ничего	1	2
266	при всем	3	2
267	и все	1	2
268	конце концов	2	2
269	нет никаких	2	2
270	е в	2	2
271	а о	2	2
272	между ними	3	2
273	другой стороны	8	2
274	совершенно не	1	2
275	равно как	4	2
276	к этой	1	2
277	по сравнению	1	2
278	в своих	2	2
279	это в	1	2
280	в таком	1	2
281	формы и	2	1
282	например в	3	1
283	чтобы не	2	1
284	с жизнью	1	1
285	без них	1	1
286	вопросу который	1	1
287	же по	1	1
288	видеть в	2	1
289	в действие	1	1
290	особенно часто	1	1
291	в зависимости	6	1
292	мы имеем	3	1
293	этому же	1	1
294	с более	2	1
295	выдвигал в	1	1
296	вопрос о	1	1
297	именно к	1	1
298	начинается с	1	1
299	еще до	1	1
300	из дальнейшего	1	1
301	а для	2	1
302	зависимости от	5	1
303	жизни это	1	1
304	это время	1	1
305	характером и	1	1
306	собой в	1	1
307	он сам	2	1
308	все эти	6	1
309	не был	1	1
310	говоря уже	1	1
311	в чем	2	1
312	но не	2	1
313	но нередко	1	1
314	но как	3	1
315	если в	2	1
316	силу этого	4	1
317	ответ на	1	1
318	очевидно что	7	1
319	себе и	2	1
320	к сожалению	2	1
321	относится к	2	1
322	которые не	1	1
323	первая из	1	1
324	она у	1	1
325	в истории	1	1
326	общего с	1	1
327	одном из	3	1
328	только об	1	1
329	от до	2	1
330	бы при	1	1
331	нет каких-либо	1	1
332	перед нами	4	1
333	и как	3	1
334	что по	1	1
335	и наконец	2	1
336	связанный с	1	1
337	более или	6	1
338	моментов в	3	1
339	о каком-либо	1	1
340	роль играет	1	1
341	его роль	1	1
342	за это	1	1
343	чуть ли	2	1
344	из этих	7	1
345	начнем с	2	1
346	к достижению	1	1
347	имеем в	1	1
348	е из	1	1
349	в статье	4	1
350	т д	14	1
351	образом для	1	1
352	по крайней	2	1
353	в понимании	1	1
354	не являются	1	1
355	том чтобы	2	1
356	чувства в	1	1
357	на этом	1	1
358	его можно	1	1
359	именно это	1	1
360	в каждом	2	1
361	что все	3	1
362	же не	1	1
363	для характеристики	1	1
364	этом свидетельствует	1	1
365	и дальше	2	1
366	ним во	1	1
367	говорил что	2	1
368	них не	4	1
369	спать в	1	1
370	это было	1	1
371	вот например	6	1
372	лицо в	1	1
373	приходит в	1	1
374	материал для	1	1
375	его и	1	1
376	для них	1	1
377	соответствии с	1	1
378	и волнения	1	1
379	этого не	1	1
380	со своими	1	1
381	не всегда	1	1
382	или из	1	1
383	ею и	1	1
384	справедливости этих	1	1
385	сказать не	1	1
386	имеет ничего	1	1
387	работы в	1	1
388	это делает	3	1
389	страсти и	1	1
390	работая над	3	1
391	остается один	1	1
392	не столько	2	1
393	его т	1	1
394	знаем что	2	1
395	таков один	1	1
396	признать что	1	1
397	образом и	1	1
398	которые в	2	1
399	но он	1	1
400	друг другу	1	1
401	иным как	1	1
402	обращение к	1	1
403	предыдущих страницах	1	1
404	подчеркивает в	1	1
405	и ребенка	1	1
406	том же	6	1
407	в устах	1	1
408	а вот	2	1
409	автора это	1	1
410	эта мысль	1	1
411	без участия	1	1
412	как можно	1	1
413	без того	1	1
414	с которой	1	1
415	виду что	1	1
416	того как	1	1
417	на себе	1	1
418	к этим	2	1
419	сводится в	1	1
420	в самых	2	1
421	не могло	1	1
422	и весь	2	1
423	и по	3	1
424	три с	1	1
425	вот что	9	1
426	свидетельствуют о	2	1
427	со своим	2	1
428	в сознании	4	1
429	которое не	1	1
430	оказывается перед	1	1
431	представлений в	1	1
432	что на	1	1
433	ли это	2	1
434	похожи на	1	1
435	он вполне	1	1
436	один раз	1	1
437	уже о	1	1
438	все то	1	1
439	могут быть	5	1
440	числе и	2	1
441	слова с	1	1
442	мой взгляд	1	1
443	что при	2	1
444	подобно тому	2	1
445	приходит к	1	1
446	стихи о	1	1
447	какова же	1	1
448	перед необходимостью	1	1
449	были у	1	1
450	и от	3	1
451	а тот	1	1
452	и может	2	1
453	что у	2	1
454	образе и	3	1
455	реальной жизни	1	1
456	к его	2	1
457	остается только	1	1
458	это только	4	1
459	в которые	1	1
460	жизнь и	1	1
461	мы в	1	1
462	строго говоря	1	1
463	не его	1	1
464	для этого	1	1
465	покончить с	1	1
466	сводится к	3	1
467	ответа на	1	1
468	ситуации и	1	1
469	это явствует	1	1
470	и та	1	1
471	никак не	1	1
472	после того	1	1
473	все его	2	1
474	в пользу	2	1
475	может не	2	1
476	затем в	1	1
477	то в	1	1
478	которой было	1	1
479	от них	2	1
480	этому поводу	7	1
481	этом и	2	1
482	крайней мере	2	1
483	все основания	1	1
484	вслед за	2	1
485	сомнения в	1	1
486	персонажей и	2	1
487	и подобных	2	1
488	в ту	1	1
489	для самого	1	1
490	из видов	1	1
491	ни к	1	1
492	мы видим	1	1
493	только в	7	1
494	в стороне	1	1
495	моменты в	1	1
496	и кончая	1	1
497	во времени	1	1
498	об их	1	1
499	по этому	9	1
500	образ как	1	1
501	образов в	2	1
502	к какому	1	1
503	события и	1	1
504	и у	2	1
505	только на	1	1
506	ни одного	2	1
507	в нашей	4	1
508	отцов и	1	1
509	целого ряда	2	1
510	является не	4	1
511	этому вопросу	1	1
512	рассказывает о	4	1
513	в ином	1	1
514	и других	1	1
515	к каким	1	1
516	и их	3	1
517	раз с	1	1
518	на одном	1	1
519	войной и	1	1
520	очевидно также	1	1
521	это высказывание	2	1
522	может служить	1	1
523	не случайно	1	1
524	идет в	1	1
525	и никогда	1	1
526	следует понимать	5	1
527	внутреннего мира	1	1
528	о своей	1	1
529	стороны он	1	1
530	а именно	1	1
531	человека а	1	1
532	чем он	1	1
533	действующих лиц	5	1
534	выводам из	1	1
535	показывает что	1	1
536	из наиболее	1	1
537	говорит о	7	1
538	близко к	1	1
539	в соответствии	1	1
540	он только	1	1
541	эту возможность	1	1
542	в слове	3	1
543	нет даже	1	1
544	на время	2	1
545	с половиной	2	1
546	явствует из	1	1
547	и ему	1	1
548	было в	2	1
549	и потому	2	1
550	относятся к	1	1
551	е чисто	1	1
552	обратил внимание	1	1
553	лицом к	1	1
554	основанием для	1	1
555	заимствован из	1	1
556	тому как	2	1
557	да и	1	1
558	образом на	1	1
559	в кругу	1	1
560	на многие	1	1
561	в состоянии	1	1
562	персонажей в	1	1
563	еще раз	1	1
564	что из	1	1
565	можно сказать	4	1
566	эту операцию	1	1
567	в основном	5	1
568	сне не	2	1
569	является наглядным	1	1
570	короче говоря	1	1
571	признается в	1	1
572	писал в	3	1
573	многие из	2	1
574	вероятно в	1	1
575	этом однако	1	1
576	или в	3	1
577	о котором	1	1
578	это как	1	1
579	чтобы понять	1	1
580	а к	1	1
581	для нас	1	1
582	или менее	6	1
583	у них	2	1
584	в этих	1	1
585	и многократно	1	1
586	из современных	7	1
587	на предыдущих	1	1
588	все они	2	1
589	хотя в	1	1
590	но вот	1	1
591	к лицу	1	1
592	приходится признать	1	1
593	не говоря	1	1
594	сказать что	5	1
595	понимать как	2	1
596	сообщает о	1	1
597	о творчестве	2	1
598	обычно не	1	1
599	это на	1	1
600	его произведений	2	1
601	бы его	1	1
602	на своем	1	1
603	жизнь в	1	1
604	жизни и	3	1
605	по поводу	2	1
606	же на	1	1
607	во сне	21	1
608	можно назвать	1	1
609	как на	3	1
610	этой точки	2	1
611	том числе	2	1
612	они не	2	1
613	ничего общего	1	1
