N	2gram	Propp_Morf_1	FransuaR
1	и в	13	41
2	таким образом	21	19
3	в этом	14	15
4	как и	3	14
5	и все	1	14
6	то же	7	13
7	все эти	2	13
8	в этой	2	13
9	мы уже	1	12
10	в его	1	12
11	в себе	1	11
12	как мы	6	11
13	в том	6	11
14	прежде всего	9	11
15	так и	6	10
16	в то	3	10
17	никто не	3	10
18	не в	3	9
19	и его	1	9
20	в качестве	5	9
21	но и	4	9
22	что в	8	9
23	но в	2	8
24	то что	8	8
25	по существу	12	8
26	в новой	1	7
27	вовсе не	4	7
28	в них	1	7
29	как бы	3	7
30	и не	12	7
31	и до	1	6
32	ни в	1	6
33	о том	2	6
34	мы видим	13	6
35	только в	2	6
36	это не	6	6
37	для него	1	6
38	у него	1	6
39	с помощью	1	6
40	все они	1	6
41	как в	3	5
42	и к	4	5
43	не только	4	5
44	на этом	3	5
45	точки зрения	2	5
46	того как	2	5
47	потому что	3	5
48	к нему	3	5
49	на одном	1	5
50	и у	1	5
51	что и	7	5
52	так же	3	5
53	и для	2	5
54	в другое	1	5
55	а в	7	5
56	к этому	3	5
57	в сущности	3	4
58	момент в	1	4
59	и на	1	4
60	хотя и	3	4
61	целый ряд	3	4
62	и наконец	1	4
63	та же	2	4
64	что это	1	4
65	он не	3	4
66	но все	3	4
67	и с	1	4
68	должно быть	1	4
69	том что	4	4
70	но он	1	4
71	одна из	4	4
72	ничего не	4	4
73	в виду	1	4
74	в образе	4	4
75	в последней	1	4
76	и здесь	5	4
77	после того	1	4
78	может быть	52	4
79	было бы	3	4
80	например в	2	3
81	он может	2	3
82	и есть	2	3
83	из самых	1	3
84	с точки	2	3
85	с ее	1	3
86	он был	1	3
87	во всех	4	3
88	совсем не	3	3
89	кроме того	1	3
90	в главе	1	3
91	при этом	1	3
92	и по	2	3
93	в нее	1	3
94	связанные с	1	3
95	его в	2	3
96	несмотря на	4	3
97	во время	6	3
98	в своей	1	3
99	оказывается что	1	3
100	не должно	1	3
101	сам он	3	3
102	не имеет	2	3
103	тем что	4	3
104	очень часто	6	3
105	можно было	2	3
106	иногда в	5	3
107	путь на	1	3
108	в форме	6	3
109	в формах	1	3
110	что он	4	3
111	из них	3	3
112	и их	2	3
113	в одном	1	3
114	так как	16	3
115	не на	2	3
116	но есть	3	3
117	для этой	3	3
118	не может	14	3
119	в той	1	3
120	в это	1	3
121	такой же	1	3
122	но это	6	3
123	с ними	1	3
124	не знает	1	3
125	которым он	1	3
126	есть и	4	3
127	и другие	6	3
128	как нечто	1	2
129	ту же	2	2
130	также и	4	2
131	начинается с	3	2
132	и то	1	2
133	на самом	4	2
134	явления и	1	2
135	в доме	1	2
136	мы не	8	2
137	в которой	3	2
138	он действует	2	2
139	не совсем	1	2
140	и заставляет	1	2
141	еще не	3	2
142	в которых	2	2
143	в чем	1	2
144	с его	2	2
145	характер они	1	2
146	явлений и	1	2
147	по отношению	4	2
148	отношение к	1	2
149	в течение	1	2
150	в одной	1	2
151	перед нами	10	2
152	говорит что	1	2
153	более или	2	2
154	имеем в	6	2
155	учение о	3	2
156	рассказ о	1	2
157	и вот	1	2
158	одно и	1	2
159	и может	1	2
160	это было	3	2
161	с этим	11	2
162	далеко не	5	2
163	мы имеем	9	2
164	в этих	13	2
165	том как	1	2
166	или менее	2	2
167	образом и	1	2
168	этой новой	1	2
169	их в	1	2
170	по горизонтали	1	2
171	дело не	2	2
172	дело в	1	2
173	и сама	1	2
174	вперед и	1	2
175	через все	1	2
176	весь этот	1	2
177	этом отношении	1	2
178	в области	1	2
179	к тому	4	2
180	они и	3	2
181	не есть	1	2
182	оно не	2	2
183	всего этого	1	2
184	с самого	1	2
185	о тех	1	2
186	здесь как	1	2
187	здесь нет	1	2
188	остановимся на	1	2
189	находится в	1	2
190	связанное с	1	2
191	а также	4	2
192	во всей	1	2
193	в лице	1	2
194	того что	3	2
195	и самая	1	2
196	на которой	1	2
197	содержится в	1	2
198	одной из	1	2
199	и ее	3	2
200	со всеми	1	2
201	для всех	1	2
202	уже не	2	2
203	в большинстве	3	2
204	только на	1	2
205	же в	2	2
206	большинстве случаев	3	2
207	превращаются в	1	2
208	характерно что	1	2
209	и сюда	1	2
210	и со	1	2
211	отношению к	4	2
212	здесь только	1	2
213	в особенности	1	2
214	и др	10	2
215	а на	3	2
216	а не	11	2
217	переходим к	1	2
218	в связи	9	2
219	из которых	3	2
220	по своему	2	2
221	в данном	1	2
222	в отдельности	1	2
223	в первой	1	2
224	в состоянии	1	2
225	или в	4	2
226	в результате	7	2
227	о котором	1	2
228	и как	5	2
229	ни было	2	2
230	в свое	2	2
231	есть то	1	2
232	благодаря этому	3	2
233	во всяком	2	2
234	совершенно другом	1	1
235	одним из	1	1
236	до него	1	1
237	как его	1	1
238	самом деле	4	1
