N	3gram	Losev_Prob_2	Narrotol
1	в том что	4	8
2	с одной стороны	5	7
3	о том что	14	6
4	в том числе	2	6
5	не может быть	3	5
6	том числе и	2	4
7	в данном случае	5	4
8	с другой стороны	5	4
9	той или иной	1	4
10	но все же	1	4
11	можно сказать что	3	4
12	бы то ни	2	3
13	в этом отношении	1	3
14	то ни было	1	3
15	тем не менее	12	3
16	и тем самым	1	3
17	в то же	4	3
18	что иное как	3	2
19	не может не	1	2
20	в той или	1	2
21	более или менее	4	2
22	в том или	1	2
23	подобно тому как	2	2
24	в таком случае	10	2
25	сами по себе	2	2
26	можно было бы	2	2
27	не отличается от	1	2
28	точно так же	3	2
29	то или иное	2	2
30	ту или иную	1	2
31	не то что	1	2
32	так же как	1	2
33	не что иное	3	2
34	не только в	2	2
35	и представляет собой	1	2
36	на первый взгляд	1	2
37	в известном смысле	1	2
38	в связи с	5	2
39	даже не только	1	2
40	того или иного	5	2
41	то есть в	2	2
42	том или ином	2	2
43	так или иначе	6	2
44	том что в	2	1
45	в чистом виде	3	1
46	или хотя бы	2	1
47	что в этом	1	1
48	только потому что	1	1
49	самом деле когда	1	1
50	это то что	4	1
51	в общую теорию	1	1
52	какой бы то	1	1
53	на самом деле	2	1
54	в самом деле	2	1
55	в этом смысле	5	1
56	тем самым мы	2	1
57	что не имеет	1	1
58	то же самое	5	1
59	же как и	1	1
60	он не может	1	1
61	ничем не отличается	2	1
62	по крайней мере	6	1
63	но далеко не	1	1
64	до сих пор	4	1
65	тот или иной	4	1
66	хотя оно и	1	1
67	и в то	1	1
68	и времени в	1	1
69	только то что	3	1
70	что не только	1	1
71	и то что	7	1
72	к тому чтобы	1	1
73	в последние десятилетия	2	1
74	но это не	1	1
75	то есть тоже	1	1
76	может быть только	2	1
77	не могли бы	1	1
78	может быть и	2	1
79	еще не есть	2	1
80	но в таком	3	1
81	что это за	1	1
82	пока еще только	1	1
83	содержит в себе	2	1
84	может содержать в	1	1
85	и тот же	2	1
86	вовсе не то	1	1
87	входит в область	1	1
88	связаны между собой	1	1
89	а с другой	1	1
90	иметь в виду	1	1
91	а если оно	1	1
92	она все же	1	1
93	так и от	1	1
94	не только одним	1	1
95	здесь пока еще	1	1
96	даже вовсе не	1	1
97	было и не	1	1
98	в далекое прошлое	1	1
99	в свое время	1	1
100	один и тот	2	1
101	и до наших	1	1
102	есть не что	3	1
103	так и в	1	1
104	само по себе	2	1
105	и тем более	1	1
106	ни с чем	1	1
107	мысль о том	2	1
108	далеко не все	1	1
109	и прежде всего	2	1
110	или может быть	1	1
111	друг от друга	2	1
112	является в данном	1	1
113	есть прежде всего	4	1
114	как мы уже	1	1
115	в данном контексте	1	1
116	в какой-то мере	1	1
117	обратим внимание на	1	1
118	пока еще не	4	1
