N	2gram	Bakhtin_Pr_3	Narrotol
1	не только	10	26
2	а не	9	17
3	но и	12	15
4	при этом	4	14
5	в том	3	14
6	и не	29	14
7	в этом	16	13
8	и в	34	13
9	том что	3	13
10	только в	6	11
11	может быть	19	10
12	в данном	1	10
13	своего рода	2	9
14	сводится к	3	9
15	так и	6	9
16	то есть	1	9
17	к тому	5	9
18	а в	5	9
19	в себе	6	8
20	то что	11	8
21	не в	9	8
22	не может	19	8
23	к себе	17	7
24	у него	4	6
25	в своем	2	6
26	все же	7	6
27	и к	12	6
28	но в	16	6
29	в жизни	2	6
30	никогда не	8	6
31	ничего не	4	6
32	данном случае	1	6
33	можно сказать	1	6
34	в его	22	6
35	того что	5	6
36	прежде всего	15	6
37	как бы	27	6
38	героя в	5	6
39	я не	7	5
40	ответ на	1	5
41	отличие от	2	5
42	что он	23	5
43	как в	4	5
44	хотя и	3	5
45	в нем	19	5
46	тем не	2	5
47	он не	15	5
48	таким образом	5	5
49	на протяжении	5	5
50	далеко не	3	5
51	точки зрения	8	5
52	в котором	3	5
53	не столько	1	5
54	в то	12	5
55	на него	7	5
56	о том	2	5
57	в форме	2	5
58	с одной	1	5
59	по отношению	5	5
60	с другой	4	5
61	себе самому	18	5
62	в той	2	5
63	в отличие	2	5
64	я в	4	5
65	отношению к	6	5
66	то же	14	4
67	в ее	3	4
68	в этой	1	4
69	отнюдь не	2	4
70	перед нами	1	4
71	что это	5	4
72	тому же	2	4
73	уже не	2	4
74	в мире	4	4
75	об этом	1	4
76	все его	2	4
77	в своей	3	4
78	в конце	5	4
79	не менее	3	4
80	при всей	2	4
81	но при	1	4
82	в себя	1	4
83	времени и	1	4
84	если бы	4	4
85	в другом	8	4
86	для него	13	4
87	в рассказе	1	4
88	как и	18	4
89	не является	2	4
90	и все	19	4
91	с ним	8	4
92	и у	5	4
93	жизни и	3	4
94	что в	7	4
95	для себя	6	3
96	самом деле	13	3
97	а как	2	3
98	с его	6	3
99	но не	4	3
100	что они	6	3
101	в произведениях	2	3
102	как к	4	3
103	в целом	5	3
104	все эти	4	3
105	в ответ	1	3
106	и его	16	3
107	особое место	1	3
108	так сказать	2	3
109	внутренней речи	4	3
110	и по	1	3
111	самим собой	6	3
112	того или	2	3
113	в итоге	1	3
114	в слове	5	3
115	характер и	3	3
116	которой он	2	3
117	и того	2	3
118	о герое	1	3
119	что я	15	3
120	тому что	2	3
121	одна из	1	3
122	пока еще	2	3
123	того чтобы	1	3
124	же время	12	3
125	по своей	1	3
126	этом отношении	1	3
127	той или	2	3
128	и сам	5	3
129	действующих лиц	1	3
130	между собой	1	3
131	о нем	2	3
132	внимание на	1	3
133	это не	5	3
134	с матерью	1	3
135	к ней	2	3
136	один из	2	3
137	с ними	6	3
138	никак не	1	3
139	между тем	3	3
140	интриги в	1	3
141	для других	3	3
142	как раз	4	3
143	и даже	7	3
144	или иной	2	3
145	человек в	2	3
146	да и	4	3
147	с этой	2	3
148	в аспекте	1	3
149	и для	8	3
150	а к	2	3
151	сказать что	2	3
152	к его	1	3
153	и т	8	2
154	он может	2	2
155	к другому	20	2
156	по его	1	2
157	героя на	2	2
158	в каждой	1	2
159	в ней	3	2
160	еще не	4	2
161	в сердце	1	2
162	он сам	5	2
163	столь же	2	2
164	в чем	5	2
165	на самом	11	2
166	xix столетия	1	2
167	себе и	5	2
168	в центре	1	2
169	встречи с	1	2
170	внутренняя жизнь	1	2
171	ней в	1	2
172	могли бы	1	2
173	не являются	1	2
174	мертвых душ	1	2
175	за границей	2	2
176	в самом	8	2
177	бы с	2	2
178	раз в	2	2
179	роль в	1	2
180	как он	3	2
181	на то	1	2
182	вследствие этого	2	2
183	к миру	1	2
184	когда все	2	2
185	чтобы в	1	2
186	той же	2	2
187	зрения на	1	2
188	было бы	2	2
189	на второй	1	2
190	со своими	1	2
191	несмотря на	1	2
192	бы на	1	2
193	с точки	4	2
194	и что	5	2
195	и другого	3	2
196	стало быть	1	2
197	но он	3	2
198	с такою	2	2
199	и более	1	2
200	однако в	2	2
