N	3gram	Vygotskiy__3	Hudozhes
1	в том что	11	11
2	о том что	3	7
3	подобно тому как	1	4
4	к тому что	2	4
5	а между тем	1	3
6	в самом деле	18	3
7	не может быть	1	3
8	с одной стороны	5	3
9	для того чтобы	8	3
10	том что она	1	2
11	состоит в том	1	2
12	о том как	2	2
13	и в этом	3	2
14	с точки зрения	9	2
15	только в том	2	2
16	до сих пор	5	2
17	и т п	5	2
18	можно было бы	1	2
19	в данном случае	2	2
20	то же самое	8	2
21	того или иного	1	2
22	не только не	1	2
23	что все они	1	2
24	к тому же	1	2
25	и т д	4	2
26	что если бы	1	1
27	это было бы	1	1
28	но это только	1	1
29	и у всех	1	1
30	и все же	1	1
31	и то и	3	1
32	что он не	1	1
33	в том случае	1	1
34	всякий раз в	1	1
35	в этом отношении	1	1
36	что не только	1	1
37	жизнь в ее	1	1
38	если бы она	2	1
39	а с другой	1	1
40	и в сердце	1	1
41	то и другое	3	1
42	между собой не	1	1
43	будем признать что	1	1
44	что одна из	1	1
45	только для того	1	1
46	не то что	2	1
47	и то что	3	1
48	том случае если	1	1
49	мы знаем что	1	1
50	в противоречие с	1	1
51	все та же	1	1
52	и при этом	1	1
53	между тем в	2	1
54	перед нами в	1	1
55	то время как	2	1
56	все более и	2	1
57	и не могла	1	1
58	это то чего	1	1
59	я не могу	2	1
60	с другой стороны	5	1
61	что несмотря на	1	1
62	несмотря на свой	1	1
63	она могла бы	1	1
64	а в том	1	1
65	на наших глазах	2	1
66	в котором она	1	1
67	заключается в том	6	1
68	в то время	2	1
69	и в самом	10	1
70	с самого начала	6	1
71	более и более	2	1
72	но все же	1	1
73	можно сказать что	1	1
74	лежит у нее	1	1
75	как бы в	1	1
76	если бы оно	1	1
77	в разговоре с	1	1
78	для него было	1	1
