N	3gram	Vygotskiy__5	Tvorches
1	в то же	1	7
2	по нашему мнению	1	4
3	по отношению к	12	3
4	до сих пор	3	3
5	не может быть	3	3
6	в самом деле	2	2
7	влечет за собой	1	2
8	и не может	2	2
9	по самой своей	2	2
10	в отличие от	2	2
11	на этот вопрос	4	2
12	именно в этом	2	2
13	в известной мере	1	2
14	так же как	7	2
15	в том же	1	2
16	во всяком случае	1	2
17	с другой стороны	2	2
18	так и в	1	2
19	о том что	4	2
20	он еще не	1	2
21	в том что	11	2
22	в другом месте	4	1
23	том что в	2	1
24	он обнаруживает в	1	1
25	мы уже говорили	1	1
26	в которой он	1	1
27	ничего не говорит	1	1
28	потому что в	2	1
29	если можно так	1	1
30	и по способу	1	1
31	мы узнаем что	1	1
32	и потому что	1	1
33	в том числе	1	1
34	о том как	2	1
35	же как и	1	1
36	так как никто	1	1
37	является одним из	1	1
38	в первую очередь	1	1
39	нас до сих	1	1
40	можно так выразиться	1	1
41	можно было бы	3	1
42	в этот период	2	1
43	сказывается в том	1	1
44	нее никогда не	1	1
45	не то что	3	1
46	у нас до	1	1
47	в том смысле	1	1
48	в этой связи	1	1
49	что они имеют	1	1
50	в применении к	1	1
51	и что в	1	1
52	по мере своего	1	1
53	это сказывается в	1	1
54	и в процессе	1	1
55	но при этом	2	1
56	в известном смысле	7	1
57	не могут быть	1	1
58	а с другой	2	1
59	не только для	1	1
60	нам представляется что	1	1
61	в свою очередь	3	1
62	той или иной	1	1
63	в связи с	1	1
64	не только потому	1	1
65	ответ на этот	2	1
66	тем что они	1	1
67	никогда не должны	1	1
68	и это не	1	1
69	в то время	4	1
70	того или иного	1	1
71	что он был	1	1
72	мы не можем	1	1
73	том смысле что	1	1
74	а тем самым	1	1
75	ничего общего с	2	1
76	и никогда не	1	1
77	с самого начала	5	1
78	именно потому что	2	1
79	том числе и	1	1
80	мы знаем что	1	1
81	потому и является	1	1
82	первую очередь по	1	1
83	на всем протяжении	2	1
84	а во второй	1	1
85	в высшей степени	2	1
86	того факта что	2	1
87	мы говорим о	2	1
88	и в другом	2	1
