N	3gram	Propp_Isto_1	KulturaY
1	и т п	1	18
2	для того чтобы	1	15
3	в том что	4	15
4	и т д	22	14
5	в том чтобы	1	8
6	по отношению к	3	8
7	с другой стороны	5	6
8	о том что	3	5
9	в зависимости от	2	5
10	в этом отношении	1	5
11	до сих пор	5	4
12	не в том	1	4
13	хотя бы в	1	4
14	тем не менее	6	4
15	мере того как	2	3
16	более или менее	5	3
17	в этом смысле	1	3
18	в соответствии с	1	3
19	по мере того	2	3
20	о том как	1	3
21	того или иного	1	3
22	можно было бы	3	3
23	вместе с тем	2	3
24	в связи с	3	3
25	не может быть	7	3
26	все это не	1	3
27	в силу того	1	2
28	сводится к тому	1	2
29	на то что	4	2
30	внимание на то	1	2
31	в этом случае	1	2
32	в иных случаях	1	2
33	в сторону от	1	2
34	силу того что	1	2
35	но все же	3	2
36	к тому что	1	2
37	мы увидим что	5	2
38	если бы он	1	1
39	должны были бы	2	1
40	том что она	1	1
41	но кроме того	1	1
42	что иное как	1	1
43	в качестве дополнения	1	1
44	что в этом	1	1
45	одним из таких	1	1
46	иметь в виду	1	1
47	это было бы	1	1
48	но уже без	1	1
49	не говоря уже	1	1
50	т е то	1	1
51	и в особенности	1	1
52	во многих случаях	1	1
53	никак не может	1	1
54	с одной стороны	4	1
55	с представлением о	1	1
56	в таких случаях	2	1
57	сами по себе	1	1
58	можно говорить о	1	1
59	в отличие от	2	1
60	лишь тогда когда	1	1
61	но они не	1	1
62	у всех народов	1	1
63	к тому чтобы	1	1
64	на этот вопрос	2	1
65	в своем курсе	1	1
66	и даже в	1	1
67	не видел и	1	1
68	в противном случае	1	1
69	то что обычно	1	1
70	д все это	1	1
71	после чего следует	1	1
72	в том случае	1	1
73	так что в	1	1
74	в это время	1	1
75	в конечном итоге	2	1
76	едва ли не	1	1
77	все же и	1	1
78	на более или	1	1
79	того что он	1	1
80	в первом случае	1	1
81	что мы имеем	2	1
82	xix века это	1	1
83	не только в	1	1
84	т д все	3	1
85	тех или иных	1	1
86	если бы в	1	1
87	очень редко и	1	1
88	не найдем ни	1	1
89	то что еще	1	1
90	т е с	1	1
91	еще не все	1	1
92	на первых порах	2	1
93	дело не в	1	1
94	это все же	1	1
95	это не значит	1	1
96	но и с	1	1
97	как одно из	1	1
98	само по себе	2	1
99	так же как	2	1
100	вопросом о том	1	1
101	мы имеем много	1	1
102	а может быть	1	1
103	до наших дней	1	1
104	содержат в себе	1	1
105	это потому что	1	1
106	в стороне от	1	1
107	из русской сказки	1	1
108	что оно слишком	1	1
109	дело не с	1	1
110	смысле этого слова	1	1
111	в этих случаях	2	1
112	в большинстве случаев	4	1
113	после того как	1	1
114	эту точку зрения	2	1
115	с течением времени	1	1
116	не что иное	1	1
117	с этим мы	1	1
118	таким образом в	1	1
119	между тем если	1	1
120	по сравнению со	1	1
121	прежде всего есть	1	1
122	же относится к	1	1
123	точно так же	3	1
124	что и в	1	1
125	именно так и	2	1
126	только тогда когда	1	1
