N	2gram	Tiupa_Lite_1	Narrotol
1	не только	24	32
2	может быть	13	25
3	но и	17	23
4	в качестве	17	21
5	и не	12	20
6	то есть	6	19
7	и в	8	19
8	в том	16	18
9	в этом	12	17
10	в тексте	8	16
11	не в	8	14
12	в частности	15	14
13	том что	14	14
14	состоит в	11	13
15	представляет собой	4	12
16	тогда как	13	12
17	в рамках	6	12
18	своего рода	11	12
19	коммуникативного события	7	12
20	а не	16	12
21	то что	10	11
22	а в	3	11
23	точки зрения	6	10
24	не может	5	10
25	при этом	19	9
26	в мире	2	9
27	так и	4	9
28	в его	7	9
29	со стороны	4	9
30	в себе	7	8
31	и т.п	4	8
32	с другой	3	8
33	не является	2	8
34	еще не	4	7
35	по отношению	3	7
36	как в	5	7
37	все же	4	7
38	в случае	4	7
39	как и	6	7
40	к тому	2	7
41	и т.д	1	7
42	а также	5	7
43	с одной	2	7
44	одной стороны	2	7
45	такого рода	10	7
46	с его	5	6
47	но не	4	6
48	в той	1	6
49	то в	1	6
50	тем самым	5	6
51	в себя	2	6
52	о том	2	6
53	что он	5	6
54	именно в	1	6
55	как это	8	6
56	отношению к	2	6
57	иначе говоря	1	6
58	том числе	1	6
59	но в	3	6
60	между двумя	1	5
61	отличие от	5	5
62	отнюдь не	2	5
63	и как	1	5
64	уже не	7	5
65	в этой	4	5
66	тому же	2	5
67	далеко не	3	5
68	в отличие	5	5
69	в основе	3	5
70	и его	4	5
71	в детстве	1	5
72	к себе	3	5
73	к нему	1	5
74	нуждается в	3	5
75	казалось что	1	5
76	себя в	6	5
77	или иной	2	5
78	мира в	3	5
79	в данном	5	5
80	можно сказать	1	5
81	данном случае	4	4
82	то же	5	4
83	из которых	1	4
84	как правило	2	4
85	перед нами	1	4
86	за собой	1	4
87	в нем	2	4
88	в принципе	3	4
89	в силу	4	4
90	но все	1	4
91	и с	1	4
92	было бы	2	4
93	и тем	4	4
94	не мог	3	4
95	по характеристике	3	4
96	пока еще	1	4
97	жизненной позиции	1	4
98	связи с	6	4
99	имеет место	1	4
100	не столько	5	4
101	о нем	1	4
102	одного из	3	4
103	же время	5	4
104	во втором	2	4
105	вслед за	1	4
106	только в	8	4
107	хотя бы	2	4
108	при всей	3	4
109	у него	3	4
110	в особенности	1	4
111	что не	2	4
112	прежде всего	11	4
113	в рассказе	1	4
114	если не	1	4
115	как бы	7	4
116	да и	3	4
117	отличается от	1	4
118	же в	5	4
119	одной из	1	4
120	героя и	1	4
121	сказать что	1	4
122	другой стороны	1	4
123	же как	1	3
124	в сущности	2	3
125	жизни как	1	3
126	и он	1	3
127	и на	1	3
128	бы то	1	3
129	в ее	1	3
130	что они	1	3
131	уже в	5	3
132	из этих	2	3
133	не есть	2	3
134	он не	1	3
135	в коммуникативном	2	3
136	то ни	1	3
137	по бахтину	1	3
138	в третьем	1	3
