N	2gram	Vinokur_St_3	Problemy
1	и в	25	46
2	то есть	2	40
3	и не	10	27
4	может быть	19	23
5	не может	7	19
6	как бы	6	19
7	в нем	1	17
8	в этом	24	16
9	не только	12	14
10	слова в	1	13
11	как мы	2	12
12	но и	9	12
13	как и	4	12
14	и на	6	11
15	точки зрения	7	11
16	в одном	1	11
17	а не	5	11
18	в пределах	1	10
19	не в	6	10
20	и к	4	9
21	в самом	2	9
22	с точки	4	9
23	и все	1	9
24	в его	12	9
25	в том	20	9
26	вовсе не	2	9
27	прежде всего	10	9
28	первого типа	1	8
29	до сих	2	8
30	конечно не	1	8
31	сих пор	2	8
32	или в	2	8
33	в сущности	2	7
34	еще не	2	7
35	и с	4	7
36	слова с	1	7
37	по себе	1	7
38	как раз	3	7
39	то же	5	6
40	никогда не	2	6
41	и он	1	6
42	но в	5	6
43	слово в	2	6
44	в каждом	4	6
45	ни в	5	6
46	на фоне	1	6
47	что я	3	6
48	но это	4	6
49	и его	3	6
50	что он	19	6
51	только в	6	6
52	есть в	2	6
53	друг друга	1	6
54	все это	8	6
55	в котором	5	5
56	с его	3	5
57	во всех	2	5
58	за пределы	1	5
59	так сказать	2	5
60	особенно в	1	5
61	это не	7	5
62	в жизни	4	5
63	рядом с	1	5
64	в то	7	5
65	в самой	1	5
66	это слово	3	5
67	и сам	1	5
68	о том	8	5
69	же время	3	5
70	к нему	4	5
71	мы находим	2	5
72	так как	3	5
73	у него	9	5
74	речи и	1	5
75	жизни и	1	5
76	например в	4	4
77	самом деле	2	4
78	в их	3	4
79	мы не	2	4
80	на себя	1	4
81	но не	2	4
82	как в	6	4
83	все же	4	4
84	кроме того	3	4
85	все эти	3	4
86	он не	5	4
87	таким образом	10	4
88	и наконец	3	4
89	он и	2	4
90	том что	15	4
91	в этих	11	4
92	своего рода	3	4
93	том же	1	4
94	этих двух	2	4
95	потому что	5	4
96	здесь не	1	4
97	приводит к	1	4
98	так и	5	4
99	в словах	3	4
100	по мере	1	4
101	в виду	2	4
102	и здесь	3	4
103	и других	2	4
104	можно сказать	4	4
105	уже не	3	4
106	уже в	3	4
107	еще и	1	4
108	до конца	3	4
109	очень часто	1	4
110	жизни слова	1	4
111	должно быть	1	4
112	и нет	1	4
113	а что	1	4
114	то что	12	4
115	не знает	1	4
116	что в	19	4
117	но эти	1	4
118	одним из	1	3
119	также и	1	3
120	сам по	1	3
121	и это	5	3
122	тем же	1	3
123	и до	1	3
124	той же	2	3
125	мы имеем	5	3
126	ни у	1	3
127	и о	1	3
128	так чтобы	2	3
129	мы и	1	3
130	то это	1	3
131	отношение к	4	3
132	в центре	4	3
133	в той	1	3
134	в своем	1	3
135	более или	1	3
136	из этих	6	3
137	в этой	14	3
138	имеем в	2	3
139	как он	1	3
140	на то	5	3
141	не к	1	3
142	на этом	3	3
143	было бы	7	3
144	такой же	2	3
145	или менее	1	3
146	и при	1	3
147	и их	1	3
148	в своей	4	3
149	не как	2	3
150	но он	3	3
151	в отношении	2	3
152	дело в	1	3
153	но здесь	1	3
154	слова как	2	3
155	по своей	1	3
156	на него	1	3
157	с ее	2	3
158	и этим	1	3
159	в последующих	1	3
160	здесь нет	2	3
161	чем у	1	3
162	если бы	4	3
163	и т.д	1	3
164	и что	3	3
165	и во	2	3
166	и только	2	3
167	в формах	1	3
168	отличается от	4	3
169	между этими	1	3
170	а то	2	3
171	в конце	6	3
172	что и	1	3
173	тем что	19	3
174	с другой	5	3
175	себя и	2	3
176	с помощью	1	3
177	так же	1	3
178	что же	1	3
179	по существу	1	3
180	но для	1	3
181	и для	4	3
182	в речи	4	3
183	бы в	1	3
184	другой стороны	5	3
185	того же	2	3
186	но этот	1	3
187	и другие	1	3
188	смысле слова	1	2
189	ту же	1	2
190	отношения к	1	2
191	скупой рыцарь	2	2
192	а как	4	2
193	положения в	1	2
194	вопрос о	1	2
195	из своих	1	2
196	не была	2	2
197	мы здесь	1	2
198	и говорить	1	2
199	установку на	1	2
200	мы будем	1	2
201	если в	2	2
202	к слову	2	2
203	в общем	4	2
204	нет и	2	2
205	в произведениях	2	2
206	в одной	2	2
207	с этим	7	2
208	когда он	1	2
209	целый ряд	1	2
210	и как	1	2
211	не было	4	2
212	его к	2	2
213	от этого	1	2
214	не хочет	1	2
215	бы не	1	2
216	так в	1	2
217	но на	1	2
218	должна быть	1	2
219	на том	1	2
220	свое время	1	2
221	у пушкина	22	2
222	и по	2	2
223	но все	2	2
224	об этом	5	2
225	самим собой	1	2
226	лишь в	4	2
227	хотя бы	1	2
228	ко второму	1	2
229	на почве	5	2
230	этом смысле	4	2
231	и тем	4	2
232	этом мы	1	2
233	себя внимание	1	2
234	и прямо	1	2
235	этих трех	2	2
236	которую он	2	2
237	что такое	7	2
238	почти не	1	2
239	в которых	2	2
240	могло бы	1	2
241	не менее	2	2
242	одном из	1	2
243	которые в	2	2
244	смертной казни	2	2
245	не могли	1	2
246	того как	1	2
247	одна из	2	2
248	столкновение двух	1	2
249	не могло	1	2
250	ничего не	4	2
251	пути и	1	2
252	к определенному	1	2
253	к ней	4	2
254	отношении к	1	2
255	то и	2	2
256	в стиле	1	2
257	у нас	4	2
258	могут быть	2	2
259	к тому	2	2
260	той или	1	2
261	него как	1	2
262	без всякого	2	2
263	в произведении	1	2
264	в другом	3	2
265	можно было	1	2
266	те же	1	2
267	времени и	2	2
268	из одного	1	2
269	с ним	1	2
270	автор не	1	2
271	между тем	6	2
272	от них	2	2
273	тем как	2	2
274	явление в	1	2
275	в языке	8	2
276	тему о	2	2
277	возникает вопрос	1	2
278	все время	2	2
279	и так	1	2
280	поэтому и	1	2
281	он уже	1	2
282	же он	1	2
283	так что	11	2
284	с нею	1	2
285	да еще	1	2
286	раз в	1	2
287	и они	1	2
288	в поэзии	2	2
289	для него	3	2
290	в известной	1	2
291	даже к	1	2
292	а в	6	2
293	в других	1	2
294	о которых	3	2
295	всегда строится	1	2
296	или иной	2	2
297	для этого	2	2
298	более резкой	1	2
299	влияние на	1	2
300	и пр	13	2
301	в рассказе	3	2
302	его как	3	2
303	которые происходят	1	2
304	там где	1	2
305	что мы	3	2
306	в одно	1	2
307	вместе с	2	2
308	в духе	2	2
309	в данном	1	2
310	к жизни	1	2
311	об особенностях	1	2
312	этого слова	2	2
313	и различные	1	2
314	например у	1	2
315	и времени	1	2
316	причем в	1	2
317	в результате	2	2
318	о котором	1	2
319	для нас	1	2
320	очень тонко	1	2
321	находим в	1	2
322	не дает	1	2
323	в системе	3	2
324	здесь только	2	2
325	более глубокое	1	2
326	сказать что	4	2
327	есть и	1	2
