N	2gram	Vygotskiy__1	TeoriaLi
1	в мире	1	24
2	не только	13	18
3	в качестве	2	17
4	тогда как	1	16
5	и не	16	16
6	а в	6	14
7	состоит в	3	13
8	и в	31	13
9	в частности	3	13
10	то есть	26	12
11	так и	3	12
12	может быть	22	12
13	в этом	12	11
14	представляет собой	2	11
15	при этом	19	11
16	в том	30	11
17	но не	3	10
18	и его	7	10
19	а не	13	10
20	то же	5	9
21	в его	6	9
22	своего рода	1	8
23	сводится к	1	8
24	произведение искусства	8	8
25	но и	2	8
26	что в	23	8
27	отличие от	4	7
28	в себе	4	7
29	том что	16	7
30	точки зрения	15	7
31	в отличие	3	7
32	в то	5	7
33	только в	14	7
34	как это	4	7
35	еще не	1	6
36	с его	1	6
37	но в	3	6
38	как бы	5	6
39	мы имеем	4	5
40	в своем	3	5
41	в самом	11	5
42	он не	3	5
43	как и	16	5
44	не в	11	5
45	однако в	1	5
46	тем самым	2	5
47	в нем	2	5
48	в ее	5	5
49	в пределах	1	5
50	а также	1	5
51	между тем	4	5
52	уже не	2	5
53	с другой	5	5
54	как в	9	5
55	в искусстве	4	5
56	между ними	1	5
57	по преимуществу	1	4
58	конечном счете	3	4
59	отношение к	2	4
60	хотя и	3	4
61	то что	32	4
62	ни в	9	4
63	в слове	3	4
64	в своей	3	4
65	в их	1	4
66	или менее	2	4
67	не менее	2	4
68	эстетических отношений	1	4
69	эстетический объект	1	4
70	в стихотворении	1	4
71	приводит к	2	4
72	можно сказать	1	4
73	в конечном	3	4
74	художественного восприятия	1	4
75	и ее	1	4
76	личности и	1	4
77	в свою	1	4
78	сказать что	7	4
79	не может	17	4
80	более или	2	4
81	и то	2	3
82	например в	3	3
83	художественного произведения	17	3
84	совпадает с	4	3
85	а только	2	3
86	в сторону	1	3
87	в художественном	3	3
88	перед нами	1	3
89	и к	3	3
90	в этой	3	3
91	он должен	1	3
92	и вот	3	3
93	и по	3	3
94	в лирике	1	3
95	его в	2	3
96	этом смысле	2	3
97	в этих	4	3
98	художественного творчества	6	3
99	тем не	2	3
100	никогда не	8	3
101	как раз	2	3
102	потому что	10	3
103	свою очередь	1	3
104	другой стороны	5	3
105	в произведении	3	3
106	и что	8	3
107	того что	10	3
108	а с	1	3
109	без остатка	2	3
110	для него	1	3
111	слова в	3	3
112	на почве	2	3
113	именно в	1	3
114	и др	1	3
115	в воображении	1	3
116	прежде всего	4	3
117	и потому	2	3
118	по своему	1	3
119	этого слова	4	3
120	таким образом	20	3
121	или в	1	3
122	в основе	2	3
123	была бы	1	2
124	того же	2	2
125	и это	3	2
126	это и	3	2
127	тех или	2	2
128	на деле	3	2
129	и больше	1	2
130	но она	1	2
131	принадлежит к	1	2
132	я не	1	2
133	в целом	5	2
134	между собой	1	2
135	в чем	2	2
136	чем это	1	2
137	но как	2	2
138	у него	4	2
139	в стихе	2	2
140	за пределы	1	2
141	что они	2	2
142	сама по	2	2
143	как говорит	2	2
144	как к	2	2
145	и как	2	2
146	говорит что	5	2
147	в которой	4	2
148	образом и	1	2
149	могут оказаться	1	2
150	поведение в	1	2
151	к одному	1	2
152	или иных	2	2
153	одно и	1	2
154	не следует	1	2
155	могла бы	1	2
156	об этом	1	2
157	это не	1	2
158	и тем	2	2
159	соответствии с	1	2
160	вовсе не	6	2
161	и того	1	2
162	иначе говоря	5	2
163	одного и	2	2
164	с точки	2	2
165	от себя	4	2
166	их в	2	2
167	зрения и	1	2
168	по себе	9	2
169	даже в	2	2
170	автора и	1	2
171	для меня	1	2
172	дело не	1	2
173	только не	3	2
174	мышления и	3	2
175	однако если	1	2
176	казалось бы	2	2
177	имеем дело	1	2
178	этих двух	2	2
179	своей природе	1	2
180	не принадлежит	1	2
181	как будто	5	2
182	и для	5	2
183	имеет место	2	2
184	и о	4	2
185	в себя	2	2
186	роль в	3	2
187	что может	1	2
188	в лирическом	2	2
189	если бы	6	2
190	в виду	4	2
191	и здесь	2	2
192	в состав	1	2
193	о том	7	2
194	в глаза	1	2
195	к нему	2	2
196	во всех	1	2
197	во втором	1	2
198	вслед за	6	2
199	как художественное	1	2
200	говорит в	1	2
201	в литературе	1	2
202	они хотят	1	2
203	лирическое стихотворение	1	2
204	к числу	2	2
205	к смыслу	1	2
206	с одной	5	2
207	а напротив	1	2
208	или иным	2	2
209	в конце	3	2
210	во всей	1	2
211	и даже	6	2
212	со стороны	4	2
213	в области	11	2
214	перед ним	1	2
215	себя и	2	2
216	одной стороны	6	2
217	и составляет	2	2
218	в рассказе	1	2
219	одну из	1	2
220	о чем	2	2
221	о себе	1	2
222	вместе с	8	2
223	так же	12	2
224	из которых	3	2
225	к жизни	2	2
226	искусства но	2	2
227	в той	1	2
228	могут быть	11	2
229	автором и	1	2
230	произведения искусства	1	2
231	при условии	1	2
232	к тому	4	2
233	жизни в	1	2
234	одной из	1	2
235	имеет в	2	2
236	произведении искусства	3	2
237	о своем	1	2
238	что он	7	2
239	и состоит	2	2
240	в роли	1	2
241	искусство есть	6	1
242	художественном произведении	3	1
243	говоря о	1	1
244	те же	4	1
245	таком случае	2	1
246	человека и	2	1
247	связана с	1	1
248	он показывает	1	1
249	а проза	1	1
250	идет о	2	1
251	и есть	5	1
252	тем же	3	1
253	принципиальное различие	1	1
254	из его	3	1
255	едва ли	1	1
256	вся она	1	1
257	который ставит	1	1
258	что даже	2	1
259	той же	3	1
260	же как	4	1
261	при анализе	1	1
262	только другим	1	1
263	содержания в	1	1
264	говоря и	1	1
265	вопрос о	3	1
266	единство и	1	1
267	стих в	1	1
268	искусства этот	1	1
269	которое в	1	1
270	который может	1	1
271	первый момент	1	1
272	собой в	1	1
273	необходимая для	1	1
274	и на	1	1
275	столь же	4	1
276	время в	1	1
277	бы то	1	1
278	в различных	1	1
279	тем как	1	1
280	это имеет	2	1
281	выбора или	1	1
282	как система	1	1
283	совсем не	3	1
284	внутренняя форма	6	1
285	коем случае	1	1
286	если в	1	1
287	одной общей	1	1
288	искусство в	2	1
289	с совершенно	2	1
290	или иное	2	1
291	или к	1	1
292	на то	10	1
293	к автору	1	1
294	отнюдь не	6	1
295	это тот	1	1
296	мере в	1	1
297	в центре	1	1
298	независимо от	2	1
299	если на	1	1
300	случае так	1	1
301	золотого сечения	1	1
302	переживания и	1	1
303	могли бы	1	1
304	целый ряд	6	1
305	как уже	1	1
306	что по	3	1
307	духа и	1	1
308	и свою	1	1
309	искусство и	4	1
310	при чтении	1	1
311	или иную	1	1
312	вещи но	1	1
313	то в	1	1
314	к чему	2	1
315	в условиях	1	1
316	привести к	1	1
317	что это	6	1
318	восприятия как	1	1
319	то я	2	1
320	из этих	6	1
321	и принципиальной	1	1
322	что автор	1	1
323	в известном	2	1
324	с их	1	1
325	не приводит	1	1
326	пушкина я	1	1
327	отношение между	1	1
328	всей его	1	1
329	вследствие этого	1	1
330	материал его	2	1
331	на его	1	1
332	образ его	1	1
333	что она	6	1
334	к искусству	1	1
335	в статье	1	1
336	время и	1	1
337	между субъективной	1	1
338	эта система	1	1
339	в понимании	1	1
340	же явления	1	1
341	в силу	3	1
342	по существу	4	1
343	но прежде	1	1
344	в первом	1	1
345	том числе	1	1
346	он уже	1	1
347	подобно тому	5	1
348	является не	1	1
349	не бывает	1	1
350	именно это	1	1
351	подход к	1	1
352	не будет	3	1
353	что все	3	1
354	различие между	4	1
355	речь в	1	1
356	том случае	2	1
357	переживаний если	1	1
358	времени и	1	1
359	для своей	1	1
360	было бы	6	1
361	но их	1	1
362	обращаются к	1	1
363	в них	2	1
364	она и	1	1
365	с тем	3	1
366	автору и	1	1
367	не всегда	2	1
368	ведет к	1	1
369	воспринимающего субъекта	1	1
370	обратимся к	1	1
371	и становится	1	1
372	развития но	1	1
373	но я	1	1
374	такой установке	1	1
375	но если	1	1
376	связь со	1	1
377	другим и	1	1
378	обращается к	1	1
379	в такой	2	1
380	и без	2	1
381	в котором	4	1
382	теории литературы	1	1
383	себе а	3	1
384	стоит в	1	1
385	той мере	1	1
386	искусства не	5	1
387	этих моментов	1	1
388	повести в	1	1
389	и более	1	1
390	искусства по	1	1
391	том и	2	1
392	из виду	2	1
393	с такими	1	1
394	и наоборот	1	1
395	воображения не	1	1
396	и системы	1	1
397	случае мы	1	1
398	между людьми	1	1
399	случае в	3	1
400	чистом виде	3	1
401	у искусства	1	1
402	в таких	1	1
403	с которой	1	1
404	из нас	2	1
405	принадлежат к	2	1
406	дело в	1	1
407	одна из	4	1
408	в центр	2	1
409	звук в	1	1
410	бытия и	1	1
411	не составляет	2	1
412	зрения не	1	1
413	того и	1	1
414	не оправдывает	1	1
415	только и	1	1
416	поскольку оно	1	1
417	от него	2	1
418	и теперь	2	1
419	связи с	1	1
420	ту или	2	1
421	не ее	1	1
422	и делает	1	1
423	не является	5	1
424	и оценки	1	1
425	не принадлежат	1	1
426	основой художественного	1	1
427	к изучению	1	1
428	в каком	2	1
429	этот закон	1	1
430	у нас	4	1
431	в коем	1	1
432	очень часто	4	1
433	не могут	3	1
434	и заключается	1	1
435	когда мы	3	1
436	и существенно	1	1
437	ли не	1	1
438	его за	1	1
439	числе и	1	1
440	его с	1	1
441	себя только	1	1
442	эта внутренняя	2	1
443	в поле	1	1
444	указывает на	4	1
445	в каждом	3	1
446	оно не	1	1
447	на это	2	1
448	она не	5	1
449	говорит о	2	1
450	должен быть	1	1
451	от литературной	1	1
452	как мы	2	1
453	а затем	1	1
454	того чтобы	7	1
455	та или	1	1
456	на основе	2	1
457	только при	3	1
458	языка и	1	1
459	в собственном	3	1
460	то или	2	1
461	является непременным	1	1
462	мысль о	1	1
463	только то	2	1
464	то время	5	1
465	ею же	1	1
466	или иная	1	1
467	и совершенно	5	1
468	как содержание	1	1
469	на нее	1	1
470	проблем и	1	1
471	здесь как	1	1
472	особенно в	1	1
473	живет в	1	1
474	при одном	1	1
475	что от	1	1
476	ее специальной	1	1
477	быть или	1	1
478	с ним	2	1
479	мире в	1	1
480	означает что	2	1
481	не дай	1	1
482	именно потому	1	1
483	первом случае	1	1
