N	3gram	Bakhtin_Pr_2	Istorich
1	так же как	3	12
2	совершенно так же	2	6
3	до сих пор	2	5
4	же как и	2	4
5	с другой стороны	1	4
6	не может быть	6	4
7	но все же	2	4
8	в этом случае	1	3
9	в данном случае	1	3
10	по сравнению с	2	3
11	на то что	2	3
12	как мы видели	3	3
13	о том что	3	2
14	говорит об этом	1	2
15	мы имеем в	2	2
16	так как он	1	2
17	не только в	1	2
18	смысле этого слова	2	2
19	то что он	1	2
20	тем не менее	1	2
21	на этот вопрос	1	2
22	сравнению с ними	1	1
23	эти две стороны	1	1
24	уже вступил в	1	1
25	другими словами к	1	1
26	и все три	1	1
27	что в данном	1	1
28	подобно тому как	2	1
29	в том числе	2	1
30	и относится к	1	1
31	и не может	2	1
32	и действительно в	1	1
33	между ними существует	1	1
34	в зависимости от	3	1
35	знаете ли вы	1	1
36	с ним а	2	1
37	что он не	1	1
38	потому что у	2	1
39	независимо от того	1	1
40	тому как в	1	1
41	все те же	1	1
42	есть и др	1	1
43	с ними в	1	1
44	и др в	1	1
45	может быть только	2	1
46	и в других	1	1
47	и могут быть	1	1
48	и выходит из	1	1
49	не может поэтому	1	1
50	к нему к	1	1
51	то время как	1	1
52	а не только	2	1
53	не потому что	1	1
54	то что есть	1	1
55	именно в этой	1	1
56	в меньшей степени	1	1
57	бы они были	1	1
58	из них не	1	1
59	что у него	1	1
60	ощущается как недостаток	1	1
61	делает за него	1	1
62	хотя и в	1	1
63	что же это	1	1
64	от того кто	1	1
65	таким образом мы	1	1
66	в то время	1	1
67	но он не	1	1
68	у него есть	1	1
69	об этом мы	1	1
70	поэтому она и	1	1
71	она и не	1	1
72	ничего общего с	1	1
73	но для чего	1	1
74	же это за	1	1
75	можно сказать что	2	1
76	тем более что	1	1
77	в большинстве случаев	2	1
78	мы видим что	1	1
