N	2gram	Voloshinov_1	Problemy
1	и в	13	34
2	и не	8	29
3	как бы	6	27
4	что он	1	23
5	в его	7	22
6	к другому	1	20
7	в нем	2	19
8	может быть	8	19
9	не может	8	19
10	и все	3	19
11	как и	3	18
12	в этом	2	16
13	но в	4	16
14	и его	12	16
15	все это	4	16
16	прежде всего	9	15
17	то же	4	14
18	к нему	1	14
19	самом деле	3	13
20	для него	2	13
21	и к	2	12
22	в то	1	12
23	же время	1	12
24	потому что	1	12
25	но и	3	12
26	на самом	1	11
27	вовсе не	2	11
28	то что	6	11
29	не только	6	10
30	слова и	2	10
31	не в	3	9
32	в отношении	2	9
33	героя и	2	9
34	а не	2	9
35	с самого	2	8
36	самого начала	2	8
37	никогда не	3	8
38	в другом	2	8
39	в самом	2	8
40	себя и	1	8
41	так же	2	8
42	что же	3	8
43	и для	3	8
44	точки зрения	7	8
45	там где	2	7
46	этого слова	1	7
47	все же	5	7
48	что в	3	7
49	мы уже	2	6
50	с его	1	6
51	отношение к	1	6
52	что они	2	6
53	в пределах	3	6
54	для себя	2	6
55	так и	3	6
56	в себе	3	6
57	только в	6	6
58	от него	1	6
59	с ними	2	6
60	не знает	1	6
61	отношению к	3	6
62	в чем	2	5
63	по отношению	3	5
64	и наконец	5	5
65	и у	1	5
66	в целом	2	5
67	и вот	1	5
68	лишь в	4	5
69	он и	1	5
70	не мог	2	5
71	в конце	1	5
72	это слово	1	5
73	таким образом	6	5
74	к тому	2	5
75	и что	1	5
76	все время	1	5
77	в одном	3	5
78	когда я	1	5
79	мы должны	6	5
80	хотя бы	5	5
81	а в	2	5
82	собою и	1	4
83	еще не	1	4
84	но не	1	4
85	как в	2	4
86	все эти	2	4
87	при этом	2	4
88	внутренней речи	1	4
89	на этом	1	4
90	в мире	1	4
91	его в	1	4
92	переходим к	1	4
93	все равно	1	4
94	с точки	5	4
95	но это	1	4
96	стиль и	1	4
97	и это	1	4
98	если бы	2	4
99	только на	1	4
100	в виде	1	4
101	в начале	1	4
102	в общем	2	4
103	так как	3	4
104	даже и	1	4
105	с другой	2	4
106	тем что	2	4
107	вместе с	1	4
108	и голос	1	4
109	да и	3	4
110	как к	1	4
111	функции в	1	3
112	в такой	1	3
113	и то	3	3
114	ведь и	1	3
115	стиля в	1	3
116	говорить о	3	3
117	в виду	1	3
118	в ней	2	3
119	совсем не	1	3
120	нет и	1	3
121	в одной	1	3
122	и как	1	3
123	уже в	2	3
124	к одному	3	3
125	не как	3	3
126	их в	1	3
127	в каждом	4	3
128	он все	1	3
129	его и	1	3
130	далеко не	1	3
131	должно быть	1	3
132	такой же	1	3
133	в своей	4	3
134	не менее	2	3
135	по себе	1	3
136	с миром	1	3
137	том что	2	3
138	во всем	2	3
139	его за	1	3
140	с ее	1	3
141	не могу	1	3
142	в ее	3	3
143	еще в	2	3
144	для этого	1	3
145	сводится к	1	3
146	между тем	2	3
147	наконец в	2	3
148	но так	2	3
149	в том	2	3
150	нуждается в	2	3
151	он только	2	3
152	до конца	1	3
153	эти слова	1	3
154	про себя	1	3
155	но для	3	3
156	если не	1	3
157	сознания и	2	3
158	бы в	2	3
159	только что	1	3
160	его к	1	3
161	только с	1	3
162	другой стороны	2	3
163	им и	1	3
164	например в	1	2
165	зависимость от	1	2
166	себя как	1	2
167	это и	1	2
168	здесь и	1	2
169	и этот	2	2
170	а как	2	2
171	того же	1	2
172	и он	1	2
173	слово не	1	2
174	в которых	1	2
175	столь же	1	2
176	мысль что	1	2
177	эта особенность	1	2
178	отличие от	1	2
179	за пределы	3	2
180	материалом для	2	2
181	с этим	3	2
182	в своем	1	2
183	в этот	2	2
184	в которой	3	2
185	можно лишь	1	2
186	вследствие этого	1	2
187	а вовсе	1	2
188	и если	1	2
189	подобно тому	1	2
190	же не	1	2
191	те же	2	2
192	входит в	2	2
193	было бы	4	2
194	мог бы	2	2
195	кажется что	2	2
196	стилистических явлений	1	2
197	в них	2	2
198	что такое	1	2
199	этого необходимо	1	2
200	в отличие	1	2
201	своего рода	2	2
202	тем не	1	2
203	речи в	1	2
204	на всю	1	2
205	тому что	1	2
206	же слова	1	2
207	не является	4	2
208	отнюдь не	1	2
209	лежит в	1	2
210	этого и	1	2
211	как для	1	2
212	всей своей	2	2
213	так в	1	2
214	конечно в	2	2
215	особенно в	1	2
216	понятно что	3	2
217	и должно	2	2
218	или как	1	2
219	переходит в	1	2
220	на одном	1	2
221	мыслей и	1	2
222	быть и	1	2
223	один из	1	2
224	тот же	2	2
225	и ее	2	2
226	иной характер	1	2
227	со всеми	1	2
228	конечно не	1	2
229	не входит	1	2
230	к слову	1	2
231	каждый из	1	2
232	выходит за	1	2
233	слово в	3	2
234	к которому	1	2
235	не было	1	2
236	я хочу	3	2
237	вступает в	1	2
238	правда он	1	2
239	тому как	1	2
240	вне этой	1	2
241	с этой	2	2
242	него прежде	1	2
243	которой он	1	2
244	более того	2	2
245	вопрос о	1	2
246	в другой	1	2
247	которых он	1	2
248	сказать что	1	2
249	на который	1	2
250	в последнем	1	2
251	к другим	1	2
252	вполне понятно	4	2
253	того или	2	2
254	каждое слово	2	2
255	ну что	1	1
256	ту же	1	1
257	можно говорить	1	1
258	одним из	1	1
259	также и	1	1
260	человека и	1	1
261	мы здесь	1	1
262	но тем	1	1
263	преломления в	1	1
264	нам кажется	1	1
265	пределы настоящей	1	1
266	делая его	1	1
267	в нашу	1	1
268	речи которая	1	1
269	входящих в	1	1
270	в их	3	1
271	в несколько	1	1
272	ним мы	1	1
273	но даже	1	1
274	то это	1	1
275	не совсем	1	1
276	зависимости от	2	1
277	в каждой	1	1
278	на последней	1	1
279	нам представляется	1	1
280	тем как	1	1
281	то он	1	1
282	благодаря которому	1	1
283	него все	1	1
284	менее всего	1	1
285	тут же	1	1
286	и место	1	1
287	он жалуется	1	1
288	чем же	2	1
289	стиле как	1	1
290	очень трудно	1	1
291	и пр	7	1
292	в полном	2	1
293	что слово	1	1
294	не дано	1	1
295	и отчасти	2	1
296	что едва	1	1
297	нему те	1	1
298	ни один	3	1
299	является лишь	1	1
300	его может	1	1
301	в этой	1	1
302	с их	1	1
303	о слове	1	1
304	и тот	1	1
305	и до	1	1
306	роль в	2	1
307	чем его	1	1
308	жизнь как	1	1
309	остановиться в	1	1
310	но ведь	5	1
311	себя эта	1	1
312	в статье	1	1
313	наш анализ	1	1
314	раз навсегда	1	1
315	это стиль	1	1
316	чем иным	2	1
317	в узком	1	1
318	высказываниях героев	1	1
319	из него	1	1
320	его можно	1	1
321	лишь с	1	1
322	виноградов в	2	1
323	на то	1	1
324	одно и	3	1
325	здесь мы	3	1
326	эпохи не	1	1
327	и может	2	1
328	что такой	1	1
329	об этом	1	1
330	и внутренняя	2	1
331	косвенной речи	1	1
332	ко второму	1	1
333	может стать	2	1
334	и дает	1	1
335	только одно	1	1
336	не чем	2	1
337	этом мы	1	1
338	само собою	1	1
339	она и	1	1
340	понята и	1	1
341	выйти за	1	1
342	элемента в	2	1
343	петербургской поэмы	1	1
344	же есть	1	1
345	и становится	1	1
346	которую он	1	1
347	в г	2	1
348	может лишь	1	1
349	и при	2	1
350	как все	1	1
351	не столько	3	1
352	на фоне	4	1
353	и создавать	1	1
354	мы закончим	1	1
355	являются проявлением	1	1
356	иным как	2	1
357	говорит как	1	1
358	и более	1	1
359	бы быть	1	1
360	же такое	1	1
