N	2gram	Vinokur_Vv_1	Dialekti
1	не есть	4	40
2	и не	13	30
3	по себе	9	25
4	т е	38	25
5	и т	43	21
6	т д	37	19
7	и в	27	18
8	точки зрения	7	17
9	ничего не	2	17
10	может быть	24	17
11	и есть	3	16
12	в нем	13	16
13	не имеет	4	15
14	так что	5	15
15	потому что	14	14
16	значит что	1	14
17	а не	3	14
18	не только	21	13
19	и даже	5	13
20	то что	17	13
21	что в	11	13
22	в этом	34	12
23	было бы	5	12
24	с точки	2	12
25	если бы	2	12
26	и что	4	12
27	не может	13	12
28	что это	3	11
29	учение о	2	11
30	в себе	4	11
31	что он	4	11
32	так как	13	11
33	как бы	5	11
34	это значит	1	11
35	все это	6	11
36	то же	8	10
37	есть нечто	1	10
38	наука не	1	10
39	несмотря на	2	10
40	что такое	10	10
41	прежде всего	8	10
42	сказать что	5	10
43	и то	5	9
44	так и	1	9
45	это не	8	9
46	том что	26	9
47	никогда не	3	9
48	это есть	2	9
49	в том	31	9
50	сама по	3	8
51	ясно что	9	8
52	но это	1	8
53	в каком	1	8
54	к нему	2	8
55	совершенно не	1	8
56	также и	16	7
57	идея и	1	7
58	и как	9	7
59	то в	1	7
60	что она	3	7
61	что не	5	7
62	как она	4	7
63	той или	1	7
64	не существует	2	7
65	мы находим	1	7
66	вовсе не	6	7
67	не просто	4	7
68	но и	5	7
69	сам по	1	6
70	хотя бы	5	6
71	в чем	4	6
72	не то	1	6
73	но в	10	6
74	с другой	8	6
75	и вот	3	6
76	нем есть	1	6
77	не в	8	6
78	в то	5	6
79	с ним	1	6
80	никак не	1	6
81	можно сказать	3	6
82	ни с	2	6
83	не было	1	6
84	да и	4	6
85	науки и	2	5
86	говорить о	3	5
87	отношение к	3	5
88	общего с	1	5
89	в своем	3	5
90	все же	8	5
91	себе не	1	5
92	на то	1	5
93	и с	2	5
94	что оно	2	5
95	в этих	3	5
96	но если	3	5
97	в отношении	2	5
98	в виду	4	5
99	есть только	2	5
100	в дальнейшем	2	5
101	можно было	7	5
102	не с	2	5
103	мы должны	1	5
104	он сам	3	5
105	само по	3	5
106	в особенности	4	5
107	говорит о	3	5
108	она есть	5	5
109	есть и	4	5
110	об отношении	2	5
111	или не	1	5
112	а в	5	5
113	это и	1	4
114	мы говорим	2	4
115	то это	3	4
116	даже просто	1	4
117	как он	6	4
118	одно и	1	4
119	об этом	5	4
120	он есть	1	4
121	нисколько не	3	4
122	а есть	1	4
123	по крайней	4	4
124	и более	1	4
125	же время	5	4
126	к тому	4	4
127	как мы	9	4
128	только то	1	4
129	и вообще	3	4
130	о том	15	4
131	крайней мере	4	4
132	и об	1	4
133	быть и	2	4
134	мы видим	1	4
135	но не	7	4
136	не мешает	1	4
137	с какой	1	4
138	в котором	4	4
139	в конце	3	4
140	мы можем	2	4
141	как раз	4	4
142	как это	5	4
143	хотя и	3	4
144	так же	3	4
145	может и	1	4
146	другой стороны	5	4
147	во всяком	3	4
148	отношения к	1	3
149	самом деле	6	3
150	только потому	1	3
151	должна быть	2	3
152	действительности и	1	3
153	есть не	3	3
154	в ней	3	3
155	мысли и	2	3
156	на самом	1	3
157	а только	8	3
158	или иное	1	3
159	все равно	1	3
160	стороны и	3	3
161	то или	1	3
162	склонность к	1	3
163	говорит что	1	3
164	от этого	5	3
165	в самом	12	3
166	та же	1	3
167	не значит	1	3
168	то как	1	3
169	что ни	1	3
170	но все	3	3
171	этом смысле	11	3
172	в них	4	3
173	всегда и	1	3
174	должно быть	2	3
175	в их	11	3
176	точку зрения	1	3
177	тому что	2	3
178	и науки	2	3
179	что наука	1	3
180	в разных	5	3
181	а лишь	1	3
182	только с	3	3
183	уже и	7	3
184	ли это	1	3
185	могут быть	4	3
186	утверждать что	1	3
187	и о	1	3
188	с наукой	1	3
189	жизнь и	1	3
190	чтобы понять	2	3
191	и та	1	3
192	нуждается в	2	3
193	что и	3	3
194	один из	6	3
195	но с	4	3
196	только в	13	3
197	очень много	1	3
198	только на	3	3
199	есть наука	1	3
200	но что	3	3
201	даже и	3	3
202	же это	2	3
203	или иной	1	3
204	и из	1	3
205	еще и	3	3
206	нет еще	1	3
207	в данном	11	3
208	что же	3	3
209	явление и	1	3
210	в его	10	3
211	тех или	3	3
212	и все	1	3
213	у них	1	3
214	или нет	1	3
215	бы в	1	3
216	еще более	1	3
217	конце концов	2	3
218	только что	4	3
219	отношении к	2	3
220	состоит из	1	3
221	жизни и	2	3
222	о чем-то	1	3
223	гораздо более	3	3
224	можно говорить	1	2
225	же как	3	2
226	чтобы не	1	2
227	что если	2	2
228	что уже	3	2
229	вопрос о	8	2
230	в полной	1	2
231	и говорить	1	2
232	не нужно	2	2
233	быть в	4	2
234	качестве примера	1	2
235	как один	1	2
236	то мы	1	2
237	из этих	5	2
238	но как	2	2
239	себе и	2	2
240	что именно	2	2
241	с этим	2	2
242	на деле	1	2
243	науки то	2	2
244	этой стороны	2	2
245	помнить что	1	2
246	просто как	1	2
247	бы и	2	2
248	все эти	3	2
249	говорят о	1	2
250	тому же	1	2
251	в виде	4	2
252	не как	3	2
253	что тут	1	2
254	на этом	3	2
255	это конечно	1	2
256	в каждом	4	2
257	до бесконечности	1	2
258	вещи и	1	2
259	это было	1	2
260	с другими	1	2
261	чаще всего	1	2
262	но уже	2	2
263	мы имеем	3	2
264	с этой	4	2
265	как и	5	2
266	до сих	5	2
267	и тогда	3	2
268	не больше	1	2
269	со всей	3	2
270	и при	2	2
271	в своей	4	2
272	ее ни	1	2
273	будет в	2	2
274	всяком случае	3	2
275	почти не	1	2
276	во всем	2	2
277	в которых	6	2
278	для всякого	1	2
279	и другого	1	2
280	и от	1	2
281	ко всему	1	2
282	ни было	1	2
283	вещей и	1	2
284	для нее	1	2
285	можно указать	1	2
286	если и	1	2
287	не менее	8	2
288	но которая	2	2
289	иной раз	2	2
290	как о	4	2
291	мысли в	1	2
292	дело не	3	2
293	к ним	1	2
294	в идее	1	2
295	не лучше	1	2
296	заметить что	1	2
297	и является	1	2
298	из того	2	2
299	и эта	1	2
300	этом отношении	3	2
301	которое в	2	2
302	как только	1	2
303	отличается от	1	2
304	и надо	1	2
305	как некая	1	2
306	и это	6	2
307	о которых	2	2
308	самого по	1	2
309	как не	1	2
310	другими словами	1	2
311	не наука	1	2
312	идет речь	2	2
313	и совершенно	2	2
314	наукой и	2	2
315	в другом	3	2
316	мог бы	2	2
317	можно только	2	2
318	по сравнению	3	2
319	в эпоху	1	2
320	для этого	3	2
321	по мере	4	2
322	е о	1	2
323	д но	5	2
324	каждом из	1	2
325	это может	2	2
326	том или	1	2
327	для того	21	2
328	того что	12	2
329	что здесь	2	2
330	д и	1	2
331	с ними	1	2
332	до такого	1	2
333	может оказаться	3	2
334	и так	1	2
335	с одной	4	2
336	в качестве	7	2
337	уже не	5	2
338	и у	1	2
339	только тогда	1	2
340	из них	3	2
341	но есть	1	2
342	для него	1	2
343	т п	5	2
344	были бы	1	2
345	именно как	3	2
346	со стороны	12	2
347	именно в	8	2
348	здесь в	1	2
349	с той	1	2
350	при чем	1	2
351	с ней	2	2
352	а главное	1	2
353	только как	6	2
354	о чем	4	2
355	он и	2	2
356	если это	2	2
357	в частности	3	2
358	или по	1	2
359	как в	1	2
360	одной стороны	4	2
361	сравнению с	3	2
362	еще не	4	2
363	как например	5	2
364	сих пор	5	2
365	всяком выражении	1	2
366	и для	4	2
367	просто не	1	2
368	лишь как	2	2
369	тем более	2	2
370	и стало	1	2
371	ни к	2	2
372	значило бы	1	2
373	о своем	1	2
374	и сейчас	2	2
375	е по	1	2
376	что даже	2	2
377	точно так	2	2
378	к этому	3	2
379	этой точки	1	2
380	которая не	1	2
381	о действительности	1	1
382	я и	1	1
383	а между	1	1
384	не иначе	2	1
385	речь идет	2	1
386	например в	2	1
387	не остается	1	1
388	и без	2	1
389	д в	2	1
390	выражения в	1	1
391	мере в	4	1
392	сразу и	1	1
393	и принципиально	1	1
394	была наукой	1	1
395	из самых	1	1
396	и до	2	1
397	что эти	1	1
398	и нужно	1	1
399	в основании	3	1
400	какими бы	1	1
401	научного анализа	2	1
402	той же	4	1
403	так он	1	1
404	а как	3	1
405	то такая	1	1
406	что обе	2	1
407	мы не	2	1
408	ли быть	1	1
409	быть у	1	1
410	сложности и	1	1
411	вообще т	1	1
412	что иное	4	1
413	так а	1	1
414	себе что	3	1
415	во-вторых это	1	1
416	разумеется не	1	1
417	и этого	3	1
418	природы таким	1	1
419	иное как	5	1
420	что по	1	1
421	он встречается	1	1
422	от себя	3	1
423	в различных	2	1
424	возможности и	1	1
425	во всех	2	1
426	коснуться и	1	1
427	в создании	2	1
428	различия между	1	1
429	в ее	11	1
430	самих себя	1	1
431	совсем не	3	1
432	этот имеет	1	1
433	в сторону	1	1
434	искусство в	1	1
435	свое существование	2	1
436	нет и	1	1
437	и чем	1	1
438	чем же	3	1
439	при известных	1	1
440	и соответствующих	1	1
441	эта связь	1	1
442	в той	7	1
443	не входят	1	1
444	каждая из	1	1
445	дает нам	1	1
446	в связи	2	1
447	отношении его	1	1
448	что нет	2	1
449	то ясно	1	1
450	это тоже	1	1
451	говорит об	1	1
452	его к	2	1
453	и к	1	1
454	но действительность	1	1
455	есть ли	1	1
456	становится все	1	1
457	говорится в	1	1
458	еще на	1	1
459	в которой	1	1
460	так или	4	1
461	на долгое	1	1
462	большей части	2	1
463	одной общей	1	1
464	выражение в	1	1
465	с их	5	1
466	для которых	3	1
467	если он	1	1
468	не могла	1	1
469	вообще не	3	1
470	что каждая	2	1
471	с чем	2	1
472	к выводу	6	1
473	больше всего	1	1
474	при этом	3	1
475	и критики	1	1
476	как филолог	1	1
477	после этого	2	1
478	взять в	3	1
479	не к	2	1
480	котором мы	1	1
481	в силу	3	1
482	существует и	1	1
483	д все	2	1
484	самый принцип	1	1
485	одной и	2	1
486	так например	6	1
487	или иных	3	1
488	от других	2	1
489	таким образом	19	1
490	по его	2	1
491	что все	1	1
492	их бытие	1	1
493	главным образом	1	1
494	же касается	2	1
495	наука для	1	1
496	мы уже	1	1
497	и никакого	1	1
498	них не	1	1
499	его в	6	1
500	как две	3	1
501	случае гораздо	1	1
502	нечего и	1	1
503	научного знания	1	1
504	уже знаем	1	1
505	то все	1	1
506	а это	1	1
507	науки а	4	1
508	и тем	5	1
509	в жизни	1	1
510	она и	1	1
511	в реальном	1	1
512	показывает что	1	1
513	в этой	3	1
514	этого не	2	1
515	не всегда	1	1
516	этим и	1	1
517	говорится о	1	1
518	англичане и	1	1
519	оно имеет	1	1
520	наконец с	1	1
521	понимать ее	1	1
522	мере не	1	1
523	и становится	1	1
524	только тем	1	1
525	именно он	1	1
526	одно дело	2	1
527	что между	1	1
528	просто и	1	1
529	могут не	1	1
530	взгляд на	1	1
531	в такой	1	1
532	с идеей	1	1
533	творчества пушкина	1	1
534	указать что	1	1
535	как произведение	1	1
536	представление о	1	1
537	большей степени	2	1
538	говорил о	1	1
539	почва для	1	1
540	науки но	2	1
541	мы теперь	1	1
542	не самый	1	1
543	и той	2	1
544	и ничего	1	1
545	но он	1	1
546	том чтобы	6	1
547	не чувственно	1	1
548	тем не	8	1
549	еще раз	1	1
550	не могли	2	1
551	это особенно	1	1
552	и очень	1	1
553	стоит в	2	1
554	о теории	1	1
555	с теми	2	1
556	самого начала	1	1
557	непосредственно и	1	1
558	есть т	1	1
559	правда в	1	1
560	дело в	3	1
561	того как	3	1
562	и именно	12	1
563	было у	1	1
564	о них	2	1
565	которых и	1	1
566	того чтобы	21	1
567	вытекает из	1	1
568	под этим	1	1
569	имеем дело	1	1
570	этих двух	1	1
571	которые и	1	1
572	показывает как	1	1
573	действительно в	1	1
574	на те	1	1
575	лишь с	1	1
576	не вытекает	1	1
577	и его	5	1
578	связи с	3	1
579	вот почему	3	1
580	е не	2	1
581	как будто	3	1
582	что классическая	1	1
583	не потому	1	1
584	у меня	1	1
585	есть совершенно	1	1
586	не бывает	2	1
587	на соответствующие	2	1
588	не могут	5	1
589	и часто	1	1
590	когда мы	2	1
591	сравнении с	1	1
592	же самое	2	1
593	должны быть	1	1
594	с полной	1	1
595	этого и	1	1
596	же только	2	1
597	того о	1	1
598	оно не	1	1
599	что об	1	1
600	если же	2	1
601	тот смысл	1	1
602	данной исторической	1	1
603	должен быть	4	1
604	и которая	1	1
605	принять его	1	1
606	значения и	1	1
607	нужно однако	1	1
608	нужно сказать	1	1
609	здесь не	2	1
610	на почву	2	1
611	не вмещается	1	1
612	с каким	1	1
613	в каких	1	1
614	и этим	1	1
615	с самого	1	1
616	культуры и	1	1
617	на том	3	1
618	и сам	2	1
619	что у	1	1
620	на нее	2	1
621	времени и	4	1
622	отличная от	1	1
623	можно заниматься	1	1
624	самого понятия	1	1
625	еще в	1	1
626	этим в	1	1
627	в результате	3	1
628	имеется в	1	1
629	другой не	1	1
630	выводу что	5	1
631	нас и	1	1
632	нет уже	1	1
633	науки с	3	1
634	и должно	1	1
635	язык и	3	1
636	этим не	1	1
637	должно было	1	1
638	того или	1	1
639	заключается в	4	1
640	все в	1	1
