N	2gram	Bakhtin_Pr_1	RusskieA
1	и в	38	29
2	том что	3	22
3	в том	8	22
4	что в	7	22
5	как бы	22	18
6	в других	4	15
7	и другие	2	14
8	может быть	26	13
9	в этом	15	11
10	как и	7	11
11	одна из	2	11
12	не только	9	10
13	и с	17	10
14	все это	3	10
15	а на	1	9
16	о том	4	9
17	в некоторых	2	9
18	а в	6	9
19	его в	9	8
20	но и	9	8
21	как в	4	7
22	данном случае	4	7
23	или в	2	7
24	мы имеем	2	6
25	еще не	7	6
26	и на	3	6
27	при этом	5	6
28	таким образом	10	6
29	того чтобы	2	6
30	на нее	1	6
31	для нас	1	6
32	для того	2	6
33	с тем	1	6
34	вместе с	1	6
35	в данном	4	6
36	и т	14	5
37	но не	12	5
38	но в	4	5
39	это не	5	5
40	т д	1	5
41	не может	27	5
42	и что	2	5
43	или же	1	5
44	то что	8	5
45	к этому	2	5
46	то же	5	4
47	вопрос о	1	4
48	на них	3	4
49	не все	2	4
50	что по	1	4
51	уже не	1	4
52	том же	2	4
53	в них	5	4
54	далеко не	5	4
55	в которых	1	4
56	не в	7	4
57	у нас	2	4
58	а также	1	4
59	к нему	10	4
60	в виде	2	4
61	из них	1	4
62	именно в	1	4
63	а не	5	4
64	о чем	1	4
65	так же	1	4
66	как это	2	4
67	по существу	2	4
68	и все	3	4
69	в таком	3	4
70	и о	5	3
71	в ее	4	3
72	что это	2	3
73	все эти	5	3
74	представления не	1	3
75	в этой	1	3
76	подобно тому	1	3
77	на этом	2	3
78	и других	2	3
79	с другими	3	3
80	не всегда	6	3
81	на первый	2	3
82	в этих	2	3
83	в котором	2	3
84	в отличие	5	3
85	не будем	3	3
86	но он	1	3
87	она не	2	3
88	в таких	2	3
89	не имеет	9	3
90	как мы	7	3
91	во всех	11	3
92	того что	2	3
93	что здесь	1	3
94	как например	1	3
95	между тем	7	3
96	связь с	3	3
97	или даже	1	3
98	друг друга	1	3
99	отличие от	5	3
100	связаны с	2	3
101	тем что	2	3
102	а наоборот	1	3
103	до конца	1	3
104	тому как	1	3
105	и от	3	3
106	было бы	8	3
107	но если	1	3
108	мы здесь	4	2
109	на самом	4	2
110	это и	1	2
111	так чтобы	1	2
112	но она	2	2
113	что иное	1	2
114	на себя	1	2
115	не совсем	1	2
116	которое в	1	2
117	иное как	1	2
118	это имеет	1	2
119	природы и	3	2
120	с одной	3	2
121	иногда и	3	2
122	нам право	1	2
123	она как	1	2
124	ней в	1	2
125	все же	6	2
126	как уже	1	2
127	и как	8	2
128	не было	2	2
129	не можем	2	2
130	в которой	1	2
131	если он	1	2
132	как оно	1	2
133	не к	6	2
134	характер в	1	2
135	здесь мы	2	2
136	мы указывали	1	2
137	для них	1	2
138	должно быть	5	2
139	в своей	7	2
140	в их	10	2
141	силу и	1	2
142	тем не	3	2
143	не менее	4	2
144	а иногда	2	2
145	как можно	1	2
146	что с	1	2
147	в то	4	2
148	никогда не	5	2
149	того в	1	2
150	во всем	2	2
151	связи с	2	2
152	кроме того	3	2
153	в момент	1	2
154	все то	3	2
155	должен быть	2	2
156	в виду	4	2
157	за пределами	1	2
158	то время	1	2
159	можно было	4	2
160	не с	4	2
161	оно как	1	2
162	не имели	1	2
163	образом в	1	2
164	а к	2	2
165	с другим	1	2
166	с другой	7	2
167	ее от	1	2
168	вся эта	1	2
169	что и	2	2
170	в форме	4	2
171	в него	2	2
172	в самый	1	2
173	этот вопрос	1	2
174	и ее	2	2
175	есть в	1	2
176	или просто	1	2
177	на эту	1	2
178	моментов в	1	2
179	связано с	1	2
180	же деле	1	2
