N	2gram	Losev_Prob_4	VLabPisa
1	таким образом	8	27
2	в этом	9	26
3	и в	20	25
4	и т	4	24
5	не только	24	22
6	может быть	9	21
7	во сне	1	21
8	хотя бы	7	20
9	и не	28	19
10	не может	5	17
11	т е	1	17
12	т д	3	15
13	объективной действительности	1	15
14	в его	3	15
15	в том	20	13
16	прежде всего	11	13
17	в частности	2	12
18	как это	3	12
19	все это	9	12
20	в силу	1	11
21	вот что	1	11
22	с другой	7	11
23	из них	3	11
24	л толстой	2	11
25	в художественном	4	10
26	в качестве	10	10
27	не могут	1	10
28	о том	5	10
29	представляет собою	1	10
30	то же	7	9
31	что в	3	9
32	об этом	6	9
33	по этому	2	9
34	для него	3	9
35	т п	1	9
36	но и	14	9
37	и др	1	9
38	в своем	3	8
39	ни один	1	8
40	все эти	16	8
41	другой стороны	6	8
42	могут быть	1	8
43	в году	1	7
44	во всех	4	7
45	из этих	1	7
46	было бы	14	7
47	как и	6	7
48	том что	12	7
49	этому поводу	1	7
50	говорит о	2	7
51	не было	3	7
52	а не	7	7
53	вместе с	5	7
54	же в	4	7
55	художественного произведения	1	6
56	это и	4	6
57	в зависимости	3	6
58	более или	2	6
59	в себе	12	6
60	в нем	5	6
61	идеи и	1	6
62	это не	7	6
63	или менее	2	6
64	л толстого	1	6
65	том же	1	6
66	и его	10	6
67	в то	4	6
68	так и	10	6
69	бы и	3	6
70	у него	1	6
71	то что	15	6
72	одним из	1	5
73	и есть	4	5
74	действительности и	5	5
75	в их	1	5
76	зависимости от	3	5
77	все же	2	5
78	в пределах	2	5
79	и при	1	5
80	не в	13	5
81	тому что	1	5
82	связи с	3	5
83	образы и	3	5
84	на основе	1	5
85	как бы	4	5
86	не является	10	5
87	в результате	8	5
88	сказать что	7	5
89	только в	23	5
90	в искусстве	1	5
91	с его	2	4
92	в этой	4	4
93	чем же	3	4
94	перед нами	13	4
95	когда он	1	4
96	в самом	2	4
97	в целом	1	4
98	что все	1	4
99	художественный образ	6	4
100	в них	5	4
101	даже в	1	4
102	никогда не	1	4
103	к тому	3	4
104	для его	2	4
105	утверждать что	1	4
106	в ее	5	4
107	это только	1	4
108	познания и	1	4
109	можно сказать	5	4
110	образов и	1	4
111	с ними	2	4
112	что он	8	4
113	в единстве	1	4
114	в нашей	1	4
115	в одном	4	4
116	как раз	4	4
117	в связи	3	4
118	художественное произведение	1	4
119	в романе	1	4
120	равно как	1	4
121	в своей	4	4
122	человека и	1	3
123	в котором	2	3
124	и он	2	3
125	но как	3	3
126	явлений и	3	3
127	силу этого	1	3
128	нет и	2	3
129	что они	2	3
130	с этим	4	3
131	и как	3	3
132	и к	3	3
133	и художественного	1	3
134	в противоположность	1	3
135	что без	2	3
136	всех этих	6	3
137	и по	2	3
138	удивительно что	1	3
139	его в	2	3
140	далеко не	2	3
141	что не	4	3
142	с тем	4	3
143	во время	1	3
144	точки зрения	14	3
145	и ее	4	3
146	этой области	1	3
147	как о	3	3
148	это мы	1	3
149	у нас	14	3
150	данного произведения	1	3
151	и отдельных	1	3
152	значительной мере	2	3
153	том как	2	3
154	в виду	6	3
155	никак не	4	3
156	в значительной	2	3
157	что и	3	3
158	того что	1	3
159	не обходится	3	3
160	является не	2	3
161	даже и	13	3
162	в конце	2	3
163	именно в	7	3
164	так же	5	3
165	по поводу	1	3
166	этого типа	1	3
167	всех других	2	3
168	и от	6	3
169	или в	5	3
170	бы в	1	3
171	только что	2	3
172	жизни и	5	3
173	как на	1	3
174	художественных образов	4	3
175	смысле слова	15	2
176	как известно	1	2
177	также что	1	2
178	также и	13	2
179	чтобы не	2	2
180	связана с	1	2
181	и процессов	1	2
182	и этот	3	2
183	уже по	2	2
184	мы имеем	6	2
185	же как	1	2
186	в которой	2	2
187	говорить о	2	2
188	но даже	4	2
189	то это	3	2
190	разобраться в	2	2
191	так называемые	1	2
192	собою и	1	2
