N	3gram	Losev_Vesc_1	Psycholo
1	для того чтобы	2	19
2	в том что	4	12
3	все то что	1	11
4	о том что	4	10
5	в самом деле	4	7
6	то же самое	1	6
7	на то что	2	6
8	к тому что	2	5
9	с точки зрения	3	4
10	можно было бы	1	4
11	как раз в	1	4
12	друг с другом	1	4
13	сами по себе	3	3
14	не то что	1	3
15	так как она	1	3
16	так же как	1	3
17	в том чтобы	1	3
18	в конце концов	2	3
19	во всяком случае	2	3
20	заключается в том	1	3
21	то что мы	2	3
22	это и есть	1	3
23	до сих пор	1	3
24	с одной стороны	3	3
25	сама по себе	3	3
26	таким образом что	1	2
27	о том как	1	2
28	как она есть	3	2
29	сам по себе	3	2
30	вместе с тем	1	2
31	и в частности	1	2
32	как бы его	1	2
33	то время как	1	2
34	и что он	1	2
35	так как мы	1	2
36	с другой стороны	2	2
37	в нем нет	1	2
38	в то время	1	2
39	что в ней	1	2
40	не только не	2	2
41	и в самом	1	2
42	можно формулировать так	1	2
43	было бы сказать	2	2
44	мы видим что	1	2
45	на то чтобы	1	2
46	и т д	19	2
47	самом деле в	1	1
48	представьте себе что	1	1
49	что в результате	2	1
50	что иное как	7	1
51	даже больше того	4	1
52	или хотя бы	1	1
53	получится если мы	1	1
54	психологической точки зрения	1	1
55	и есть действительность	1	1
56	есть как бы	3	1
57	и когда она	2	1
58	и как раз	1	1
59	но это значит	1	1
60	равно как и	2	1
61	подобно тому как	4	1
62	сказать что оно	1	1
63	той же причине	1	1
64	бы сказать что	2	1
65	мы не можем	1	1
66	что она была	1	1
67	ли в этом	1	1
68	мы переходим к	1	1
69	нужно было бы	1	1
70	в той же	1	1
71	для этого нужно	2	1
72	бы то ни	4	1
73	что она отличается	1	1
74	потому что это	1	1
75	только то что	2	1
76	ясно что каждый	1	1
77	из того что	2	1
78	с тем что	1	1
79	и здесь мы	1	1
80	что все это	1	1
81	д все это	1	1
82	с этой точки	1	1
83	у него нет	1	1
84	и что это	1	1
85	он думает что	1	1
86	того чтобы мы	1	1
87	если мы хотим	1	1
88	в том или	1	1
89	и сказать что	1	1
90	то что оно	2	1
91	то что у	2	1
92	то что составляет	1	1
93	значит ли это	4	1
94	то ни было	4	1
95	с чем мы	2	1
96	тут у нас	1	1
97	то с чем	3	1
98	с ним и	1	1
99	в свою очередь	4	1
100	дело в том	2	1
101	т д все	1	1
102	но только в	1	1
103	но совершенно ясно	1	1
104	потому что они	3	1
105	оно может быть	1	1
106	есть не просто	2	1
107	что такое понимание	1	1
108	не может быть	6	1
109	только одна из	1	1
110	не что иное	7	1
111	и ничем не	1	1
112	этой точки зрения	1	1
113	от жизни и	1	1
114	не только в	4	1
115	для здравого смысла	1	1
116	мы будем говорить	1	1
117	с этой стороны	1	1
118	можно сказать что	3	1
119	ближе к истине	1	1
120	и что она	1	1
121	в то же	1	1
122	было так то	1	1
123	что это есть	3	1
124	взятый сам по	1	1
125	что и в	1	1
126	так или иначе	4	1
127	она не может	2	1
