N	3gram	Losev_Prob_3	Vvedenie
1	и т д	13	36
2	для того чтобы	1	20
3	в том что	9	12
4	о том что	3	12
5	но также и	2	9
6	не может быть	5	8
7	тем не менее	10	8
8	до сих пор	2	6
9	в самом деле	1	6
10	к выводу что	1	6
11	в то же	4	6
12	в том чтобы	1	5
13	с другой стороны	5	5
14	что иное как	4	4
15	в этом случае	5	4
16	можно было бы	3	4
17	на этот вопрос	1	4
18	по крайней мере	5	4
19	в данном случае	7	4
20	не только в	2	4
21	и в этом	6	4
22	по сравнению с	2	4
23	так или иначе	1	4
24	во всяком случае	6	4
25	само по себе	3	4
26	не что иное	4	4
27	с одной стороны	1	4
28	в прямом смысле	1	3
29	в том виде	2	3
30	в собственном смысле	1	3
31	с тем что	1	3
32	и тем не	3	3
33	широком смысле слова	2	3
34	заключается в том	3	3
35	можно сказать что	2	3
36	сама по себе	8	3
37	как мы видели	2	3
38	потому что он	4	2
39	что в этом	1	2
40	в чем же	1	2
41	на котором он	1	2
42	дело в том	3	2
43	то же самое	7	2
44	что же касается	4	2
45	как будто бы	3	2
46	с точки зрения	2	2
47	принять во внимание	1	2
48	то что остается	1	2
49	что в нем	1	2
50	обратить внимание на	1	2
51	точно так же	3	2
52	может быть и	3	2
53	в конце концов	3	2
54	смысле этого слова	1	2
55	не могут не	1	2
56	в связи с	7	2
57	т д все	1	2
58	есть не что	4	2
59	ответ на этот	1	2
60	вовсе не в	2	2
61	в этих случаях	1	2
62	может быть в	1	2
63	т д в	1	2
64	той или иной	8	2
65	одна от другой	2	2
66	и того же	1	1
67	а потому что	1	1
68	и есть то	1	1
69	совсем другое дело	1	1
70	по себе не	1	1
71	но это уже	1	1
72	в той или	2	1
73	точки зрения на	1	1
74	мы говорим о	2	1
75	только потому что	2	1
76	сказать что в	1	1
77	но как мы	1	1
78	этот вопрос мы	1	1
79	теми или иными	1	1
80	мы установили что	1	1
81	этого слова как	1	1
82	более или менее	1	1
83	на самом деле	2	1
84	в настоящее время	2	1
85	имеют дело с	1	1
86	никак не может	2	1
87	в этот вопрос	1	1
88	не в содержании	1	1
89	не одно и	1	1
90	еще и тот	1	1
91	мы хорошо знаем	1	1
92	то или иное	2	1
93	в таком случае	4	1
94	сам по себе	6	1
95	в отличие от	2	1
96	также и то	4	1
97	не есть и	1	1
98	но и в	2	1
99	потому что и	1	1
100	не было бы	3	1
101	только в том	1	1
102	только то что	2	1
103	выделить в нем	1	1
104	что не только	1	1
105	из них и	1	1
106	том или ином	2	1
107	и говорить о	1	1
108	как он сам	1	1
109	д все это	1	1
110	мы видели имеет	1	1
111	нечего и говорить	1	1
112	с этой точки	1	1
113	и не в	1	1
114	ту или иную	1	1
115	том виде как	2	1
116	и можно было	1	1
117	и то что	7	1
118	и могут быть	1	1
119	одно и то	3	1
120	прийти к выводу	1	1
121	если же мы	1	1
122	так как она	1	1
123	в том или	2	1
124	смысле слова но	1	1
125	тот факт что	1	1
126	так же как	1	1
127	то что у	3	1
128	он вовсе не	1	1
129	то все это	1	1
130	в первом случае	1	1
131	то ни было	3	1
132	ни к какому	2	1
133	как на нечто	1	1
134	есть в нем	2	1
135	все это можно	1	1
136	нечто целое и	2	1
137	и как нечто	1	1
138	возможно только потому	1	1
139	и то же	4	1
140	не находятся в	1	1
141	и потому что	1	1
142	быть и речи	1	1
143	было бы в	1	1
144	всяком случае не	1	1
145	превратить его в	1	1
146	то более то	1	1
147	в нем не	1	1
148	что мы можем	2	1
149	как целое как	1	1
150	еще и потому	1	1
151	бы то ни	4	1
152	собственном смысле слова	1	1
153	более то менее	1	1
154	это особенно важно	1	1
155	когда говорил о	1	1
156	т д можно	1	1
157	когда мы говорим	3	1
158	как указание на	1	1
159	но если бы	1	1
160	потому что они	2	1
161	именно такого же	1	1
162	этой точки зрения	2	1
163	в этом понятии	2	1
164	в целом но	1	1
165	и есть тот	1	1
166	может быть не	1	1
167	от себя не	1	1
168	действительность только в	1	1
169	так что мы	2	1
170	то обстоятельство что	1	1
171	крайней мере не	1	1
172	потому что все	1	1
173	имел в виду	1	1
174	от того что	1	1
175	говорить о том	1	1
176	и что такое	1	1
177	при помощи которого	1	1
178	та или иная	3	1
179	того или иного	3	1
180	и никогда не	1	1
181	значение и как	1	1
182	и даже просто	1	1
183	именно потому что	3	1
184	не просто как	2	1
185	если принять во	1	1
186	только тогда когда	1	1
187	его содержании и	1	1
188	как та или	1	1
189	одного и того	1	1
190	но с другой	2	1
191	как нечто целое	2	1
192	на то или	1	1
193	с теми или	2	1
194	т д и	4	1
195	к тому что	1	1
196	не значит что	2	1
197	в сравнении с	2	1
198	быть и не	1	1
199	как о чем-то	1	1
200	такого же рода	2	1
201	как нечто вполне	1	1
202	из того что	1	1
203	могут не существовать	1	1
204	и вопрос о	1	1
