N	2gram	Propp_Morf_1	Dialekti
1	не есть	1	54
2	т е	21	48
3	и не	12	27
4	а не	11	26
5	точки зрения	2	25
6	и т	41	24
7	и в	13	24
8	значит что	3	24
9	это значит	1	24
10	есть нечто	3	23
11	не только	4	23
12	т д	39	23
13	что такое	3	21
14	не может	14	19
15	ничего не	4	17
16	и есть	2	16
17	и что	2	15
18	с точки	2	14
19	то что	8	14
20	в таком	1	14
21	таким образом	21	13
22	что он	4	13
23	вовсе не	4	13
24	может быть	52	13
25	и даже	1	13
26	что это	1	12
27	того что	3	12
28	есть и	4	12
29	не менее	5	11
30	не имеет	2	11
31	что же	2	11
32	таком случае	1	10
33	в сущности	3	10
34	тем не	5	10
35	она есть	1	10
36	не существует	3	10
37	то это	3	9
38	что она	2	9
39	ни в	1	9
40	но и	4	9
41	в этом	14	8
42	и как	5	8
43	учение о	3	8
44	так что	1	8
45	в виде	2	8
46	прежде всего	9	8
47	что мы	2	8
48	том что	4	8
49	если же	5	8
50	это и	2	7
51	как и	3	7
52	как раз	1	7
53	потому что	3	7
54	ясно что	5	7
55	в виду	1	7
56	только на	1	7
57	в особенности	1	7
58	и нет	1	7
59	что в	8	7
60	самом деле	4	6
61	должна быть	1	6
62	д и	1	6
63	то же	7	6
64	об этом	4	6
65	и с	1	6
66	оно не	2	6
67	утверждать что	3	6
68	если бы	2	6
69	что и	7	6
70	о том	2	6
71	так как	16	6
72	даже не	3	6
73	и пр	37	6
74	не на	2	6
75	и все	1	6
76	кроме того	1	6
77	но если	7	6
78	есть то	1	6
79	вопрос о	7	5
80	что его	2	5
81	хотя и	3	5
82	и к	4	5
83	он не	3	5
84	одно и	1	5
85	так и	6	5
86	было бы	3	5
87	от отца	1	5
88	в них	1	5
89	мы не	8	5
90	и тогда	1	5
91	в том	6	5
92	есть всегда	1	5
93	можно ли	1	5
94	в то	3	5
95	и притом	1	5
96	и сама	1	5
97	и его	1	5
98	только в	2	5
99	уже не	2	5
100	одно из	1	5
101	как же	2	5
102	что не	1	5
103	как это	3	5
104	с этой	1	5
105	но это	6	5
106	или не	3	5
107	или нет	2	5
108	как на	1	5
109	и то	1	4
110	явления и	1	4
111	время как	3	4
112	говорить о	3	4
113	в чем	1	4
114	во что	1	4
115	подобно тому	6	4
116	собственно говоря	1	4
117	это не	6	4
118	на первый	3	4
119	тому что	4	4
120	если только	1	4
121	от того	3	4
122	не могут	4	4
123	то время	3	4
124	к тому	4	4
125	с другой	8	4
126	е не	1	4
127	для него	1	4
128	это будет	1	4
129	у нас	2	4
130	так же	3	4
131	где же	1	4
132	тому как	5	4
133	хотя бы	4	4
134	только что	2	4
135	сказать что	2	4
136	из самых	1	3
137	мы уже	1	3
138	и на	1	3
139	как таковая	2	3
140	коем случае	1	3
141	же она	2	3
142	в одной	1	3
143	что именно	1	3
144	с этим	11	3
145	все же	7	3
146	перед нами	10	3
147	как таковое	2	3
148	все эти	2	3
149	на то	2	3
150	не значит	2	3
151	он должен	2	3
152	в силу	1	3
153	мифологии и	1	3
154	не будет	1	3
155	того или	1	3
156	должно быть	1	3
157	как все	1	3
158	имеется в	3	3
159	не в	3	3
160	из которых	3	3
161	она не	2	3
162	одна из	4	3
163	в основе	1	3
164	но она	1	3
165	в коем	1	3
166	во всем	1	3
167	должны быть	1	3
168	всего и	1	3
169	и этим	5	3
170	из двух	2	3
171	это было	3	3
172	к нему	3	3
173	быть и	2	3
174	или же	6	3
175	и ее	3	3
176	с одной	1	3
177	при помощи	9	3
178	из них	3	3
179	друг друга	3	3
180	случае не	3	3
181	тем что	4	3
182	и объект	1	3
183	для того	2	3
184	в каком	2	3
185	эти две	1	3
186	может ли	1	3
187	одной стороны	1	3
188	а если	4	3
189	как бы	3	3
190	на другое	1	3
191	если не	1	3
192	и ни	1	3
193	ни к	2	3
194	не знает	1	3
195	только о	1	3
196	также не	1	3
197	также и	4	2
198	например в	2	2
199	в частности	2	2
200	от самого	1	2
201	в первом	3	2
202	уже по	1	2
203	его не	1	2
204	как особого	2	2
205	так чтобы	1	2
206	оно есть	1	2
207	живое существо	1	2
208	еще не	3	2
209	всего этого	1	2
210	бы то	3	2
211	с его	2	2
212	основано на	1	2
213	но не	4	2
214	было указано	1	2
215	и уж	1	2
216	и где	1	2
217	целый ряд	3	2
218	но в	2	2
219	то в	3	2
220	из этих	1	2
221	бы только	1	2
222	в себе	1	2
223	но на	1	2
224	есть но	1	2
225	вообще не	1	2
226	при этом	1	2
227	и вот	1	2
228	может существовать	3	2
229	и по	2	2
230	на этом	3	2
231	говорить не	1	2
232	ко второму	1	2
233	чаще всего	7	2
234	из нее	1	2
235	на основании	1	2
236	этого не	2	2
237	во внимание	1	2
238	несмотря на	4	2
239	же самый	1	2
240	как таковой	2	2
241	понятия и	1	2
242	же они	2	2
243	к истории	1	2
244	всяком случае	2	2
245	их в	1	2
246	что этот	1	2
247	бы быть	1	2
248	но они	1	2
249	на котором	3	2
250	сама она	1	2
251	иметь в	1	2
252	а для	1	2
253	только и	1	2
254	как не	1	2
255	же он	1	2
256	не вполне	1	2
257	когда мы	1	2
258	могут быть	16	2
259	все еще	3	2
260	как мы	6	2
261	как с	1	2
262	и когда	1	2
263	то как	2	2
264	на что	1	2
265	и здесь	5	2
266	указано что	1	2
267	можно утверждать	1	2
268	нет это	1	2
269	однако что	1	2
270	грань между	1	2
271	в его	1	2
272	как объяснить	1	2
273	и она	1	2
274	же можно	2	2
275	в третий	1	2
276	тех пор	1	2
277	как например	2	2
278	содержится в	1	2
279	только он	1	2
280	но то	1	2
281	и тем	2	2
282	со всеми	1	2
283	себя в	1	2
284	многое не	1	2
285	не можем	1	2
286	и у	1	2
287	же в	2	2
288	никто не	3	2
289	у него	1	2
290	где есть	1	2
291	нет если	1	2
292	со стороны	3	2
293	исходят из	2	2
294	а именно	1	2
295	еще и	1	2
296	себя и	2	2
297	но как	2	2
298	исходит от	2	2
299	в некое	1	2
300	или нет?	1	2
301	куда же	1	2
302	ли его	1	2
303	в данном	1	2
304	с тех	1	2
305	по существу	12	2
306	быть не	1	2
307	в который	1	2
308	но для	2	2
309	она должна	1	2
310	тех или	1	2
311	а объект	1	2
312	и для	2	2
313	или в	4	2
314	для нас	2	2
315	лишь как	1	2
316	но вот	2	2
317	а в	7	2
318	требует чтобы	3	2
319	может и	1	2
320	другой стороны	4	2
321	совершенно не	1	2
322	по одному	1	2
323	из этого	1	2
324	точно так	1	2
325	к этой	1	2
326	ее в	1	2
327	они не	1	2
328	во всяком	2	2
329	может или	1	1
330	ту же	2	1
331	начинается с	3	1
332	этом отношении	1	1
333	на самом	4	1
334	он может	2	1
335	как такового	1	1
336	сразу и	2	1
337	есть категория	1	1
338	можно лишь	1	1
339	что эти	2	1
340	полная систематика	1	1
341	ведь и	1	1
342	высшей степени	1	1
343	всем ее	1	1
344	может идти	1	1
345	и этот	1	1
346	быть действительно	1	1
347	и за	2	1
348	по его	1	1
349	является данная	1	1
350	или наоборот	1	1
351	на первом	1	1
352	вдруг совершенно	1	1
353	ответить на	1	1
354	уже полный	1	1
355	нет то	1	1
356	и живого	1	1
357	как таковые	1	1
358	но этого	1	1
359	так если	2	1
360	ли кто-нибудь	1	1
361	во всех	4	1
362	то мы	4	1
363	одна за	1	1
364	друг на	2	1
365	тогда как	2	1
366	более как	1	1
367	с какой	1	1
368	чем же	1	1
369	метод и	1	1
370	если она	2	1
371	независимо от	3	1
372	вот мы	2	1
373	как таковыми	1	1
374	о жизни	1	1
375	помнить что	1	1
376	и наконец	1	1
377	если наконец	1	1
378	более или	2	1
379	далее если	1	1
380	это определение	1	1
381	в этот	1	1
382	к чему	3	1
383	животных и	3	1
384	не приходится	1	1
385	та же	2	1
386	в которой	3	1
387	как то	2	1
388	во многих	1	1
389	если мы	5	1
390	право на	2	1
391	пользу и	1	1
392	только один	1	1
393	имеем в	6	1
394	но ведь	1	1
395	если он	1	1
396	мы можем	2	1
397	свою собственную	1	1
398	a и	1	1
399	отца а	1	1
400	мало того	1	1
401	приходим к	2	1
402	постольку поскольку	1	1
403	его можно	1	1
404	или иных	1	1
405	а разве	1	1
406	то ни	3	1
407	и может	1	1
408	они должны	1	1
409	в совершенно	1	1
410	его в	2	1
411	природой и	1	1
412	в него	1	1
413	мы находимся	1	1
414	и определение	1	1
415	за другой	1	1
416	в ином	2	1
417	о характере	2	1
418	нет в	1	1
419	как нарушение	1	1
420	далеко не	5	1
421	без рассмотрения	1	1
422	мы имеем	9	1
423	на друга	2	1
424	не всегда	9	1
425	между собою	2	1
426	о чем	1	1
427	то второй	1	1
428	с такой	1	1
429	действительно не	1	1
430	такой же	1	1
431	нисколько не	1	1
432	и становится	1	1
433	или менее	2	1
434	или вообще	1	1
435	не выдерживает	1	1
436	во время	6	1
437	мы приходим	2	1
438	то для	1	1
439	она в	2	1
440	оказывается что	1	1
441	не от	2	1
442	видим не	1	1
443	точку зрения	1	1
444	но он	1	1
445	и более	1	1
446	чтобы это	1	1
447	что например	1	1
448	для нее	1	1
449	даже в	1	1
450	то с	2	1
451	теми или	1	1
452	принципов и	1	1
453	вплоть до	1	1
454	что эта	2	1
455	дало бы	1	1
456	что с	1	1
457	это дает	1	1
458	дело не	2	1
459	логической и	1	1
460	того как	2	1
461	на него	3	1
462	может только	1	1
463	вопрос не	2	1
464	больше чем	1	1
465	на дороге	1	1
466	связи с	10	1
467	должен решаться	1	1
468	будет зависеть	1	1
469	и при	1	1
470	так то	1	1
471	характерен для	1	1
472	но учение	1	1
473	перед ним	1	1
474	этот закон	1	1
475	исходить из	1	1
