N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	19	41
2	то есть	18	20
3	таким образом	3	19
4	в этом	11	15
5	как и	2	14
6	то же	10	13
7	все эти	2	13
8	в этой	2	13
9	в его	9	12
10	в себе	9	11
11	как мы	1	11
12	в том	18	11
13	прежде всего	4	11
14	так и	11	10
15	в то	6	10
16	никто не	2	10
17	все это	2	10
18	в своем	2	9
19	не в	7	9
20	же время	5	9
21	и его	12	9
22	в качестве	24	9
23	и т.п	4	9
24	но и	10	9
25	что в	6	9
26	но в	7	8
27	в конце	1	8
28	то что	4	8
29	и от	1	8
30	в нем	5	7
31	вовсе не	2	7
32	в них	2	7
33	как бы	9	7
34	и не	15	7
35	в романе	3	7
36	ни в	5	6
37	о том	2	6
38	мы видим	1	6
39	только в	5	6
40	это не	2	6
41	есть в	2	6
42	для него	4	6
43	у него	1	6
44	все они	1	6
45	в году	2	5
46	как в	2	5
47	в эпизоде	1	5
48	и к	3	5
49	не только	16	5
50	на этом	1	5
51	точки зрения	10	5
52	потому что	3	5
53	всего в	1	5
54	и это	2	5
55	к нему	3	5
56	до нас	1	5
57	что и	2	5
58	вместе с	1	5
59	так же	2	5
60	и для	2	5
61	а в	12	5
62	место в	4	4
63	в сущности	1	4
64	как я	1	4
65	момент в	1	4
66	и на	2	4
67	хотя и	3	4
68	что это	1	4
69	он не	4	4
70	при виде	1	4
71	на земле	1	4
72	картины мира	3	4
73	должно быть	1	4
74	том что	8	4
75	но он	3	4
76	одна из	2	4
77	рядом с	1	4
78	в виду	5	4
79	в последней	1	4
80	и здесь	1	4
81	после того	1	4
82	может быть	14	4
83	в более	1	4
84	было бы	1	4
85	мира в	2	4
86	к жизни	2	4
87	мира и	2	4
88	все что	1	4
89	том числе	2	4
90	например в	3	3
91	и есть	1	3
92	последней главе	1	3
93	с точки	3	3
94	той же	1	3
95	я не	2	3
96	с ее	5	3
97	проявляется в	1	3
98	на них	1	3
99	во всех	3	3
100	и те	1	3
101	при этом	13	3
102	и по	2	3
103	в мире	21	3
104	его в	2	3
105	в своей	5	3
106	в их	5	3
107	тем самым	4	3
108	не должно	1	3
109	в отношении	3	3
110	не имеет	1	3
111	тем что	1	3
112	все то	1	3
113	свою очередь	2	3
114	смерти в	1	3
115	это была	1	3
116	в форме	4	3
117	в формах	2	3
118	что он	3	3
119	по этому	1	3
120	из них	1	3
121	в одном	2	3
122	так как	1	3
123	нового времени	2	3
124	не на	3	3
125	не было	1	3
126	не может	7	3
127	и потому	2	3
128	в область	1	3
129	в той	3	3
130	в это	1	3
131	не подлежит	1	3
132	с ними	1	3
133	в свою	3	3
134	не знает	3	3
135	того же	2	3
136	жизни и	1	3
