N	4gram	Vinokur_St_1	Problemy
1	в то же время	4	10
2	в той или иной	1	4
3	но в то же	2	4
4	то же время не	1	3
5	на самом деле оно	1	2
6	и в то же	1	2
7	дело в том что	4	1
8	одних и тех же	1	1
9	вопрос о том что	1	1
10	как и во всякой	1	1
11	в самом деле не	1	1
12	так и в отношении	1	1
13	такой же степени как	1	1
14	во всяком случае не	1	1
15	в то время как	1	1
16	до сих пор еще	1	1
17	в том что он	1	1
18	в одних и тех	1	1
19	во всяком случае в	2	1
20	и в том и	1	1
21	и по отношению к	1	1
22	и в самом деле	2	1
23	бы они ни были	1	1
