N	3gram	Vygotskiy__4	Literetu
1	не может быть	1	7
2	с одной стороны	9	6
3	в том что	31	5
4	состоит в том	3	4
5	едва ли не	1	4
6	с другой стороны	8	4
7	с точки зрения	11	3
8	в этом отношении	7	3
9	в данном случае	2	3
10	в том чтобы	2	3
11	по отношению к	1	3
12	речь идет о	3	3
13	о том что	3	2
14	не говоря уже	1	2
15	подобно тому как	2	2
16	в этом случае	3	2
17	говоря уже о	1	2
18	одно и то	6	2
19	и то же	6	2
20	в свое время	2	2
21	в том числе	2	2
22	тем не менее	1	2
23	том что в	1	1
24	такой же мере	1	1
25	которые не могут	1	1
26	мы имеем дело	1	1
27	но даже и	1	1
28	что уже в	1	1
29	то же самое	7	1
30	одной стороны и	2	1
31	может быть наиболее	1	1
32	тем что в	1	1
33	с полным основанием	2	1
34	вместе с тем	3	1
35	что он не	1	1
36	в отличие от	2	1
37	бы то ни	1	1
38	только то что	1	1
39	в себе и	3	1
40	не могут быть	2	1
41	и т.д и	1	1
42	состоит не в	1	1
43	том числе и	2	1
44	в сущности говоря	1	1
45	можно было бы	5	1
46	сила и слабость	1	1
47	всего в преодолении	1	1
48	во всей своей	1	1
49	с этой точки	4	1
50	и то что	4	1
51	положение при котором	1	1
52	в равной мере	3	1
53	ничего общего с	1	1
54	в конце концов	1	1
55	по нашему мнению	2	1
56	то же общее	1	1
57	имеем дело с	1	1
58	в такой же	1	1
59	прежде всего в	1	1
60	в целом ряде	2	1
61	не имеет ничего	1	1
62	этой точки зрения	4	1
63	при этом как	1	1
64	когда речь идет	1	1
65	в этом же	1	1
66	имел в виду	1	1
67	имея в виду	1	1
68	в свою очередь	2	1
69	на самом деле	1	1
70	то же в	1	1
71	никогда не бывает	2	1
72	не только не	5	1
73	то ни было	1	1
74	в известном отношении	1	1
75	на что мы	1	1
76	оказывается как бы	1	1
77	после того как	1	1
78	а с другой	2	1
79	к тому что	1	1
80	тех или иных	1	1
81	для того чтобы	5	1
82	в своем внутреннем	1	1
83	для этого необходимо	1	1
84	как мы видели	2	1
