N	2gram	Propp_Isto_5	Marksizm
1	может быть	17	28
2	и пр	3	25
3	и в	25	19
4	как бы	2	19
5	и не	11	19
6	в процессе	1	18
7	не может	6	18
8	точки зрения	2	17
9	то же	4	16
10	и его	9	16
11	как мы	5	15
12	в этом	10	15
13	таким образом	9	14
14	не только	13	13
15	с точки	1	13
16	связи с	8	13
17	в нем	7	11
18	если бы	2	11
19	вовсе не	2	11
20	не в	6	10
21	но и	13	10
22	в пределах	4	10
23	том что	8	10
24	самом деле	2	9
25	при этом	1	9
26	как и	7	9
27	для него	1	9
28	в основе	1	9
29	а не	2	9
30	на почве	1	9
31	по отношению	2	8
32	в то	3	8
33	же время	1	8
34	только в	7	8
35	слова в	1	8
36	отнюдь не	1	8
37	отношению к	2	8
38	на самом	1	7
39	его в	9	7
40	и более	1	7
41	одна из	2	7
42	никогда не	3	7
43	в том	6	7
44	прежде всего	6	7
45	в связи	4	7
46	и для	2	7
47	но в	1	7
48	в таком	1	7
49	мы уже	4	6
50	во всех	2	6
51	и как	3	6
52	в самом	1	6
53	того чтобы	3	6
54	к тому	1	6
55	для того	3	6
56	мы можем	2	6
57	и все	3	6
58	хотя бы	1	6
59	в свою	3	6
60	того же	2	5
61	и на	8	5
62	все же	10	5
63	на этой	4	5
64	в данном	3	5
65	в их	1	5
66	самого начала	1	5
67	свою очередь	1	5
68	с самого	1	5
69	и здесь	7	5
70	к нему	3	5
71	в его	12	5
72	в форме	3	5
73	или иной	1	5
74	совершенно не	2	5
75	к этому	2	5
76	так же	5	5
77	тем же	1	4
78	должна быть	1	4
79	а как	2	4
80	категории и	1	4
81	и ее	1	4
82	конечно не	1	4
83	только на	1	4
84	в себе	1	4
85	на то	2	4
86	это не	6	4
87	было бы	1	4
88	и тем	4	4
89	мы видели	7	4
90	ничего не	2	4
91	следует что	1	4
92	по мере	2	4
93	в русском	1	4
94	того что	2	4
95	в формах	2	4
96	что он	22	4
97	связь с	8	4
98	в основном	4	4
99	бы в	1	4
100	то что	7	4
101	сказать что	2	4
102	в котором	1	3
103	не имеют	1	3
104	в ней	5	3
105	еще не	8	3
106	в ее	4	3
107	иногда и	1	3
108	отличие от	1	3
109	относится к	1	3
110	чем же	1	3
111	в истории	4	3
112	с этим	5	3
113	перед нами	2	3
114	все эти	8	3
115	в этой	3	3
116	нами в	1	3
117	в чужую	1	3
118	он не	4	3
119	не как	4	3
120	здесь мы	5	3
121	той же	1	3
122	с другими	4	3
123	по себе	2	3
124	в этих	6	3
125	в своей	2	3
126	в отличие	1	3
127	формы как	1	3
128	а иногда	1	3
129	не имеет	1	3
130	в каком	1	3
131	языка в	1	3
132	могут быть	6	3
133	и это	4	3
134	на основе	1	3
135	о том	7	3
136	что и	6	3
137	одной из	1	3
138	вступить в	1	3
139	с одной	7	3
140	в качестве	7	3
141	его и	2	3
142	характерно что	1	3
143	так как	11	3
144	до сих	2	3
145	с другой	9	3
146	к которым	2	3
147	связано с	5	3
148	не было	1	3
149	одной стороны	7	3
150	и от	1	3
151	сих пор	2	3
152	что оно	1	3
153	только что	1	3
154	в различных	2	3
155	а в	3	3
156	во всяком	1	3
157	одним из	2	2
158	выражения как	2	2
159	в зависимости	1	2
160	вопрос о	2	2
161	зависимости от	1	2
162	мы здесь	4	2
163	и он	6	2
164	то мы	1	2
165	оно уже	2	2
