N	2gram	Losev_Dial_2	VrazhdaK
1	не только	19	9
2	в этом	8	8
3	и в	19	8
4	и что	5	8
5	достоевского в	1	7
6	но и	12	7
7	и все	12	7
8	то что	14	7
9	что в	7	7
10	все же	4	6
11	но в	2	6
12	в нем	10	6
13	как и	10	6
14	в котором	1	6
15	и с	5	6
16	и даже	14	6
17	– это	6	6
18	то же	12	5
19	об этом	3	5
20	в то	6	5
21	же время	5	5
22	между тем	2	5
23	у него	1	5
24	не было	3	5
25	и не	30	5
26	в ней	2	4
27	что он	6	4
28	в истории	2	4
29	при этом	4	4
30	это не	10	4
31	несмотря на	2	4
32	все это	4	4
33	в виду	5	4
34	во многом	1	4
35	с ним	4	4
36	о том	5	4
37	у достоевского	1	4
38	уже в	4	4
39	может быть	20	4
40	как бы	14	4
41	в своих	2	4
42	так же	2	4
43	речь идет	1	3
44	я не	6	3
45	он был	1	3
46	в чем	3	3
47	в своем	4	3
48	и как	10	3
49	раз в	2	3
50	на то	1	3
51	его в	3	3
52	он не	4	3
53	далеко не	1	3
54	и уже	3	3
55	том что	10	3
56	но он	4	3
57	что есть	2	3
58	и его	5	3
59	связи с	4	3
60	и о	1	3
61	что у	2	3
62	и во	1	3
63	в его	1	3
64	в том	14	3
65	в конце	2	3
66	тем что	2	3
67	в связи	4	3
68	т е	30	3
69	же как	3	2
70	и то	7	2
71	и он	1	2
72	он сам	1	2
73	но как	5	2
74	в эти	1	2
75	человека с	1	2
76	отнюдь не	6	2
77	в той	3	2
78	его на	1	2
79	в этой	3	2
80	в себе	15	2
81	чувств и	1	2
82	время и	2	2
83	после этого	3	2
84	их в	2	2
85	таким образом	4	2
86	в одну	5	2
87	в мире	2	2
88	об этой	2	2
89	мне и	1	2
90	в них	1	2
91	мы знаем	1	2
92	на первый	1	2
93	в эту	1	2
94	во время	2	2
95	точки зрения	12	2
96	в своей	8	2
97	и ее	1	2
98	с точки	8	2
99	не менее	3	2
100	в меня	1	2
101	одна из	1	2
102	никогда не	9	2
103	и далее	1	2
104	его с	3	2
105	бесы в	1	2
106	и это	5	2
107	же не	3	2
108	еще не	4	2
109	тем более	1	2
110	и образы	2	2
111	с нею	3	2
112	уже не	3	2
113	при помощи	1	2
114	из них	3	2
115	его и	1	2
116	к ним	1	2
117	как раз	5	2
118	как же	3	2
119	с которым	1	2
120	о чем	3	2
121	начиная с	1	2
122	не может	9	2
123	вместе с	2	2
124	ко мне	2	2
125	в это	3	2
126	но это	7	2
127	что я	2	2
128	же в	2	2
129	а в	4	2
130	личность и	2	2
131	это в	1	2
132	как известно	2	1
133	от этой	1	1
134	также и	2	1
135	человека и	2	1
136	котором уже	1	1
137	того же	1	1
138	это и	3	1
139	идет о	1	1
140	и есть	4	1
141	ему не	1	1
142	по преимуществу	1	1
143	уже по	1	1
144	в их	2	1
145	по его	1	1
146	вы не	2	1
147	тою же	1	1
148	что уже	2	1
149	равно как	1	1
150	говорить о	5	1
151	ему в	1	1
152	один пример	1	1
153	это время	3	1
154	утверждаю что	1	1
155	на них	1	1
156	из литературы	1	1
157	по своему	5	1
158	совсем не	1	1
159	но не	6	1
160	не все	1	1
161	если в	2	1
162	есть по	1	1
163	вам это	1	1
164	тут же	4	1
165	не хотел	1	1
166	в оценке	1	1
167	что они	6	1
168	к сожалению	2	1
169	и я	2	1
170	первый взгляд	1	1
171	независимо от	4	1
172	как в	2	1
173	с этим	3	1
174	дает нам	1	1
175	по которому	1	1
176	сходство между	1	1
177	себе не	3	1
178	и отчасти	1	1
179	тут нет	2	1
180	то в	1	1
181	в самом	5	1
182	что это	10	1
183	мы получаем	2	1
184	в целом	1	1
185	не был	1	1
186	за это	1	1
187	что же	2	1
188	тому же	1	1
189	во многих	1	1
190	но ведь	2	1
191	как он	4	1
192	он всегда	2	1
193	не могла	1	1
194	да и	6	1
195	одному из	1	1
196	всех этих	3	1
197	же это	4	1
198	пор мы	1	1
199	в силу	5	1
200	сердце и	1	1
201	сказал что	1	1
202	из него	1	1
203	всего то	1	1
204	одно и	4	1
205	это конечно	4	1
206	не будет	2	1
207	есть все	1	1
208	их и	1	1
209	в глубине	1	1
210	и руки	1	1
211	говорить не	1	1
212	входя в	1	1
213	это было	3	1
214	заключается в	4	1
215	было бы	3	1
216	ни разу	1	1
217	вопрос и	1	1
218	в жизни	2	1
219	не ясно	1	1
220	вот после	1	1
221	всю жизнь	1	1
222	не всегда	1	1
223	во внимание	3	1
224	и страшно	1	1
225	в москве	1	1
226	однажды в	1	1
227	то пожалуйста	1	1
228	года и	1	1
229	одного и	1	1
230	но я	3	1
231	в этих	3	1
232	или вообще	3	1
233	эта была	1	1
234	и их	3	1
235	предполагать что	1	1
236	всяком случае	2	1
237	далее в	2	1
238	сам же	1	1
239	не будем	1	1
240	тем не	2	1
241	по крайней	9	1
242	без всяких	1	1
243	он далеко	1	1
244	вижу что	1	1
245	что этот	3	1
246	времени а	3	1
247	что эта	1	1
248	человека но	2	1
249	это дает	1	1
250	не имеет	1	1
251	как о	1	1
252	также что	2	1
253	из их	1	1
254	нем в	1	1
255	только не	2	1
256	ничего не	3	1
257	того как	2	1
258	это то	1	1
259	приближаемся к	1	1
260	вне его	1	1
261	по своей	4	1
262	ему и	1	1
263	это слово	1	1
264	потому что	14	1
265	хочет быть	3	1
266	– так	1	1
267	этом отношении	1	1
268	в каком	4	1
269	ли это	1	1
270	не знали	1	1
271	что поэзия	5	1
272	конечно гораздо	1	1
273	могут быть	4	1
274	во все	2	1
275	похож на	1	1
276	сама жизнь	2	1
277	отличается от	1	1
278	сходство с	1	1
279	же только	1	1
280	не есть	47	1
281	не забудем	1	1
282	у себя	1	1
283	с ее	2	1
284	и образ	1	1
285	но при	1	1
286	это будет	1	1
287	в ее	4	1
288	но мы	2	1
289	то время	4	1
290	так и	10	1
291	на нее	1	1
292	ясно что	4	1
293	еще в	1	1
294	именно этот	1	1
295	том как	2	1
296	жизнь и	5	1
297	быть может	1	1
298	короче говоря	1	1
299	и вообще	6	1
300	жизнь только	1	1
301	во всяком	2	1
302	с тою	1	1
303	до сих	2	1
304	не стоит	1	1
305	мы приближаемся	1	1
306	как эта	1	1
307	нас в	1	1
308	это была	1	1
309	к нему	4	1
310	во всех	2	1
311	от них	1	1
312	я думаю	1	1
313	во всей	1	1
314	любил и	1	1
315	крайней мере	9	1
316	новая форма	1	1
317	тотчас же	1	1
318	и можно	2	1
319	все в	2	1
320	получается что	1	1
321	не знаю	2	1
322	если это	1	1
323	в литературе	1	1
324	я ее	1	1
325	к которому	1	1
326	тех пор	3	1
327	имеется в	2	1
328	этом смысле	1	1
329	людей а	1	1
330	силу которой	1	1
331	но с	1	1
332	сразу же	3	1
333	ли он	1	1
334	проникнуть в	1	1
335	во всем	1	1
336	и кончая	1	1
337	это же	1	1
338	себя в	2	1
339	которых наши	1	1
340	тем чтобы	1	1
341	хотя в	2	1
342	а это	1	1
343	в душе	7	1
344	ни с	4	1
345	забудем что	1	1
346	говорит о	1	1
347	пока не	1	1
348	мы находим	3	1
349	в одном	4	1
350	привела к	1	1
351	друг друга	1	1
352	не просто	12	1
353	от того	4	1
354	в молодости	1	1
355	в особенности	1	1
356	из двух	1	1
357	что пишет	1	1
358	так не	1	1
359	и из	3	1
360	– одна	1	1
361	с другой	5	1
362	именно в	2	1
363	все равно	5	1
364	души и	2	1
365	прежде всего	8	1
366	только по	1	1
367	в стиле	1	1
368	попадает в	1	1
369	человек в	1	1
370	не об	1	1
371	в великом	1	1
372	нет ничего	1	1
373	в частности	2	1
374	с первого	2	1
375	д в	1	1
376	или по	2	1
377	– не	9	1
378	из которых	1	1
379	не знал	1	1
380	что первая	1	1
381	что за	1	1
382	не дают	1	1
383	и никому	1	1
384	несравненно более	1	1
385	это за	3	1
386	с тех	2	1
387	того что	6	1
388	только время	2	1
389	был в	2	1
390	в свое	1	1
391	еще раз	1	1
392	сих пор	2	1
393	оба они	1	1
394	у вас	1	1
395	об одном	1	1
396	но для	1	1
397	и от	3	1
398	но на	1	1
399	– вы	1	1
400	это можно	1	1
401	я всегда	1	1
402	о котором	3	1
403	это как	3	1
404	человек и	1	1
405	ее и	1	1
406	у которого	1	1
407	конце концов	1	1
408	он –	6	1
409	но зато	1	1
410	только что	5	1
411	уже давно	1	1
412	в обоих	1	1
413	но вот	2	1
414	и начинается	1	1
415	быть и	4	1
416	только как	3	1
417	другой стороны	4	1
418	что тип	1	1
419	из этого	1	1
420	только о	2	1
421	жизни и	6	1
422	который не	1	1
423	как на	1	1
424	в таком	4	1
425	точно так	1	1
426	все что	1	1
427	они не	3	1
