N	2gram	Propp_Isto_3	FransuaR
1	и в	22	29
2	таким образом	10	20
3	и не	12	16
4	в этой	5	13
5	и все	3	13
6	но в	10	12
7	как и	3	12
8	и на	4	11
9	в этом	17	11
10	так и	2	11
11	то же	6	10
12	мы уже	6	10
13	не только	14	10
14	во время	6	10
15	в то	2	10
16	как мы	8	10
17	все эти	4	9
18	и с	4	9
19	его в	3	9
20	вовсе не	2	9
21	но и	12	9
22	и его	4	8
23	в его	3	8
24	прежде всего	3	8
25	как бы	1	8
26	в них	6	7
27	мы видели	13	7
28	в том	9	7
29	так как	7	7
30	так же	3	7
31	этот процесс	1	6
32	своего рода	1	6
33	но он	4	6
34	здесь в	1	6
35	в большинстве	1	6
36	из них	7	6
37	это и	1	5
38	и до	1	5
39	что это	1	5
40	в нем	9	5
41	большинстве случаев	2	5
42	он и	3	5
43	в своей	1	5
44	уже говорили	1	5
45	и о	2	5
46	это не	6	5
47	все они	1	5
48	это место	1	5
49	у него	3	5
50	далеко не	3	5
51	сказать что	3	5
52	и по	1	5
53	также и	1	4
54	связана с	3	4
55	на самом	2	4
56	и есть	2	4
57	еще не	10	4
58	в образе	1	4
59	точки зрения	2	4
60	женщин и	1	4
61	но они	2	4
62	в плане	1	4
63	тела и	1	4
64	что он	9	4
65	конечно не	1	4
66	руки и	1	4
67	тем что	4	4
68	связан с	2	4
69	с другой	7	4
70	и др	2	4
71	играют в	1	4
72	по своему	1	4
73	только для	1	4
74	но это	3	4
75	все это	1	4
76	один из	5	4
77	перед нами	1	4
78	этой системы	2	4
79	то что	7	4
80	есть и	5	4
81	жизни и	2	4
82	здесь и	2	3
83	в доме	12	3
84	и за	1	3
85	той же	2	3
86	и здесь	7	3
87	в ней	2	3
88	в чем	3	3
89	но как	1	3
90	в своем	2	3
91	и как	3	3
92	при этом	2	3
93	он не	5	3
94	всех этих	2	3
95	и вот	2	3
96	и сам	1	3
97	подобно тому	1	3
98	а затем	3	3
99	с начала	1	3
100	такой же	2	3
101	том что	8	3
102	в эту	1	3
103	образом и	2	3
104	не видят	1	3
105	и ноги	1	3
106	самого начала	1	3
107	если кто	1	3
108	в разных	1	3
109	женщины в	1	3
110	видели как	3	3
111	основываясь на	1	3
112	с ее	1	3
113	здесь не	3	3
114	в ее	1	3
115	с самого	1	3
116	в дальнейшем	4	3
117	роль в	2	3
118	что у	3	3
119	имеется в	1	3
120	все остальные	1	3
121	образом в	2	3
122	там же	2	3
123	к нему	5	3
124	но конечно	2	3
125	все время	2	3
126	того что	5	3
127	что здесь	6	3
128	с ними	3	3
129	и так	2	3
130	в качестве	2	3
131	и они	4	3
132	за счет	2	3
133	и их	1	3
134	том числе	1	3
135	мы можем	6	3
136	и даже	2	3
137	превращается в	3	3
138	на эту	1	3
139	там где	7	3
140	тому как	1	3
141	все же	5	3
142	мы видим	8	3
143	тот же	1	3
144	другой стороны	7	3
145	в частности	5	3
146	и то	2	2
