N	2gram	Vygotskiy__1	Myshleni
1	в том	30	42
2	том что	16	35
3	в процессе	5	27
4	таким образом	20	25
5	в этом	12	24
6	точки зрения	15	24
7	в качестве	2	21
8	в мышлении	2	21
9	и в	31	20
10	что в	23	19
11	заключается в	7	18
12	в основе	2	17
13	то же	5	16
14	не только	13	15
15	то что	32	15
16	что они	2	14
17	мышления и	3	14
18	как мы	2	13
19	в их	1	12
20	при этом	19	12
21	может быть	22	12
22	с другой	5	12
23	потому что	10	12
24	с точки	2	11
25	в его	6	11
26	так же	12	11
27	этого слова	4	11
28	в целом	5	11
29	мы должны	1	11
30	и то	2	10
31	на основе	2	10
32	в себе	4	10
33	того что	10	10
34	мы видим	5	10
35	только в	14	10
36	если мы	12	10
37	так как	18	10
38	того же	2	9
39	и другие	4	9
40	могли бы	1	9
41	и как	2	9
42	понятий и	2	9
43	как и	16	9
44	понятия и	1	9
45	между тем	4	9
46	что и	13	9
47	тот же	2	9
48	с одной	5	9
49	слова в	3	9
50	одной стороны	6	9
51	как это	4	9
52	другой стороны	5	9
53	но и	2	9
54	и тем	2	8
55	было бы	6	8
56	этом смысле	2	8
57	тогда когда	5	8
58	и что	8	8
59	вместе с	8	8
60	и не	16	8
61	значения слова	1	8
62	в результате	4	8
63	самом деле	9	7
64	собственном смысле	3	7
65	один и	1	7
66	и тот	2	7
67	в своей	3	7
68	значение слова	1	7
69	и более	1	7
70	тем самым	2	7
71	могут быть	11	7
72	же самое	2	7
73	того чтобы	7	7
74	в собственном	3	7
75	этом отношении	2	7
76	а не	13	7
77	что мы	8	7
78	смысле этого	2	7
79	как бы	5	7
80	же как	4	6
81	в самом	11	6
82	той же	3	6
83	и на	1	6
84	тому же	3	6
85	одно и	1	6
86	те же	4	6
87	с тем	3	6
88	мы видели	2	6
89	одного и	2	6
90	к одному	1	6
91	к тому	4	6
92	в силу	3	6
93	его в	2	6
94	что он	7	6
95	уже в	3	6
96	и между	1	6
97	не может	17	6
98	же предмет	1	6
99	сказать что	7	6
100	речь идет	3	5
101	готовом виде	1	5
102	между собой	1	5
103	как в	9	5
104	с этим	3	5
105	все же	5	5
106	перед нами	1	5
107	целый ряд	6	5
108	и к	3	5
109	в действительности	1	5
110	увидим что	2	5
111	мы обратимся	1	5
112	на то	10	5
113	одной и	4	5
114	это не	1	5
115	это положение	1	5
116	и того	1	5
117	и тому	1	5
118	только не	3	5
119	и его	7	5
120	не является	5	5
121	никогда не	8	5
122	так и	3	5
123	если бы	6	5
124	о том	7	5
125	обе эти	1	5
126	не совпадают	1	5
127	мы можем	4	5
128	для того	6	5
129	в частности	3	5
130	слова и	1	5
131	в готовом	1	5
132	что такое	2	5
133	тем же	3	4
134	этой теории	6	4
135	в сущности	10	4
136	в своем	3	4
137	как уже	1	4
138	его к	1	4
139	и те	1	4
140	как он	2	4
141	состоит в	3	4
142	как они	2	4
143	и с	2	4
144	нашего исследования	3	4
145	с этой	4	4
146	и при	1	4
147	по сравнению	1	4
148	и той	3	4
149	не в	11	4
150	тому что	4	4
151	на один	2	4
152	что с	2	4
153	одному и	1	4
154	становится возможным	1	4
155	сходство с	2	4
156	что оно	3	4
157	роль в	3	4
158	чрезвычайно важную	1	4
159	и только	3	4
160	все время	4	4
161	только что	2	4
162	в сознании	2	4
163	является не	1	4
164	по выражению	1	4
