N	3gram	Losev_Prob_5	EvropaiE
1	с точки зрения	8	16
2	в то же	1	15
3	то же время	1	14
4	с одной стороны	3	8
5	в том что	8	6
6	с этой точки	1	5
7	этой точки зрения	1	5
8	для того чтобы	2	5
9	бы то ни	2	4
10	не только в	1	4
11	то ни было	1	4
12	и в этом	1	4
13	той или иной	1	4
14	в этом смысле	3	3
15	в этом отношении	1	3
16	можно было бы	1	3
17	ту или иную	1	3
18	во всяком случае	2	3
19	можно сказать что	3	3
20	не говоря уже	1	2
21	и в частности	3	2
22	в данном случае	2	2
23	но в то	1	2
24	себе в виде	1	2
25	так и в	1	2
26	с другой стороны	5	2
27	не может быть	2	2
28	и притом в	1	2
29	хотя бы в	1	2
30	на то что	2	2
31	в большинстве случаев	1	2
32	но не только	1	2
33	как и его	1	1
34	хотя и не	1	1
35	чуть ли не	1	1
36	дело в том	2	1
37	также и в	2	1
38	несмотря на то	1	1
39	в нем и	1	1
40	в одной из	1	1
41	и не в	2	1
42	говоря уже о	1	1
43	и то и	1	1
44	то и другое	2	1
45	не будет ли	1	1
46	но и в	2	1
47	том числе и	1	1
48	и для того	1	1
49	в значительной мере	2	1
50	то или иное	1	1
51	кто иной как	2	1
52	говорить не о	1	1
53	мы находим у	1	1
54	если оставить в	1	1
55	а также и	1	1
56	то время как	3	1
57	в связи с	7	1
58	но в смысле	1	1
59	как одно из	1	1
60	выше не только	1	1
61	вовсе не в	1	1
62	не кто иной	2	1
63	том смысле что	1	1
64	в то время	3	1
65	что наряду с	1	1
66	связи с этим	1	1
67	нет дыма без	1	1
68	то есть в	1	1
69	как это мы	1	1
70	человеческого рода и	1	1
71	и сейчас в	1	1
72	оставить в стороне	1	1
73	для нас в	2	1
74	в том числе	2	1
75	в том смысле	1	1
76	тех или иных	2	1
77	их можно было	1	1
78	насколько можно судить	1	1
79	а именно в	3	1
80	к тому же	1	1
81	только тогда когда	3	1
82	и т д	1	1
