N	2gram	Bakhtin_Pr_3	slovoVRo
1	в романе	1	46
2	чужого слова	5	40
3	и в	34	39
4	может быть	19	37
5	и т	8	35
6	и его	16	33
7	т п	6	33
8	то есть	1	26
9	не только	10	24
10	и не	29	22
11	но и	12	21
12	не может	19	20
13	в нем	19	19
14	до конца	3	17
15	в этом	16	16
16	все это	16	16
17	его слово	4	15
18	так и	6	15
19	а не	9	14
20	человек и	2	14
21	чужим словом	1	14
22	отличие от	2	13
23	как в	4	13
24	в процессе	1	13
25	в пределах	6	13
26	слова в	7	13
27	во всех	2	12
28	в отличие	2	12
29	с чужим	1	11
30	слово в	2	11
31	чужое слово	2	10
32	вовсе не	11	10
33	к своему	5	9
34	и с	15	9
35	не в	9	9
36	со своим	1	9
37	словом и	3	8
38	таким образом	5	8
39	оно не	1	8
40	себя в	1	8
41	прежде всего	15	8
42	слова и	10	8
43	точки зрения	8	8
44	еще не	4	7
45	с его	6	7
46	о слове	1	7
47	в него	3	7
48	пределах одного	2	7
49	языком и	1	7
50	при этом	4	7
51	его слова	3	7
52	в этих	1	7
53	для него	13	7
54	с ним	8	7
55	никогда не	8	7
56	как мы	7	7
57	в его	22	7
58	слово как	1	7
59	и даже	7	7
60	и потому	2	7
61	как бы	27	7
62	в сущности	11	6
63	но не	4	6
64	в своем	2	6
65	все же	7	6
66	и к	12	6
67	но в	16	6
68	все эти	4	6
69	чужих слов	1	6
70	так сказать	2	6
71	значительной степени	1	6
72	в них	2	6
73	в слове	5	6
74	как и	18	6
75	она не	1	6
76	в значительной	1	6
77	в большинстве	2	6
78	человек в	2	6
79	там где	7	6
80	этом случае	2	6
81	жизни и	3	6
82	например в	2	5
83	героя и	9	5
84	своему предмету	6	5
85	и слова	2	5
86	человека в	1	5
87	это не	5	5
88	том что	3	5
89	по себе	3	5
90	слово и	1	5
91	не могут	1	5
92	но все	5	5
93	той или	2	5
94	с другой	4	5
95	один из	2	5
96	в том	3	5
97	с ними	6	5
98	с одной	1	5
99	конечно не	2	5
100	уже не	2	5
101	со словом	3	5
102	слова его	2	5
103	и их	1	5
104	или иной	2	5
105	большинстве случаев	3	5
106	в плане	6	5
107	остается в	2	5
108	и для	8	5
109	только в	6	5
110	от него	6	5
111	и все	19	5
112	и наконец	5	5
113	отношения к	1	4
114	и на	6	4
115	по отношению	5	4
116	отношение к	6	4
117	словом в	1	4
118	сливается с	3	4
119	всех этих	2	4
120	в узком	1	4
121	то же	14	4
122	слова не	2	4
123	его в	4	4
124	входит в	2	4
125	с другими	4	4
126	ни в	4	4
127	в отношении	9	4
128	своими словами	1	4
129	не менее	3	4
130	в то	12	4
131	одна из	1	4
132	в основе	1	4
133	или прямо	1	4
134	же время	12	4
135	или как	2	4
136	во всем	3	4
137	зависимости от	1	4
138	что оно	2	4
139	здесь не	1	4
140	для этого	3	4
141	наконец в	3	4
142	поэтому и	1	4
143	для всех	1	4
144	и других	1	4
145	так как	4	4
146	даже и	4	4
147	себя и	8	4
148	на фоне	1	4
149	и мир	2	4
150	узком смысле	1	4
151	в той	2	4
152	в основном	1	4
153	а в	5	4
154	отношении к	7	4
155	слова с	3	4
156	отношению к	6	4
157	ту же	1	3
158	той же	2	3
159	человека и	1	3
160	говорить о	3	3
161	в чем	5	3
162	можно прямо	1	3
163	между словом	1	3
164	сама по	2	3
165	своим словом	1	3
166	перед нами	1	3
167	и как	3	3
168	бы и	4	3
169	с их	1	3
170	со всею	2	3
171	на этом	4	3
172	сознание и	1	3
173	не с	2	3
174	лишь в	5	3
175	еще раз	1	3
176	с точки	4	3
177	не столько	1	3
178	и остается	1	3
179	чужие слова	1	3
180	связи с	1	3
181	этом отношении	1	3
182	авторское слово	2	3
183	в ней	3	3
184	к чужому	4	3
185	к нему	14	3
186	между тем	3	3
187	что и	5	3
188	быть и	2	3
189	иной степени	1	3
190	всех его	1	3
191	этого процесса	1	3
192	него нет	2	3
193	у него	4	3
194	отметить что	1	3
195	в роман	2	3
196	рядом с	4	3
197	в особенности	1	3
198	связан с	2	3
199	точек зрения	2	3
200	и создает	2	3
201	в свою	1	3
202	в некоторых	1	3
203	стремится к	6	3
204	прямо сказать	1	3
205	установкой на	3	3
206	в романах	3	3
207	и там	1	3
208	как к	4	3
209	слова все	1	3
210	и от	5	3
211	но это	4	3
212	и часто	1	3
213	как для	2	3
214	что в	7	3
215	хотя бы	5	3
216	сказать что	2	3
217	героя в	5	3
218	во всяком	5	3
219	и стилей	2	2
220	можно говорить	1	2
221	одним из	1	2
222	также и	1	2
223	это и	2	2
224	ведь и	3	2
225	с таким	4	2
226	мы уже	6	2
227	и само	1	2
228	но она	1	2
229	с ее	3	2
230	конечно и	1	2
231	по замыслу	12	2
232	всех сторон	1	2
233	диалогах и	1	2
234	на них	5	2
235	но как	4	2
236	не все	1	2
237	менее всего	1	2
238	и речи	1	2
239	за пределы	2	2
240	с этим	2	2
241	хотя и	3	2
242	бы только	1	2
243	себе как	2	2
244	свой голос	2	2
245	романа но	1	2
246	диалог в	2	2
247	в себе	6	2
248	роль в	1	2
249	как он	3	2
250	а вовсе	2	2
251	очень велико	1	2
252	на его	4	2
253	т д	2	2
254	а просто	2	2
255	он не	15	2
256	в виде	4	2
257	и более	1	2
258	в диалогах	4	2
259	из него	1	2
260	в предшествующей	1	2
261	в нее	1	2
262	значение в	1	2
263	конечно в	2	2
264	зрения на	1	2
265	в свой	1	2
266	оно стремится	3	2
267	здесь это	1	2
268	далеко не	3	2
269	независимо от	1	2
270	и вне	1	2
271	мы видели	3	2
272	п но	1	2
273	и при	1	2
274	в их	1	2
275	свой смысл	1	2
276	мы сказали	1	2
277	роман на	1	2
278	но эта	1	2
279	которые в	2	2
280	но он	3	2
281	однако в	2	2
282	слов о	1	2
283	даже в	5	2
284	выступает здесь	2	2
285	громадное значение	2	2
286	на котором	1	2
287	тогда когда	1	2
288	которого он	3	2
289	того чтобы	1	2
290	чем не	2	2
291	в одном	5	2
292	слова как	2	2
293	к ней	2	2
294	слове и	1	2
295	входят в	2	2
296	слова оно	1	2
297	в речах	8	2
298	отличается от	2	2
299	и другим	1	2
300	слова о	4	2
301	должен быть	1	2
302	оно может	1	2
303	говорит и	1	2
304	свою очередь	1	2
305	на нем	1	2
306	без всякого	1	2
307	свое слово	4	2
308	в себя	1	2
309	так в	2	2
310	в дальнейшем	1	2
311	как с	1	2
312	в другом	8	2
313	те же	2	2
314	особенно в	2	2
315	взаимодействие и	1	2
316	о нем	2	2
317	на него	7	2
318	о том	2	2
319	или на	1	2
320	нуждается в	3	2
321	ним и	1	2
322	в форме	2	2
323	еще более	2	2
324	нем и	1	2
325	как например	1	2
326	вне себя	2	2
327	что он	23	2
328	мы увидим	2	2
329	два голоса	3	2
330	почти все	2	2
331	это очень	1	2
332	правда и	1	2
333	всяком случае	5	2
334	на мир	1	2
335	со всеми	2	2
336	где они	1	2
337	же и	2	2
338	уже в	3	2
339	всем его	1	2
340	на протяжении	5	2
341	его и	3	2
342	проникает в	1	2
343	в прошлом	1	2
344	в различные	1	2
345	для того	1	2
346	то что	11	2
347	не было	2	2
348	именно как	1	2
349	до сих	1	2
350	разложения и	1	2
351	действующих лиц	1	2
352	и между	1	2
353	и крайняя	1	2
354	но лишь	1	2
355	романа этот	1	2
356	которых мы	2	2
357	более того	2	2
358	с которым	7	2
359	и слово	8	2
360	но оно	1	2
361	слово слово	2	2
362	эти слова	3	2
363	вместе с	4	2
364	требует от	1	2
365	может стать	1	2
366	в данном	1	2
367	если оно	1	2
368	себя то	2	2
369	слов в	3	2
370	материал для	1	2
371	дело идет	5	2
372	сих пор	1	2
373	от нас	1	2
374	всем этим	2	2
375	или в	1	2
376	лишь о	3	2
377	и ни	1	2
378	все они	1	2
379	как слово	2	2
380	только с	3	2
381	может и	1	2
382	не знает	6	2
383	и внутренне	2	2
384	к его	1	2
385	пародийная стилизация	1	2
386	слово героя	4	2
387	речи как	1	2
388	и оценкой	1	1
389	себя как	2	1
390	от этой	2	1
391	нем нет	1	1
392	женщины и	1	1
393	того же	2	1
394	он может	2	1
395	силы и	1	1
396	идет о	1	1
397	слово конечно	2	1
398	между двумя	2	1
399	за собой	3	1
400	его же	1	1
401	по преимуществу	1	1
402	и до	1	1
403	можно лишь	2	1
404	все те	2	1
405	и этот	2	1
406	этом направлении	1	1
407	а как	2	1
408	со всех	1	1
409	ним мы	1	1
410	правильного понимания	1	1
411	свои акценты	1	1
412	он знает	2	1
413	своего внутреннего	1	1
414	и о	1	1
415	и свой	2	1
416	что уже	1	1
417	прислушаться к	1	1
418	стиля в	3	1
419	время от	2	1
420	героя но	2	1
421	он как	4	1
422	самого говорящего	1	1
423	своему герою	1	1
424	на тему	2	1
425	социальной действительности	1	1
426	диалога в	2	1
427	свой предмет	2	1
428	и заставляет	1	1
429	от времени	2	1
