N	3gram	Vinokur_St_1	Dialekti
1	и т д	21	15
2	по крайней мере	2	9
3	с точки зрения	8	8
4	в том что	17	6
5	потому что она	1	5
6	то или иное	3	4
7	только то что	1	4
8	то же время	4	4
9	о том что	11	4
10	с другой стороны	6	4
11	в том смысле	2	4
12	не может не	1	3
13	том смысле что	1	3
14	в самом деле	5	3
15	сами по себе	1	3
16	как будто бы	1	3
17	в то же	4	3
18	может быть и	2	3
19	то время как	1	3
20	т е в	2	3
21	содержит в себе	1	3
22	ни в каком	1	3
23	не может быть	5	3
24	вовсе не в	2	3
25	в то время	2	3
26	не значит что	3	3
27	потому что он	1	2
28	и говорить о	1	2
29	в той или	1	2
30	как бы ни	1	2
31	т д и	2	2
32	до сих пор	7	2
33	в зависимости от	1	2
34	и т п	9	2
35	это вовсе не	1	2
36	говоря уже о	1	2
37	в данном случае	6	2
38	не только в	4	2
39	тем не менее	2	2
40	так или иначе	2	2
41	выходя за пределы	1	2
42	это не значит	3	2
43	во всяком случае	6	2
44	в каком случае	1	2
45	д и т	1	2
46	что в нем	2	2
47	но ведь это	1	2
48	не выходя за	1	2
49	но это не	1	2
50	не говоря уже	1	2
51	я думаю что	4	1
52	том что в	3	1
53	и то что	2	1
54	одних и тех	1	1
55	бы сказал что	1	1
56	в обоих случаях	1	1
57	мы говорим о	1	1
58	том смысле как	1	1
59	я никогда не	1	1
60	так же и	1	1
61	быть ни в	1	1
62	на самом деле	6	1
63	и даже не	2	1
64	в таком виде	1	1
65	выйти за пределы	1	1
66	в этом смысле	1	1
67	в том и	1	1
68	а не по	1	1
69	тему о том	1	1
70	так что в	1	1
71	о том как	1	1
72	же как и	1	1
73	в одних и	1	1
74	вся разница будет	1	1
75	во что бы	1	1
76	из двух или	1	1
77	что то или	1	1
78	и не может	1	1
79	я бы сказал	1	1
80	и в то	1	1
81	т е так	1	1
82	что в одном	1	1
83	бы то ни	1	1
84	но и в	2	1
85	и далее в	1	1
86	в этом отношении	7	1
87	из них и	1	1
88	и тех же	1	1
89	точно так же	1	1
90	может быть даже	1	1
91	ту или иную	1	1
92	в это время	1	1
93	это может быть	1	1
94	что бы то	1	1
95	как раз в	2	1
96	со всеми его	1	1
97	это не просто	1	1
98	чтобы убедиться в	1	1
99	в данном месте	2	1
100	так же как	3	1
101	не в том	2	1
102	но и это	1	1
103	на эти вопросы	3	1
104	с одной стороны	2	1
105	в конце концов	1	1
106	мы находим например	1	1
107	в том как	3	1
108	то ни стало	1	1
109	нет ни одной	1	1
110	и в этом	3	1
111	одно из двух	1	1
112	и такие которые	1	1
113	как и вообще	1	1
114	в разной мере	1	1
115	у пушкина а	1	1
116	на тему о	1	1
117	я не могу	1	1
118	в том отношении	4	1
119	этого последнего слова	1	1
120	и в том	2	1
121	данном случае в	2	1
122	могут и не	1	1
123	в свое время	2	1
124	именно в том	1	1
125	думаю что с	1	1
126	того или иного	4	1
127	как и всякая	1	1
128	надо сказать что	1	1
129	же и в	2	1
130	заключается в том	3	1
131	говорить о том	1	1
132	во многих отношениях	1	1
133	что и в	4	1
134	того как он	1	1
135	вопрос о том	2	1
136	они не допускают	1	1
137	той или иной	1	1
138	речь идет о	2	1
139	но все же	3	1
140	том отношении что	2	1
141	каком случае не	1	1
142	но даже и	1	1
143	за то что	3	1
144	но все эти	1	1
145	когда мы имеем	1	1
146	к тому что	1	1
147	дело не в	2	1
148	том что он	1	1
149	нечего и говорить	1	1
150	т д в	1	1
151	не больше чем	1	1
