N	3gram	Bakhtin_Pr_1	FransuaR
1	в следующей главе	1	6
2	как мы уже	1	6
3	то же время	3	5
4	в то же	3	5
5	в самом деле	3	4
6	с одной стороны	3	4
7	все то что	3	4
8	в большинстве случаев	5	4
9	в изобразительных искусствах	2	3
10	на первый план	2	3
11	в этом отношении	2	3
12	в первом случае	1	3
13	до сих пор	1	3
14	во всех его	4	3
15	одной стороны и	1	2
16	с точки зрения	6	2
17	как мы увидим	3	2
18	со всеми его	1	2
19	в данном случае	4	2
20	в меньшей степени	1	2
21	а также и	1	2
22	о том какое	1	2
23	его то есть	1	2
24	но и в	2	2
25	с другой стороны	4	2
26	то есть только	1	2
27	таким образом в	1	2
28	то есть в	1	2
29	начало и конец	2	2
30	в том что	3	2
31	конечно не в	1	2
32	и прежде всего	5	2
33	и с его	2	2
34	и в изобразительных	1	2
35	значение имеет для	1	1
36	по отношению к	19	1
37	дает нам право	1	1
38	что с ним	1	1
39	в основе своей	3	1
40	конечно и в	1	1
41	не дает нам	1	1
42	является таким образом	1	1
43	дело в том	1	1
44	только в искусстве	2	1
45	в таких же	1	1
46	в настоящее время	1	1
47	имеет дело только	2	1
48	о том как	1	1
49	в нем и	1	1
50	более того можно	1	1
51	в лучшем случае	2	1
52	именно то что	1	1
53	и должна быть	1	1
54	более того в	1	1
55	в строгом смысле	2	1
56	между тем как	5	1
57	не во всех	2	1
58	на самом же	1	1
59	что в некоторых	1	1
60	может быть конечно	1	1
61	на этот вопрос	1	1
62	и др в	2	1
63	здесь же мы	1	1
64	со всех сторон	2	1
65	до известной степени	1	1
66	никакому сомнению что	1	1
67	но в то	1	1
68	смысле этого слова	1	1
69	она никогда не	1	1
70	настоящее время в	1	1
71	его тела и	1	1
72	и как бы	1	1
73	притом не только	1	1
74	в нем не	1	1
75	в связи с	1	1
76	все эти моменты	2	1
77	для того чтобы	2	1
78	не может быть	11	1
79	не совпадает с	2	1
80	в то время	1	1
81	но это чувство	1	1
82	что не имеет	1	1
83	в значительной степени	1	1
84	та или иная	1	1
85	не только в	2	1
86	той или иной	2	1
87	и в романе	1	1
88	можно сказать что	2	1
89	от всех других	1	1
90	это как бы	1	1
91	что все они	1	1
92	мы уже указывали	1	1
93	в особенности же	1	1
94	есть именно то	1	1
95	сплошь во всех	1	1
96	самом же деле	1	1
97	человека и его	1	1
98	чрезвычайно характерно для	1	1
99	то что не	1	1
