N	2gram	Losev_Vlad_3	FransuaR
1	и в	40	40
2	то есть	24	18
3	и его	10	17
4	прежде всего	10	16
5	в этом	16	15
6	мы уже	5	13
7	не только	25	13
8	в его	14	13
9	и не	25	13
10	вовсе не	13	12
11	что в	17	12
12	как и	7	11
13	но и	18	11
14	таким образом	11	10
15	как мы	8	10
16	в сущности	2	9
17	он не	8	9
18	в них	1	9
19	может быть	8	9
20	и все	4	9
21	и на	6	8
22	все эти	5	8
23	и с	9	8
24	во время	1	8
25	в том	18	8
26	у него	24	8
27	но в	4	8
28	то же	4	7
29	в своем	8	7
30	в виду	3	7
31	в одном	5	7
32	и др	1	7
33	в духе	3	7
34	во всех	1	6
35	в самом	4	6
36	в этих	2	6
37	в то	7	6
38	же время	2	6
39	связи с	2	6
40	и других	1	6
41	до конца	4	6
42	он говорит	1	6
43	в своей	9	6
44	к этому	2	6
45	здесь и	2	5
46	в году	10	5
47	в нем	3	5
48	так сказать	1	5
49	в основе	1	5
50	и для	3	5
51	те же	1	5
52	в литературе	1	5
53	мы видим	1	5
54	для него	8	5
55	то что	28	5
56	не было	5	5
57	а не	8	5
58	в связи	3	5
59	как раз	10	5
60	в своих	7	5
61	смысле слова	6	4
62	также и	17	4
63	жизни и	1	4
64	из всех	1	4
65	в ней	5	4
66	xix века	6	4
67	в истории	5	4
68	в нашем	2	4
69	в мире	2	4
70	было бы	4	4
71	с начала	1	4
72	ни в	10	4
73	том что	18	4
74	в их	2	4
75	даже в	4	4
76	того чтобы	3	4
77	у нас	5	4
78	о том	11	4
79	и о	4	4
80	так в	1	4
81	роль в	2	4
82	особенно в	1	4
83	и здесь	6	4
84	а также	8	4
85	и во	1	4
86	один из	1	4
87	только на	5	4
88	из них	2	4
89	так как	7	4
90	за этим	1	4
91	и даже	6	4
92	до сих	1	4
93	здесь в	4	4
94	века и	1	4
95	и потому	10	4
96	в данном	5	4
97	не касается	1	4
98	сих пор	1	4
99	в основном	4	4
100	все это	1	4
101	видно что	1	4
102	еще более	1	4
103	в заключение	1	4
104	самом деле	1	3
105	на самом	3	3
106	и есть	1	3
107	правильного понимания	1	3
108	только для	1	3
109	он был	2	3
110	с его	2	3
111	отличие от	3	3
112	в этой	8	3
113	кроме того	6	3
114	и как	7	3
115	и наконец	2	3
116	и к	2	3
117	было ни	1	3
118	в себе	9	3
119	эпохи возрождения	1	3
120	в свет	1	3
121	при этом	3	3
122	для понимания	2	3
123	об этом	6	3
124	мы видели	3	3
125	в отличие	3	3
126	не понимает	2	3
127	их в	1	3
128	одна из	1	3
129	во всем	6	3
130	они были	1	3
131	начиная с	1	3
132	но все	3	3
133	здесь не	3	3
134	в ее	1	3
135	не подлежит	1	3
136	можно было	5	3
137	еще в	5	3
138	если бы	3	3
139	в другом	2	3
140	другими словами	1	3
141	никак не	4	3
142	нуждается в	1	3
143	что и	7	3
144	во всей	1	3
145	в свете	1	3
146	и следовательно	1	3
147	еще не	4	3
148	только в	13	3
149	так и	6	3
150	же и	2	3
151	в начале	2	3
152	не так	3	3
153	мы находим	2	3
154	в конце	12	3
155	тем что	5	3
156	характерны для	1	3
157	для того	2	3
158	и прежде	1	3
159	сказать что	12	3
160	в частности	1	3
161	не может	14	3
162	вместе с	7	3
163	как в	1	3
164	такого рода	4	3
165	как бы	3	3
166	весь этот	3	3
167	в более	1	3
168	и от	6	3
169	но это	6	3
170	а в	7	3
171	между ними	1	3
172	к этой	2	3
173	они не	1	3
174	том числе	1	3
175	как известно	1	2
176	например в	1	2
177	того же	2	2
178	это и	1	2
179	из самых	1	2
180	по преимуществу	2	2
181	этого он	1	2
182	и этот	2	2
183	мы не	2	2
184	и стиль	1	2
185	по адресу	1	2
186	хотя бы	6	2
187	и был	3	2
188	подробно и	1	2
189	быть в	2	2
