N	3gram	Bakhtin_sl_2	Problemy
1	в то же	4	10
2	то же время	4	10
3	с самого начала	1	8
4	в отношении к	4	7
5	по отношению к	4	6
6	мы уже говорили	1	5
7	в пределах одного	7	5
8	в романах достоевского	1	4
9	на протяжении всего	1	4
10	но в то	3	4
11	во всяком случае	2	4
12	к нему и	1	4
13	той или иной	5	4
14	в той или	3	4
15	с другой стороны	1	3
16	друг к другу	1	3
17	и в нем	1	3
18	не может быть	15	3
19	мы можем сказать	1	2
20	так и в	3	2
21	героя и его	1	2
22	в большинстве случаев	5	2
23	и не в	1	2
24	мы увидим что	1	2
25	в его целом	1	2
26	к самому говорящему	1	2
27	слова в отношении	1	2
28	в том что	4	2
29	и наконец в	2	2
30	для этого необходимо	1	2
31	и не может	1	2
32	в отличие от	12	2
33	но все же	4	2
34	как мы уже	2	2
35	слово героя и	1	2
36	с точки зрения	3	2
37	или иной степени	3	2
38	и в то	1	2
39	о том что	1	1
40	как и слово	1	1
41	а лишь в	1	1
42	большей или меньшей	1	1
43	со своим словом	2	1
44	слово в них	1	1
45	романе как мы	1	1
46	для него самого	1	1
47	и говорит и	1	1
48	таким образом на	1	1
49	всяком случае не	1	1
50	в один из	1	1
51	в нем не	1	1
52	рано или поздно	1	1
53	то есть именно	1	1
54	том что он	1	1
55	как мы сказали	2	1
56	мы видели что	1	1
57	как и в	1	1
58	в нем есть	1	1
59	не только не	1	1
60	до конца и	1	1
61	этим и определяется	1	1
62	а не в	1	1
63	у него нет	2	1
64	для того чтобы	2	1
65	до сих пор	2	1
66	а вовсе не	2	1
67	время от времени	1	1
68	точки зрения другого	1	1
69	в романе является	1	1
70	правда и в	1	1
71	и его слово	14	1
72	и в особенности	2	1
73	не может ни	1	1
74	поэтому диалог в	1	1
75	мы еще не	1	1
76	с ним мы	1	1
77	по ту сторону	1	1
78	что он не	1	1
79	может и не	1	1
80	в этом случае	6	1
81	точки зрения на	1	1
82	вообще не знает	1	1
83	себя и для	1	1
84	со всех сторон	1	1
85	в нем происходит	1	1
86	но в этом	1	1
87	общения с ним	1	1
88	имеет громадное значение	1	1
89	со всею ясностью	1	1
90	уже не в	1	1
91	и ни в	1	1
92	то есть не	1	1
93	в чем же	1	1
94	может быть органически	1	1
95	чужого слова его	1	1
96	в чем не	2	1
97	в значительной степени	6	1
98	чужое слово и	1	1
99	от него и	1	1
100	в нем нет	1	1
101	в этом отношении	3	1
102	ни в чем	2	1
103	можно прямо сказать	3	1
104	не может и	1	1
105	во всех существенных	1	1
106	настолько велико что	1	1
107	с ним и	1	1
108	как к своему	1	1
109	все более и	1	1
110	так и для	2	1
111	чужого слова с	1	1
112	между этими двумя	1	1
113	и его слову	1	1
114	сама по себе	3	1
115	как мы видели	1	1
116	все это и	1	1
117	к своему предмету	5	1
118	в одном слове	1	1
119	его слово конечно	1	1
120	чужого слова как	1	1
121	в свою очередь	2	1
122	и в идеологическом	1	1
123	в этом направлении	1	1
124	влияния чужого слова	1	1
125	может быть и	2	1
126	для правильного понимания	1	1
127	предметом изображения в	1	1
128	он знает что	1	1
129	ним мы еще	1	1
130	он как мы	1	1
131	это как бы	1	1
132	тем не менее	1	1
133	в себе как	1	1
134	себя среди других	1	1
135	более и более	1	1
136	в диалогах и	2	1
137	героя и может	1	1
138	отношении к нему	1	1
139	с чужим словом	10	1
140	в них не	1	1
141	несколько слов о	2	1
