N	2gram	Tiupa_Teor_1	Istorich
1	и в	18	25
2	вместе с	2	22
3	что он	1	22
4	может быть	17	17
5	мы имеем	7	14
6	не только	16	13
7	но и	9	13
8	в его	6	12
9	так как	1	11
10	уже не	4	11
11	и не	13	11
12	в этом	8	10
13	тем что	1	10
14	и его	8	9
15	его в	2	9
16	с другой	7	9
17	таким образом	3	9
18	еще не	4	8
19	и на	1	8
20	все эти	2	8
21	что в	9	8
22	связи с	1	8
23	и что	3	8
24	мы видим	1	8
25	с тем	1	8
26	другой стороны	5	8
27	этих случаях	1	8
28	том что	9	8
29	представляет собой	9	7
30	в нем	4	7
31	а затем	1	7
32	как и	4	7
33	потому что	3	7
34	о том	1	7
35	и здесь	2	7
36	то что	3	7
37	только в	6	7
38	с одной	2	7
39	в качестве	24	7
40	превращается в	2	7
41	одной стороны	2	7
42	тот кто	2	7
43	в частности	16	7
44	как в	5	6
45	это не	2	6
46	не может	4	6
47	в этих	3	6
48	не в	7	6
49	что и	2	6
50	себя в	6	6
51	прежде всего	2	6
52	могут быть	4	6
53	или в	3	6
54	в том	16	6
55	например в	1	5
56	но не	9	5
57	что это	1	5
58	здесь мы	1	5
59	входит в	1	5
60	как мы	1	5
61	с появлением	1	5
62	так же	2	5
63	же как	1	4
64	и это	2	4
65	то же	7	4
66	в ее	5	4
67	в которой	2	4
68	он не	3	4
69	что все	1	4
70	с другими	5	4
71	и тем	3	4
72	тем не	3	4
73	не менее	4	4
74	в пределах	5	4
75	а именно	2	4
76	если не	1	4
77	все это	2	4
78	в связи	1	4
79	на смену	4	4
80	также что	1	3
81	на себя	2	3
82	в роли	3	3
83	что его	1	3
84	если в	2	3
85	герой не	3	3
86	и как	2	3
87	в целом	3	3
88	в этой	3	3
89	их в	3	3
90	на этом	1	3
91	в таких	1	3
92	в то	6	3
93	в русской	6	3
94	для того	1	3
95	того чтобы	1	3
96	в себя	3	3
97	никогда не	4	3
98	после того	1	3
99	к нему	1	3
100	в форме	2	3
101	в другой	1	3
102	и др	1	3
103	дает ему	1	3
104	никто не	2	3
105	в особенности	1	3
106	в данном	8	3
107	в более	1	3
108	а в	13	3
109	в свою	3	3
110	героя и	5	3
111	они не	1	3
112	ту же	1	2
113	того же	3	2
114	одним из	2	2
115	вопрос о	1	2
116	героя но	1	2
117	человека и	1	2
118	на них	1	2
119	во всех	1	2
120	по отношению	4	2
121	перед нами	2	2
122	еще один	1	2
123	на то	1	2
124	и по	2	2
125	о чем	1	2
126	особенности в	1	2
127	это было	2	2
128	в это	1	2
129	точки зрения	9	2
130	в своей	6	2
131	таким же	1	2
132	ее в	2	2
133	от себя	3	2
134	но он	3	2
135	по себе	1	2
136	даже в	3	2
137	таких случаях	2	2
138	а на	3	2
139	она не	1	2
140	тем это	1	2
141	заметил что	1	2
142	это происходит	1	2
143	должен быть	1	2
144	меня в	1	2
145	данном случае	5	2
146	а тот	1	2
147	так в	4	2
148	роль в	2	2
149	и сам	1	2
150	на нее	1	2
151	здесь как	1	2
152	особенно в	1	2
153	об этом	2	2
154	вошел в	1	2
155	что от	1	2
156	если бы	3	2
157	означает что	1	2
158	из других	1	2
159	можно сказать	3	2
160	ним и	1	2
161	в которую	1	2
162	того что	4	2
163	в формах	2	2
164	на которой	1	2
165	то в	2	2
166	так что	1	2
167	из них	1	2
168	вовсе не	3	2
169	у него	1	2
170	со стороны	2	2
171	как у	1	2
172	до этого	1	2
173	говорит о	1	2
174	мы легко	2	2
175	а не	9	2
176	в лесу	1	2
177	с которым	1	2
178	один из	2	2
179	в одно	2	2
180	и потому	2	2
181	как бы	5	2
182	по существу	1	2
183	и для	2	2
184	это уже	1	2
185	с ней	1	2
186	сказать что	3	2
187	совершенно не	1	2
188	к его	2	2
189	отношению к	4	2
190	также и	1	1
191	перед ним	1	1
192	говорилось выше	1	1
193	типа так	1	1
194	тем же	1	1
195	между двумя	3	1
196	здесь и	1	1
197	из его	1	1
198	иного типа	1	1
199	той же	1	1
200	на первом	1	1
201	превратилась в	1	1
202	именно к	1	1
203	место в	5	1
204	на колени	1	1
205	из дальнейшего	1	1
206	не вполне	2	1
207	я не	2	1
208	из того	1	1
209	что можно	3	1
210	которое в	1	1
211	все виды	1	1
212	думаю что	1	1
213	другим в	1	1
214	служит для	1	1
215	одним словом	1	1
216	совсем не	1	1
217	но как	1	1
218	здесь также	1	1
219	не путем	1	1
220	отношение к	5	1
221	отличие от	6	1
222	чтобы служить	1	1
223	что они	1	1
224	отнюдь не	3	1
225	и я	1	1
226	как говорит	3	1
227	себя за	1	1
228	в одной	1	1
229	если на	1	1
230	как к	2	1
231	не два	1	1
232	а и	4	1
233	целый ряд	1	1
234	как уже	1	1
235	говорит что	2	1
236	оказывается в	3	1
237	и к	3	1
238	над собой	1	1
239	но в	9	1
240	в противоположность	2	1
241	говорит а	1	1
242	можно в	1	1
243	сливается с	1	1
244	во множестве	1	1
245	не упоминается	1	1
246	за это	1	1
247	он в	1	1
248	он состоит	1	1
