N	2gram	Bakhtin_Pr_4	KulturaY
1	в том	9	30
2	и в	46	24
3	потому что	4	23
4	том что	4	21
5	что в	4	17
6	того чтобы	1	17
7	было бы	3	15
8	и пр	2	15
9	в этом	16	14
10	точки зрения	11	14
11	может быть	23	13
12	все же	4	12
13	таким образом	4	12
14	языка в	2	12
15	и не	27	12
16	в его	9	12
17	не в	10	11
18	только в	6	11
19	хотя бы	2	10
20	в самом	9	10
21	не только	14	10
22	в силу	1	10
23	у нас	2	10
24	вовсе не	9	10
25	самом деле	4	9
26	язык как	1	9
27	с точки	9	9
28	так как	5	9
29	если бы	3	9
30	о том	5	9
31	отношению к	5	9
32	прежде всего	9	9
33	то что	4	9
34	а только	1	8
35	по отношению	5	8
36	уже не	4	8
37	то же	6	8
38	языка и	2	8
39	в языке	2	8
40	тем что	3	8
41	как раз	7	8
42	а не	11	8
43	не может	19	7
44	это не	5	7
45	в них	1	7
46	не менее	2	7
47	связи с	1	7
48	в области	1	7
49	так и	4	7
50	бы в	3	7
51	с другой	3	7
52	с помощью	3	7
53	как бы	19	7
54	вместе с	2	7
55	мы имеем	3	6
56	на себе	1	6
57	в ней	1	6
58	однако не	1	6
59	все эти	4	6
60	при этом	5	6
61	в которых	2	6
62	тогда когда	1	6
63	можно было	2	6
64	что он	6	6
65	в какой	1	6
66	но и	12	6
67	именно в	1	6
68	что же	3	6
69	все это	6	6
70	другой стороны	3	6
71	что такое	2	6
72	например в	4	5
73	еще не	7	5
74	но не	4	5
75	что это	1	5
76	слово это	1	5
77	и с	7	5
78	рядом с	5	5
79	так сказать	5	5
80	и его	6	5
81	к тому	2	5
82	в виду	4	5
83	с ним	2	5
84	и что	3	5
85	между тем	2	5
86	язык в	1	5
87	еще и	4	5
88	всяком случае	1	5
89	что не	1	5
90	языка как	1	5
91	в той	3	5
92	в результате	2	5
93	целый ряд	2	5
94	а в	2	5
95	речи и	5	5
96	во всяком	2	5
97	того же	3	4
98	и на	11	4
99	с его	5	4
100	как в	4	4
101	в целом	1	4
102	из этих	3	4
103	учение о	1	4
104	роль в	1	4
105	на то	3	4
106	в нем	17	4
107	в данном	2	4
108	и тогда	1	4
109	тем самым	1	4
110	того как	2	4
111	и является	2	4
112	к себе	6	4
113	в пределах	10	4
114	не на	1	4
115	в самой	5	4
116	что и	3	4
117	так что	2	4
118	есть в	6	4
119	не есть	1	4
120	речь в	2	4
121	со стороны	1	4
122	до сих	8	4
123	там где	2	4
124	в частности	1	4
125	и потому	1	4
126	с этим	2	4
127	в тех	1	4
128	по существу	3	4
129	слова и	7	4
130	сих пор	8	4
131	один из	1	4
132	в этих	4	4
133	так же	3	4
134	и то	1	3
135	в первом	1	3
136	в котором	5	3
137	той же	3	3
138	в сущности	7	3
139	на себя	4	3
140	на практике	1	3
141	то это	3	3
142	и он	6	3
143	с большим	1	3
144	то мы	1	3
145	в общем	2	3
146	в связи	1	3
147	в своем	3	3
148	хотя и	6	3
149	когда он	2	3
150	его к	2	3
151	более или	3	3
152	что так	2	3
153	в этой	3	3
154	с их	1	3
155	в себе	7	3
156	и если	1	3
157	на его	1	3
158	должна быть	2	3
159	на том	2	3
160	что она	1	3
161	он есть	2	3
162	а это	1	3
163	несмотря на	1	3
164	должно быть	4	3
