N	3gram	Propp_Isto_2	Psycholo
1	в том что	5	17
2	не может быть	2	8
3	на то что	2	6
4	на самом деле	2	5
5	до сих пор	6	5
6	мы знаем что	10	4
7	и той же	1	4
8	сам по себе	1	4
9	можно было бы	3	4
10	так же как	4	4
11	тем не менее	1	4
12	о том что	2	4
13	одной и той	1	4
14	том что он	1	3
15	с тем что	3	3
16	точно так же	6	3
17	то что она	1	3
18	том что в	1	2
19	и когда он	1	2
20	как только мы	1	2
21	но так как	1	2
22	так как в	2	2
23	подобно тому как	3	2
24	что он не	4	2
25	что при этом	1	2
26	надо сказать что	1	2
27	это значит что	1	2
28	с другой стороны	2	2
29	мы видим что	5	2
30	и т д	18	2
31	и здесь он	1	1
32	и может быть	2	1
33	не в состоянии	1	1
34	что иное как	2	1
35	мы можем только	1	1
36	мы видим и	1	1
37	то это значит	1	1
38	объясняется то что	1	1
39	в ней и	1	1
40	о том как	1	1
41	в этом случае	5	1
42	так что он	1	1
43	он все же	1	1
44	в зависимости от	1	1
45	в отличие от	1	1
46	но и в	2	1
47	или еще более	1	1
48	за то что	1	1
49	может быть даже	1	1
50	она не живет	1	1
51	вместе с тем	5	1
52	не то что	1	1
53	объяснит нам почему	1	1
54	это знает потому	1	1
55	то что было	1	1
56	не похожи на	1	1
57	потому что он	2	1
58	что при помощи	1	1
59	ясно показывает что	1	1
60	они еще не	1	1
61	ни к какому	1	1
62	с одной стороны	3	1
63	случаев в которых	2	1
64	и то же	1	1
65	если мы не	1	1
66	мы можем предположить	1	1
67	и ничего не	2	1
68	в одном случае	2	1
69	в связи с	4	1
70	тем что в	1	1
71	вместо того чтобы	2	1
72	есть вместе с	1	1
73	бросается в глаза	1	1
74	до наших дней	1	1
75	друг с другом	1	1
76	указать на то	1	1
77	знает потому что	1	1
78	есть не что	1	1
79	по себе а	1	1
80	с тем как	1	1
81	мы имеем в	5	1
82	связи с этим	1	1
83	с самого начала	2	1
84	не только не	1	1
85	думают что в	1	1
86	не только на	1	1
87	самом деле мы	1	1
88	только в русском	1	1
89	друг от друга	1	1
90	в другом случае	1	1
91	после того как	2	1
92	по этому поводу	1	1
93	не что иное	2	1
94	в высшей степени	1	1
95	мы увидим что	3	1
96	но еще не	1	1
