N	2gram	Medvedev_F_3	VrazhdaK
1	не только	9	9
2	в этом	18	8
3	и в	27	8
4	и что	3	8
5	но и	10	7
6	и все	8	7
7	года в	1	7
8	то что	8	7
9	что в	8	7
10	все же	6	6
11	но в	6	6
12	в нем	15	6
13	как и	14	6
14	в котором	2	6
15	и с	3	6
16	о нем	3	6
17	в начале	1	6
18	и даже	2	6
19	в романе	4	6
20	то же	15	5
21	об этом	1	5
22	в то	7	5
23	же время	7	5
24	между тем	7	5
25	с тургеневым	1	5
26	не было	1	5
27	в россии	2	5
28	и не	30	5
29	х годов	1	4
30	в ней	5	4
31	что он	6	4
32	в истории	5	4
33	при этом	8	4
34	это не	3	4
35	все это	7	4
36	в виду	3	4
37	с ним	1	4
38	о том	4	4
39	для нас	3	4
40	у достоевского	1	4
41	уже в	4	4
42	может быть	25	4
43	как бы	8	4
44	в своих	6	4
45	так же	9	4
46	одним из	3	3
47	который был	2	3
48	он был	4	3
49	с его	2	3
50	в своем	2	3
51	и как	4	3
52	на то	1	3
53	его в	7	3
54	он не	1	3
55	том что	4	3
56	но он	1	3
57	и его	19	3
58	связи с	5	3
59	человека в	2	3
60	и о	1	3
61	и во	2	3
62	в его	7	3
63	в том	7	3
64	и у	1	3
65	в конце	3	3
66	тем что	5	3
67	в связи	4	3
68	он использовал	1	3
69	т е	32	3
70	к этому	2	3
71	отношения к	2	2
72	же как	3	2
73	и то	1	2
74	на место	1	2
75	столь же	3	2
76	в эти	1	2
77	он пишет	1	2
78	человека с	1	2
79	отнюдь не	8	2
80	в той	3	2
81	его на	1	2
82	в этой	2	2
83	в себе	3	2
84	время и	1	2
85	в нашей	1	2
86	их в	3	2
87	таким образом	18	2
88	в одну	1	2
89	в мире	1	2
90	в них	3	2
91	мы знаем	4	2
92	на первый	1	2
93	в эту	2	2
94	точки зрения	16	2
95	в своей	6	2
96	и ее	6	2
97	с точки	14	2
98	место в	10	2
99	не менее	7	2
100	том же	1	2
101	одна из	2	2
102	никогда не	5	2
103	п в	2	2
104	в роман	4	2
105	в момент	1	2
106	его с	1	2
107	и это	2	2
108	же не	1	2
109	на основе	1	2
110	в в	1	2
111	этот роман	1	2
112	так в	2	2
113	еще не	6	2
114	там же	1	2
115	уже не	3	2
116	из них	2	2
117	его и	3	2
118	для него	1	2
119	как раз	8	2
120	о чем	1	2
121	не может	24	2
122	вместе с	6	2
123	в него	3	2
124	в это	1	2
125	но это	2	2
126	же в	1	2
127	очень хорошо	1	2
128	а в	1	2
129	это в	1	2
130	этого романа	2	1
131	как известно	1	1
132	от этой	1	1
133	можно говорить	4	1
134	человека и	2	1
135	рассматривать в	1	1
136	того же	3	1
137	не имел	1	1
138	это и	2	1
139	ему не	1	1
140	а от	1	1
141	в их	1	1
142	той же	3	1
143	с некрасовым	1	1
144	что уже	2	1
145	равно как	3	1
146	совпадает с	2	1
147	говорить о	2	1
148	с толстым	1	1
149	в полной	2	1
150	ему в	1	1
151	и был	1	1
152	это время	1	1
153	первый план	1	1
154	из литературы	1	1
155	содержания в	1	1
156	служит для	1	1
157	а следовательно	1	1
158	а отношение	1	1
159	совершенно прав	1	1
160	совсем не	5	1
161	но не	5	1
162	в сторону	2	1
163	тургенев с	1	1
164	что они	5	1
165	к сожалению	1	1
166	рассказы о	1	1
167	как по	1	1
168	независимо от	5	1
169	как в	4	1
170	с этим	1	1
171	для создания	1	1
172	для всех	1	1
173	тот для	1	1
174	что как	1	1
175	не являются	2	1
176	так при	1	1
177	роль играет	1	1
178	то в	2	1
179	в самом	11	1
180	что это	3	1
181	в целом	4	1
182	не был	1	1
183	что же	5	1
184	выражение в	1	1
185	еще один	1	1
186	но ведь	4	1
187	как он	2	1
188	не могла	1	1
189	развиваться в	1	1
190	да и	4	1
191	высшей степени	2	1
192	ключ к	1	1
193	теперь это	1	1
194	всех этих	2	1
195	ведь не	2	1
196	этот процесс	3	1
197	что ни	2	1
198	и этот	1	1
199	однако в	2	1
200	одно и	1	1
201	не будет	1	1
202	входя в	2	1
203	со своею	1	1
204	было бы	6	1
205	в жизни	11	1
206	и романа	1	1
207	в высшей	2	1
208	он и	3	1
209	в развитии	1	1
210	может идти	1	1
211	такой же	2	1
212	одного и	1	1
213	этот материал	1	1
214	в этих	3	1
215	и их	5	1
216	предполагать что	1	1
217	что о	1	1
218	всяком случае	6	1
219	художником а	2	1
220	то было	1	1
221	конце жизни	1	1
222	к реальному	1	1
223	тем не	2	1
224	что этот	2	1
225	не должна	1	1
226	раз и	3	1
227	тем самым	1	1
228	что эта	1	1
229	другой не	1	1
230	произведения это	1	1
231	знаком и	1	1
232	правда в	2	1
233	литературу как	2	1
234	первая часть	1	1
235	в процессе	15	1
236	как о	2	1
237	также что	1	1
238	из их	1	1
239	только не	2	1
240	следовательно и	4	1
241	ничего не	2	1
242	того как	1	1
243	и лишь	2	1
244	того в	1	1
245	потому что	7	1
246	сюжет в	1	1
247	существуют в	2	1
248	этом отношении	3	1
249	в каком	2	1
250	этот закон	2	1
251	органическое единство	2	1
252	могут быть	4	1
253	во все	1	1
254	отличается от	2	1
255	этого и	1	1
256	не есть	4	1
257	правда не	1	1
258	он ищет	1	1
259	с ее	2	1
260	но при	2	1
261	в ее	4	1
262	только при	1	1
263	не могло	2	1
264	на той	1	1
265	но мы	1	1
266	идет не	2	1
267	роль в	4	1
268	так и	21	1
269	не с	1	1
270	ясно что	3	1
271	еще в	3	1
272	именно этот	1	1
273	вошел в	2	1
274	том как	2	1
275	жизнь и	3	1
276	и вообще	1	1
277	во всяком	6	1
278	роман то	1	1
279	до сих	1	1
280	единства и	3	1
281	как эта	1	1
282	нас в	1	1
283	во всех	3	1
284	от них	1	1
285	говорить об	2	1
286	в форме	1	1
287	новая форма	1	1
288	возникает вопрос	1	1
289	все в	1	1
290	романа в	3	1
291	человека как	2	1
292	если это	1	1
293	и самые	1	1
294	в литературе	6	1
295	к которому	2	1
296	этом смысле	2	1
297	один из	1	1
298	но с	1	1
299	что только	1	1
300	романа и	2	1
301	за исключением	1	1
302	то он	3	1
303	в литературу	5	1
304	это же	1	1
305	в качестве	1	1
306	же он	2	1
307	себя в	1	1
308	почему два	1	1
309	целого ряда	1	1
310	сходятся в	1	1
311	что для	1	1
312	ни с	2	1
313	говорит о	1	1
314	с различными	1	1
315	в одном	1	1
316	друг друга	5	1
317	и никогда	1	1
318	не просто	1	1
319	от того	2	1
320	из двух	1	1
321	нужно было	1	1
322	и речи	2	1
323	художником в	1	1
324	и из	2	1
325	с другой	6	1
326	именно в	1	1
327	души и	3	1
328	прежде всего	4	1
329	целым рядом	1	1
330	до конца	4	1
331	и самый	2	1
332	в ту	1	1
333	одну из	2	1
334	обычно не	1	1
335	не об	2	1
336	с помощью	8	1
337	нет ничего	1	1
338	в частности	1	1
339	материал и	2	1
340	этому образу	1	1
341	без труда	2	1
342	не дают	1	1
343	к в	1	1
344	того что	3	1
345	так многие	1	1
346	в условиях	3	1
347	сих пор	1	1
348	в основном	2	1
349	романа с	1	1
350	но для	2	1
351	под влиянием	1	1
352	внутреннюю логику	1	1
353	этом романе	3	1
354	более того	6	1
355	в тюрьме	1	1
356	дети не	1	1
357	и от	11	1
358	это можно	2	1
359	о котором	1	1
360	хотя и	1	1
361	ее и	2	1
362	у некоторых	1	1
363	бы в	6	1
364	его замысла	1	1
365	еще более	1	1
366	конце концов	2	1
367	отношении к	1	1
368	и начинается	1	1
369	а о	1	1
370	быть и	1	1
371	другой стороны	5	1
372	бы его	1	1
373	из этого	4	1
374	героя в	3	1
375	жизни и	4	1
376	в таком	2	1
377	они не	4	1
