N	3gram	Bakhtin_Pr_1	Freidism
1	с точки зрения	13	11
2	по отношению к	8	8
3	во всяком случае	3	7
4	не может быть	4	7
5	в самом деле	2	6
6	в большинстве случаев	2	5
7	в зависимости от	5	4
8	то же время	9	4
9	в то же	9	4
10	в данном случае	2	4
11	на самом деле	4	4
12	можно сказать что	1	4
13	как мы уже	1	4
14	как мы видели	1	4
15	теперь мы должны	1	3
16	для того чтобы	1	3
17	в своей последней	1	3
18	бы то ни	2	3
19	на этот вопрос	1	3
20	в свою очередь	1	3
21	с самого начала	1	3
22	точки зрения сознания	1	2
23	для него только	1	2
24	а потому и	1	2
25	он не только	1	2
26	то же самое	1	2
27	что же касается	1	2
28	и по отношению	1	2
29	точку зрения на	2	2
30	до сих пор	2	2
31	не отличается от	1	2
32	и не может	2	2
33	может быть и	1	2
34	и есть та	1	2
35	что он сам	1	2
36	но в то	5	2
37	это прежде всего	1	2
38	так и в	1	2
39	не могут быть	1	2
40	в его целом	6	2
41	все то что	3	2
42	может быть это	1	2
43	в этом отношении	3	2
44	это и есть	1	2
45	зависимости от того	1	2
46	то ни было	1	2
47	выйти за пределы	1	2
48	в высшей степени	1	2
49	в конце концов	5	2
50	пределах того что	1	1
51	нашей книги мы	1	1
52	точка зрения на	2	1
53	к себе самому	1	1
54	говорит об этом	1	1
55	то ни стало	1	1
56	зависит от того	1	1
57	а вовсе не	1	1
58	все зависит от	1	1
59	как и всякое	1	1
60	так как в	1	1
61	и даже не	1	1
62	мы должны перейти	1	1
63	как бы ни	1	1
64	нам кажется что	1	1
65	в этом случае	1	1
66	в нем и	1	1
67	во что бы	1	1
68	рядом с ним	1	1
69	как раз и	3	1
70	социальной группы к	1	1
71	вполне понятно что	1	1
72	они не могут	1	1
73	внешнего мира в	1	1
74	целом ряде других	2	1
75	но не только	1	1
76	с другими моментами	1	1
77	хотя бы и	2	1
78	могут быть поняты	1	1
79	до известной степени	1	1
80	другая точка зрения	1	1
81	должны перейти к	1	1
82	и о своем	3	1
83	что все эти	1	1
84	от того в	1	1
85	не было бы	1	1
86	остается в пределах	1	1
87	только то что	2	1
88	в себе и	1	1
89	теми же самыми	1	1
90	из одного плана	1	1
91	по крайней мере	1	1
92	в нем мы	1	1
93	и до конца	2	1
94	что бы то	1	1
95	если же мы	1	1
96	мы полагаем что	1	1
97	же что и	1	1
98	того что он	1	1
99	но благодаря этому	1	1
100	таким образом и	1	1
101	на первый взгляд	1	1
102	и не могут	1	1
103	так именно и	1	1
104	как будто бы	1	1
105	по сравнению с	1	1
106	при этом совершенно	1	1
107	всяком случае не	1	1
108	и потому не	1	1
109	к той же	1	1
110	прежде всего ту	1	1
111	в пределах того	1	1
112	в целом ряде	2	1
113	только в свете	1	1
114	что же это	1	1
115	и вот в	1	1
116	таким образом в	1	1
117	они и не	1	1
118	в маленьком масштабе	1	1
119	имеем в виду	1	1
120	в то время	1	1
121	все же остается	1	1
122	которая позволила бы	1	1
123	не может служить	1	1
124	о том что	1	1
125	к нему и	2	1
126	не только не	1	1
127	сравнить его с	1	1
128	но все же	2	1
129	же это за	1	1
130	но и не	2	1
131	мы имеем в	1	1
132	но вовсе не	1	1
133	в этом смысле	10	1
134	и быть не	1	1
135	и следовательно в	1	1
136	и т д	1	1
137	и в нем	1	1
138	то же что	3	1
139	быть не может	1	1
140	ввести его в	1	1
141	в том что	6	1
142	она не может	1	1
143	что и в	1	1
144	и входит в	2	1
145	от всех этих	1	1
146	конечно не в	1	1
